"","GFBIRawName","family","genus","species","meanWD","sdWD","levelWD","nInd"
"9922","Forsteronia amblybasis",NA,"Forsteronia","amblybasis",0.611246215561075,0.124033048371268,"dataset",20776
"9923","Forsteronia glabrescens",NA,"Forsteronia","glabrescens",0.611246215561075,0.124033048371268,"dataset",20776
"9924","Forsteronia graciloides",NA,"Forsteronia","graciloides",0.611246215561075,0.124033048371268,"dataset",20776
"9925","Forsteronia montana",NA,"Forsteronia","montana",0.611246215561075,0.124033048371268,"dataset",20776
"9926","Forsteronia myriantha",NA,"Forsteronia","myriantha",0.611246215561075,0.124033048371268,"dataset",20776
"9927","Forsteronia peninsularis",NA,"Forsteronia","peninsularis",0.611246215561075,0.124033048371268,"dataset",20776
"9929","Forsteronia sp1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"17255","Forsteronia spicata",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9940","Forsteronia sppAraracua1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9931","Forsteronia sppCamorin1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9946","Forsteronia sppCamorin2",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9941","Forsteronia sppCandamo1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9942","Forsteronia sppCarajas1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9943","Forsteronia sppCeroneb21",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9947","Forsteronia sppChaquima1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9932","Forsteronia sppConstanc1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9948","Forsteronia sppCuruyuqr1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9949","Forsteronia sppGuanup1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9950","Forsteronia sppJejuimi1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9944","Forsteronia sppJenarohe1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9933","Forsteronia sppJenarohe2",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9934","Forsteronia sppLinhares1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9951","Forsteronia sppMadidi1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9952","Forsteronia sppMurri1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9935","Forsteronia sppNangarit1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9953","Forsteronia sppNuevomun1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9936","Forsteronia sppPersever1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"17103","Forsteronia sppPersever2",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9937","Forsteronia sppQuiapaca1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9930","Forsteronia sppRioheath1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9938","Forsteronia sppRioheath2",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9954","Forsteronia sppRiotavar1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9955","Forsteronia sppRiotavar2",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9956","Forsteronia sppSantacru1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9957","Forsteronia sppSaul1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9958","Forsteronia sppSietecue1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9939","Forsteronia sppTamboall1",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"17104","Forsteronia sppYanam11",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9945","Forsteronia sppYanam21",NA,"Forsteronia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9928","Forsteronia subcordata",NA,"Forsteronia","subcordata",0.611246215561075,0.124033048371268,"dataset",20776
"9959","Franchetella sppLinhares1",NA,"Franchetella",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9960","Franchetella sppLinhares2",NA,"Franchetella",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9961","Franchetella sppTEAM1",NA,"Franchetella",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9962","Frangula alnus",NA,"Frangula","alnus",0.611246215561075,0.124033048371268,"dataset",20776
"9963","Frangula sppIT1",NA,"Frangula",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9964","Fraxinus americana","Oleaceae","Fraxinus","americana",0.55,0.0708232617216773,"species",1
"9965","Fraxinus angustifolia","Oleaceae","Fraxinus","angustifolia",0.537848484848485,0.0941339098036177,"genus",11
"17008","Fraxinus caroliniana",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9966","Fraxinus chiisanensis","Oleaceae","Fraxinus","chiisanensis",0.537848484848485,0.0941339098036177,"genus",11
"9967","Fraxinus excelsior","Oleaceae","Fraxinus","excelsior",0.57,0.0708232617216773,"species",3
"9968","Fraxinus exelsior","Oleaceae","Fraxinus","excelsior",0.57,0.0708232617216773,"species",3
"9969","Fraxinus formosana","Oleaceae","Fraxinus","formosana",0.537848484848485,0.0941339098036177,"genus",11
"9970","Fraxinus insularis","Oleaceae","Fraxinus","insularis",0.537848484848485,0.0941339098036177,"genus",11
"16950","Fraxinus latifolia",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9971","Fraxinus mandschurica","Oleaceae","Fraxinus","mandshurica",0.551333333333333,0.0708232617216773,"species",3
"9972","Fraxinus mandshurica","Oleaceae","Fraxinus","mandshurica",0.551333333333333,0.0708232617216773,"species",3
"9973","Fraxinus nigra","Oleaceae","Fraxinus","nigra",0.45,0.0708232617216773,"species",1
"17263","Fraxinus ornus",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9974","Fraxinus oxycarpa","Oleaceae","Fraxinus","oxycarpa",0.537848484848485,0.0941339098036177,"genus",11
"9975","Fraxinus pennsylvanica","Oleaceae","Fraxinus","pennsylvanica",0.53,0.0708232617216773,"species",1
"9976","Fraxinus profunda","Oleaceae","Fraxinus","profunda",0.48,0.0708232617216773,"species",1
"9977","Fraxinus quadrangulata","Oleaceae","Fraxinus","quadrangulata",0.53,0.0708232617216773,"species",1
"9978","Fraxinus rhynchophylla","Oleaceae","Fraxinus","rhynchophylla",0.537848484848485,0.0941339098036177,"genus",11
"9979","Fraxinus sieboldiana","Oleaceae","Fraxinus","sieboldiana",0.537848484848485,0.0941339098036177,"genus",11
"9987","Fraxinus sppCAi1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"9989","Fraxinus sppCZ1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"9986","Fraxinus sppGT1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"17894","Fraxinus sppKhaoyai1",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9990","Fraxinus sppMX1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"9985","Fraxinus sppPLiv1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"9988","Fraxinus sppUS1","Oleaceae","Fraxinus",NA,0.537848484848485,0.0941339098036177,"genus",11
"9980","Fraxinus texensis","Oleaceae","Fraxinus","texensis",0.537848484848485,0.0941339098036177,"genus",11
"9981","Fraxinus trifoliata","Oleaceae","Fraxinus","trifoliata",0.537848484848485,0.0941339098036177,"genus",11
"9982","Fraxinus uhdei","Oleaceae","Fraxinus","uhdei",0.537848484848485,0.0941339098036177,"genus",11
"9983","Fraxinus vellerea","Oleaceae","Fraxinus","vellerea",0.537848484848485,0.0941339098036177,"genus",11
"9984","Fraxinus velutina","Oleaceae","Fraxinus","velutina",0.537848484848485,0.0941339098036177,"genus",11
"9991","Freycinetia banksii",NA,"Freycinetia","banksii",0.611246215561075,0.124033048371268,"dataset",20776
"17552","Freycinetia excelsa",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9992","Freycinetia formosana",NA,"Freycinetia","formosana",0.611246215561075,0.124033048371268,"dataset",20776
"9999","Freycinetia heocaledonica",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9993","Freycinetia longispica",NA,"Freycinetia","longispica",0.611246215561075,0.124033048371268,"dataset",20776
"9994","Freycinetia novocaledonica",NA,"Freycinetia","novocaledonica",0.611246215561075,0.124033048371268,"dataset",20776
"9995","Freycinetia sppBaitete1",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10000","Freycinetia sppBaitete2",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10002","Freycinetia sppGenting1",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9996","Freycinetia sppGenting2",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"9997","Freycinetia sppGenting3",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"16951","Freycinetia sppNanjensh1",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"9998","Freycinetia sppNewcaldo1",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10001","Freycinetia sppPalanan1",NA,"Freycinetia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10003","Freziera candicans","Pentaphylacaceae","Freziera","candicans",0.58,0.0941339098036177,"genus",1
"10004","Freziera canescens","Pentaphylacaceae","Freziera","canescens",0.58,0.0708232617216773,"species",1
"10005","Freziera grisebachii","Pentaphylacaceae","Freziera","grisebachii",0.58,0.0941339098036177,"genus",1
"10006","Freziera guatemalensis","Pentaphylacaceae","Freziera","guatemalensis",0.58,0.0941339098036177,"genus",1
"10007","Freziera lanata","Pentaphylacaceae","Freziera","lanata",0.58,0.0941339098036177,"genus",1
"10009","Freziera sppAltodemi1","Pentaphylacaceae","Freziera",NA,0.58,0.0941339098036177,"genus",1
"10012","Freziera sppAntado1","Pentaphylacaceae","Freziera",NA,0.58,0.0941339098036177,"genus",1
"17657","Freziera sppCampano1",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"10008","Freziera sppChorrobl1","Pentaphylacaceae","Freziera",NA,0.58,0.0941339098036177,"genus",1
"10011","Freziera sppFPnet1","Pentaphylacaceae","Freziera",NA,0.58,0.0941339098036177,"genus",1
"10010","Freziera sppRAINFOR1","Pentaphylacaceae","Freziera",NA,0.58,0.0941339098036177,"genus",1
"10013","Friesodielsia engleriana",NA,"Friesodielsia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10014","Friesodielsia sppBakosar1",NA,"Friesodielsia",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10015","Fuchsia ayavacensis","Onagraceae","Fuchsia","ayavacensis",0.696,0.0941339098036177,"genus",1
"10016","Fuchsia denticulata","Onagraceae","Fuchsia","denticulata",0.696,0.0941339098036177,"genus",1
"10017","Fuchsia encliandra","Onagraceae","Fuchsia","encliandra",0.696,0.0941339098036177,"genus",1
"10018","Fuchsia excorticata","Onagraceae","Fuchsia","excorticata",0.696,0.0708232617216773,"species",1
"10019","Fuchsia hybrida","Onagraceae","Fuchsia","hybrida",0.696,0.0941339098036177,"genus",1
"10020","Fuchsia magellanica","Onagraceae","Fuchsia","magellanica",0.696,0.0941339098036177,"genus",1
"10022","Fuchsia sppAltosapa1","Onagraceae","Fuchsia",NA,0.696,0.0941339098036177,"genus",1
"10023","Fuchsia sppBenito1","Onagraceae","Fuchsia",NA,0.696,0.0941339098036177,"genus",1
"10024","Fuchsia sppCarlosbo1","Onagraceae","Fuchsia",NA,0.696,0.0941339098036177,"genus",1
"10025","Fuchsia sppChorrobl1","Onagraceae","Fuchsia",NA,0.696,0.0941339098036177,"genus",1
"10021","Fuchsia sppSabanaru1","Onagraceae","Fuchsia",NA,0.696,0.0941339098036177,"genus",1
"10026","Funtumia africana","Apocynaceae","Funtumia","africana",0.424,0.0708232617216773,"species",3
"10027","Funtumia elastica","Apocynaceae","Funtumia","elastica",0.424,0.0941339098036177,"genus",1
"10028","Funtumia latifolia","Apocynaceae","Funtumia","latifolia",0.424,0.0941339098036177,"genus",1
"10031","Funtumia sppCDi1","Apocynaceae","Funtumia",NA,0.424,0.0941339098036177,"genus",1
"10029","Funtumia sppGA1","Apocynaceae","Funtumia",NA,0.424,0.0941339098036177,"genus",1
"10030","Funtumia sppSL1","Apocynaceae","Funtumia",NA,0.424,0.0941339098036177,"genus",1
"10032","Funtumia sppTEAM1","Apocynaceae","Funtumia",NA,0.424,0.0941339098036177,"genus",1
"10033","Fusaea decurrens","Annonaceae","Fusaea","decurrens",0.742666666666667,0.0941339098036177,"genus",1
"10034","Fusaea longifolia","Annonaceae","Fusaea","longifolia",0.742666666666667,0.0708232617216773,"species",3
"10035","Fusaea peruviana","Annonaceae","Fusaea","peruviana",0.742666666666667,0.0941339098036177,"genus",1
"10036","Fusaea sppBelem1","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10038","Fusaea sppCeroneb11","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10040","Fusaea sppCeroneb21","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10041","Fusaea sppFPnet1","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10042","Fusaea sppPE1","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10039","Fusaea sppRiomanso1","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"10037","Fusaea sppSucusari1","Annonaceae","Fusaea",NA,0.742666666666667,0.0941339098036177,"genus",1
"17634","Fuscospora cliffortioides",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"16988","Fuscospora dubia",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"17635","Fuscospora fusca",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"16989","Fuscospora solandri",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"17636","Fuscospora truncata",NA,"No","suitable",0.611246215561075,0.124033048371268,"dataset",20776
"10043","Fusispermum laxiflorum",NA,"Fusispermum","laxiflorum",0.611246215561075,0.124033048371268,"dataset",20776
"10044","Fusispermum rubrolignosum",NA,"Fusispermum","rubrolignosum",0.611246215561075,0.124033048371268,"dataset",20776
"10045","Gaertnera oblanceolata",NA,"Gaertnera","oblanceolata",0.611246215561075,0.124033048371268,"dataset",20776
"10046","Gaertnera phyllostachya",NA,"Gaertnera","phyllostachya",0.611246215561075,0.124033048371268,"dataset",20776
"10047","Gaertnera psychotrioides",NA,"Gaertnera","psychotrioides",0.611246215561075,0.124033048371268,"dataset",20776
"10050","Gaertnera sppNosymang1",NA,"Gaertnera",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10048","Gaertnera sppPerinet1",NA,"Gaertnera",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10049","Gaertnera sppPerinet2",NA,"Gaertnera",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10051","Gagnebina commersoniana",NA,"Gagnebina","commersoniana",0.611246215561075,0.124033048371268,"dataset",20776
"10052","Gaiadendron punctatum",NA,"Gaiadendron","punctatum",0.611246215561075,0.124033048371268,"dataset",20776
"10053","Gaiadendron sppSabanaru1",NA,"Gaiadendron",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10058","Galaria sppPacific1","Pandaceae","Galearia",NA,0.635,0.0941339098036177,"genus",2
"10054","Galearia celebica","Pandaceae","Galearia","celebica",0.55,0.0708232617216773,"species",1
"10055","Galearia filiformis","Pandaceae","Galearia","filiformis",0.635,0.0941339098036177,"genus",2
"10056","Galearia fulva","Pandaceae","Galearia","fulva",0.635,0.0941339098036177,"genus",2
"10057","Galearia maingayi","Pandaceae","Galearia","maingayi",0.635,0.0941339098036177,"genus",2
"10059","Galearia sppVarirata1","Pandaceae","Galearia",NA,0.635,0.0941339098036177,"genus",2
"10060","Galiniera coffeoides",NA,"Galiniera","coffeoides",0.611246215561075,0.124033048371268,"dataset",20776
"10061","Galiniera saxifraga",NA,"Galiniera","saxifraga",0.611246215561075,0.124033048371268,"dataset",20776
"10062","Galipea ciliata","Rutaceae","Galipea","ciliata",0.997,0.0941339098036177,"genus",1
"10063","Galipea jasminiflora","Rutaceae","Galipea","jasminiflora",0.997,0.0941339098036177,"genus",1
"10064","Galipea laxiflora","Rutaceae","Galipea","laxiflora",0.997,0.0941339098036177,"genus",1
"10065","Galipea longifolia","Rutaceae","Galipea","longifolia",0.997,0.0941339098036177,"genus",1
"10067","Galipea sppRAINFOR1","Rutaceae","Galipea",NA,0.997,0.0941339098036177,"genus",1
"10066","Galipea trifoliata","Rutaceae","Galipea","trifoliata",0.997,0.0941339098036177,"genus",1
"10068","Gallesia integrifolia","Phytolaccaceae","Gallesia","integrifolia",0.51,0.0708232617216773,"species",6
"10069","Gallesia sppPerromue1","Phytolaccaceae","Gallesia",NA,0.51,0.0941339098036177,"genus",1
"10070","Galpinia transvaalica",NA,"Galpinia","transvaalica",0.611246215561075,0.124033048371268,"dataset",20776
"10071","Gambeya africana",NA,"Gambeya","africana",0.611246215561075,0.124033048371268,"dataset",20776
"10072","Gambeya boukokoensis",NA,"Gambeya","boukokoensis",0.611246215561075,0.124033048371268,"dataset",20776
"10073","Gambeya lacourtiana",NA,"Gambeya","lacourtiana",0.611246215561075,0.124033048371268,"dataset",20776
"10075","Gambeya sppFPnet1",NA,"Gambeya",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10074","Gambeya subnuda",NA,"Gambeya","subnuda",0.611246215561075,0.124033048371268,"dataset",20776
"10076","Ganophyllum falcatum","Sapindaceae","Ganophyllum","falcatum",0.705666666666667,0.0708232617216773,"species",3
"10077","Ganophyllum giganteum","Sapindaceae","Ganophyllum","giganteum",0.698,0.0708232617216773,"species",1
"10078","Ganophyllum sppCDi1","Sapindaceae","Ganophyllum",NA,0.701833333333333,0.0941339098036177,"genus",2
"10079","Ganophyllum sppCDi2","Sapindaceae","Ganophyllum",NA,0.701833333333333,0.0941339098036177,"genus",2
"10080","Ganua beccarii",NA,"Ganua","beccarii",0.611246215561075,0.124033048371268,"dataset",20776
"10082","Ganua kingii",NA,"Ganua",NA,0.611246215561075,0.124033048371268,"dataset",20776
"10081","Ganua pierrei",NA,"Ganua","pierrei",0.611246215561075,0.124033048371268,"dataset",20776
"10083","Garcinia acuminata","Clusiaceae","Garcinia","acuminata",0.741621568627451,0.0941339098036177,"genus",51
"10084","Garcinia afzelii","Clusiaceae","Garcinia","afzelii",0.741621568627451,0.0941339098036177,"genus",51
"10085","Garcinia amplexicaulis","Clusiaceae","Garcinia","amplexicaulis",0.741621568627451,0.0941339098036177,"genus",51
"10086","Garcinia aphanophlebia","Clusiaceae","Garcinia","aphanophlebia",0.741621568627451,0.0941339098036177,"genus",51
"10087","Garcinia balansae","Clusiaceae","Garcinia","balansae",0.741621568627451,0.0941339098036177,"genus",51
"10157","Garcinia baulcuna","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10088","Garcinia benthamiana","Clusiaceae","Garcinia","benthamiana",0.741621568627451,0.0941339098036177,"genus",51
"10089","Garcinia blumei","Clusiaceae","Garcinia","blumei",0.741621568627451,0.0941339098036177,"genus",51
"10090","Garcinia brasiliensis","Clusiaceae","Garcinia","brasiliensis",0.741621568627451,0.0941339098036177,"genus",51
"10091","Garcinia buchananii","Clusiaceae","Garcinia","buchananii",0.814,0.0708232617216773,"species",1
"10092","Garcinia chapelieri","Clusiaceae","Garcinia","chapelieri",0.741621568627451,0.0941339098036177,"genus",51
"10093","Garcinia chromocarpa","Clusiaceae","Garcinia","chromocarpa",0.741621568627451,0.0941339098036177,"genus",51
"10156","Garcinia clusia","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10095","Garcinia cola","Clusiaceae","Garcinia","cowa",0.551,0.0708232617216773,"species",1
"10094","Garcinia conrauana","Clusiaceae","Garcinia","conrauana",0.741621568627451,0.0941339098036177,"genus",51
"10096","Garcinia cowa","Clusiaceae","Garcinia","cowa",0.551,0.0708232617216773,"species",1
"10097","Garcinia densiflora","Clusiaceae","Garcinia","densiflora",0.741621568627451,0.0941339098036177,"genus",51
"10098","Garcinia dulcis","Clusiaceae","Garcinia","dulcis",0.715,0.0708232617216773,"species",2
"10099","Garcinia elliotii","Clusiaceae","Garcinia","elliotii",0.741621568627451,0.0941339098036177,"genus",51
"10100","Garcinia epunctata","Clusiaceae","Garcinia","epunctata",0.843,0.0708232617216773,"species",1
"10102","Garcinia eugeniaefolia","Clusiaceae","Garcinia","eugeniifolia",0.741621568627451,0.0941339098036177,"genus",51
"10101","Garcinia eugeniifolia","Clusiaceae","Garcinia","eugeniifolia",0.741621568627451,0.0941339098036177,"genus",51
"10103","Garcinia forbesii","Clusiaceae","Garcinia","forbesii",0.741621568627451,0.0941339098036177,"genus",51
"10104","Garcinia gardneriana","Clusiaceae","Garcinia","gardneriana",0.741621568627451,0.0941339098036177,"genus",51
"10105","Garcinia gnetoides","Clusiaceae","Garcinia","gnetoides",0.741621568627451,0.0941339098036177,"genus",51
"10198","Garcinia hennecartii","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10106","Garcinia hunsteinii","Clusiaceae","Garcinia","hunsteinii",0.895,0.0708232617216773,"species",2
"10107","Garcinia intermedia","Clusiaceae","Garcinia","intermedia",0.6625,0.0708232617216773,"species",2
"10108","Garcinia kingaensis","Clusiaceae","Garcinia","kingaensis",0.741621568627451,0.0941339098036177,"genus",51
"10109","Garcinia kola","Clusiaceae","Garcinia","kola",0.727333333333333,0.0708232617216773,"species",3
"10110","Garcinia lanceifolia","Clusiaceae","Garcinia","lanceifolia",0.741621568627451,0.0941339098036177,"genus",51
"10111","Garcinia lateriflora","Clusiaceae","Garcinia","lateriflora",0.741621568627451,0.0941339098036177,"genus",51
"10112","Garcinia latissima","Clusiaceae","Garcinia","latissima",0.77,0.0708232617216773,"species",1
"10113","Garcinia ledermanii","Clusiaceae","Garcinia","ledermannii",0.741621568627451,0.0941339098036177,"genus",51
"10114","Garcinia lucida","Clusiaceae","Garcinia","lucida",0.741621568627451,0.0941339098036177,"genus",51
"10115","Garcinia macrophylla","Clusiaceae","Garcinia","macrophylla",0.77,0.0708232617216773,"species",2
"10116","Garcinia madruno","Clusiaceae","Garcinia","madruno",0.726666666666667,0.0708232617216773,"species",3
"10117","Garcinia maingayi","Clusiaceae","Garcinia","maingayi",0.741621568627451,0.0941339098036177,"genus",51
"10118","Garcinia malaccensis","Clusiaceae","Garcinia","malaccensis",0.83,0.0708232617216773,"species",1
"10119","Garcinia mannii","Clusiaceae","Garcinia","mannii",0.824,0.0708232617216773,"species",1
"10196","Garcinia marieunii","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10120","Garcinia matsudai","Clusiaceae","Garcinia","matsudai",0.741621568627451,0.0941339098036177,"genus",51
"10121","Garcinia megaphylla","Clusiaceae","Garcinia","megaphylla",0.741621568627451,0.0941339098036177,"genus",51
"10122","Garcinia multiflora","Clusiaceae","Garcinia","multiflora",0.741621568627451,0.0941339098036177,"genus",51
"10123","Garcinia myrtifolia","Clusiaceae","Garcinia","myrtifolia",0.75,0.0708232617216773,"species",1
"10124","Garcinia neglecta","Clusiaceae","Garcinia","neglecta",0.741621568627451,0.0941339098036177,"genus",51
"10125","Garcinia nervosa","Clusiaceae","Garcinia","nervosa",0.785,0.0708232617216773,"species",2
"10126","Garcinia nigrolineata","Clusiaceae","Garcinia","nigrolineata",0.741621568627451,0.0941339098036177,"genus",51
"10127","Garcinia oblongifolia","Clusiaceae","Garcinia","oblongifolia",0.6268,0.0708232617216773,"species",5
"10128","Garcinia oliveri","Clusiaceae","Garcinia","oliveri",0.741621568627451,0.0941339098036177,"genus",51
"10129","Garcinia orthoclada","Clusiaceae","Garcinia","orthoclada",0.741621568627451,0.0941339098036177,"genus",51
"10130","Garcinia ovalifolia","Clusiaceae","Garcinia","ovalifolia",0.741621568627451,0.0941339098036177,"genus",51
"10131","Garcinia parviflora","Clusiaceae","Garcinia","parviflora",0.741621568627451,0.0941339098036177,"genus",51
"10132","Garcinia parvifolia","Clusiaceae","Garcinia","parvifolia",0.435,0.0708232617216773,"species",2
"10133","Garcinia pedunculata","Clusiaceae","Garcinia","pedunculata",0.741621568627451,0.0941339098036177,"genus",51
"10134","Garcinia polyantha","Clusiaceae","Garcinia","polyantha",0.741621568627451,0.0941339098036177,"genus",51
"10135","Garcinia pseudoguttifera","Clusiaceae","Garcinia","pseudoguttifera",0.741621568627451,0.0941339098036177,"genus",51
"10136","Garcinia puat","Clusiaceae","Garcinia","puat",0.741621568627451,0.0941339098036177,"genus",51
"10137","Garcinia punctata","Clusiaceae","Garcinia","punctata",0.824,0.0708232617216773,"species",1
"10138","Garcinia pyrifera","Clusiaceae","Garcinia","pyrifera",0.741621568627451,0.0941339098036177,"genus",51
"10139","Garcinia riparia","Clusiaceae","Garcinia","riparia",0.741621568627451,0.0941339098036177,"genus",51
"10140","Garcinia rostrata","Clusiaceae","Garcinia","rostrata",0.741621568627451,0.0941339098036177,"genus",51
"10141","Garcinia rubra","Clusiaceae","Garcinia","rubra",0.741621568627451,0.0941339098036177,"genus",51
"10142","Garcinia rumiyo","Clusiaceae","Garcinia","rumiyo",0.741621568627451,0.0941339098036177,"genus",51
"10193","Garcinia sandakanensis","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10143","Garcinia scortechinii","Clusiaceae","Garcinia","scortechinii",0.64,0.0708232617216773,"species",1
"10144","Garcinia sessilis","Clusiaceae","Garcinia","sessilis",0.741621568627451,0.0941339098036177,"genus",51
"10145","Garcinia smeathmannii","Clusiaceae","Garcinia","smeathmannii",0.741621568627451,0.0941339098036177,"genus",51
"10213","Garcinia sppAnkarif1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10211","Garcinia sppAntado1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10160","Garcinia sppBOi1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10209","Garcinia sppBaitete1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10168","Garcinia sppBanyong1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10217","Garcinia sppBelinga1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10197","Garcinia sppBilsa1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10203","Garcinia sppCDi1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10195","Garcinia sppCM1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
"10171","Garcinia sppCR1","Clusiaceae","Garcinia",NA,0.741621568627451,0.0941339098036177,"genus",51
