,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.4194581213644901,0.03316750604078896,GridSeach_Model_9_16_90,200,9,16,0.632,90,Classifier.smileRandomForest
