,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.4021727988254106,0.033684300194795604,GridSeach_Model_18_14_90,200,18,14,0.632,90,Classifier.smileRandomForest
