,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.37243044720769464,0.028481672524964842,GridSeach_Model_12_18_90,200,12,18,0.632,90,Classifier.smileRandomForest
