,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.36694923888329534,0.04456799252929387,GridSeach_Model_12_18_90,200,12,18,0.632,90,Classifier.smileRandomForest
