,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.3761566772157039,0.033662235041349076,GridSeach_Model_18_14_80,200,18,14,0.632,80,Classifier.smileRandomForest
