,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.9199868745009215,0.011338912969500115,GridSeach_Model_18_10_90,200,18,10,0.632,90,Classifier.smileRandomForest
