,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.9097886343577268,0.01845089840802664,GridSeach_Model_15_14_70,200,15,14,0.632,70,Classifier.smileRandomForest
