,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.8650881967778927,0.0218900005568971,GridSeach_Model_15_10_90,200,15,10,0.632,90,Classifier.smileRandomForest
