,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.8697607211974961,0.017444129414329223,GridSeach_Model_15_12_90,200,15,12,0.632,90,Classifier.smileRandomForest
