,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.8671935682109406,0.010367465192970379,GridSeach_Model_12_6_90,200,12,6,0.632,90,Classifier.smileRandomForest
