,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.8630318360334318,0.023090535154774657,GridSeach_Model_18_10_90,200,18,10,0.632,90,Classifier.smileRandomForest
