,Present,PresentPotential,AbsolutePotential,PlantedPotential
0,284.9333657793217,329.1789005031689,365.43730170240843,3.38254406121591
1,9.605109911886396,14.999662876801533,26.138328880027053,0.24982764159050558
2,3.751965437639748,6.245064221344672,7.766722615543558,0.17104441971020062
3,53.922453898050904,69.06327936835952,94.51777609288493,2.693805142574879
4,25.30113154133963,32.574769259535856,36.56282877230437,1.2936116826813913
5,52.498387939205934,56.84831035262495,60.49942591951547,3.9535667460819464e-05
6,57.83960319417287,102.4180853270666,149.10494346308008,0.5566431408995594
7,4.860283911444266,6.389274743749775,25.223478081485823,0.040894217697807246
8,2.113577999172995,3.717812275281939,5.291913577997301,0.03465175972818716
9,4.680864623750088,7.462543808603458,12.247762846583383,0.14937887658762203
10,6.519329388046915,7.346677155210983,10.794220445567769,9.641172288622675e-06
11,2.8474039174915293,5.00101638318036,9.893218412577212,0.5545841232138002
12,2.5695289816162625,4.579988078608493,18.013308512488546,0.03526138863478729
13,2.9314254155195827,3.5403378526740776,4.2294896842835525,0.024752076734060626
sum,514.3744319386587,649.3657222062111,825.7207190067475,9.187047708108459
