,Present,PresentPotential,AbsolutePotential,PlantedPotential
0,279.02631459460457,318.21342944934923,350.3226774030712,2.651023929409153
1,12.034079778978317,15.572424166723287,28.05055071475919,0.15928857640117447
2,4.214777802091824,6.345370062109176,8.017725278327248,0.10263904703816105
3,65.47377507007386,75.57093319990206,102.36335779304086,1.1240836918018233
4,32.45075063691928,35.59141010151666,39.357468388794956,0.511290576905813
5,81.50672646454724,96.67263695557783,102.08264406110199,6.791348518851711e-05
6,70.57928558975118,94.83254654070622,148.94009025281375,0.28418530556294647
7,6.385593774516778,8.748487470929183,38.65773399933224,0.055094235568836525
8,3.434364423118093,4.4349446948414295,6.0589305955188655,0.019727232345828582
9,5.840210902281601,8.216219553153438,17.031679804653944,0.07499789576360424
10,8.05740664678243,12.836420342206,20.782852513173296,8.098442611150441e-06
11,5.806925013532901,7.005315795343449,14.210003899529852,0.19550019291427237
12,3.225828543316452,4.979838805571839,43.88716271603558,0.03874576497543555
13,2.634881488956807,3.334866007336273,3.9527919399738844,0.046564239608507814
sum,580.6709207294712,692.3548431452659,923.7156693601269,5.263216700223356
