,Present,PresentPotential,AbsolutePotential,PlantedPotential
0,210.7916647030992,246.36886121835994,269.15887171881445,3.838318879814778
1,7.958983630006023,10.551319324354266,18.15042222603538,0.10638653422857486
2,2.6651146023847168,4.157744133266993,5.334061698820896,0.061289147855214825
3,57.807985411511964,69.57194109362594,93.74319919402497,1.7420842971987531
4,27.542003440221922,31.835146943411274,35.67439068052986,0.6983261286992419
5,82.91328599473691,101.73175985390395,108.38524696893766,8.684995985785448e-05
6,50.16623452465265,65.57548546446058,96.60714395034583,0.22999945783201783
7,6.531886142507143,7.767475101264808,29.82772710026818,0.02152110762842407
8,1.9183012665582497,2.7091018190765164,3.8708356442138125,0.012693906002167098
9,4.535337626864792,5.6783044251258605,10.39571901251843,0.0638235715115166
10,7.276878014951277,10.25625632207296,15.380860387616739,1.0077536503930032e-05
11,4.7441392628525945,5.7798686829605534,12.016930836784375,0.2962331475992106
12,3.1489832363565755,3.9577314562584243,25.69469119149505,0.02119257296734893
13,1.5814628748650819,2.5008452338328784,2.931685065214193,0.058858719142128764
sum,469.58226073156914,568.441841071975,727.1717856756197,7.150824397975739
