"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",20,3,9,100,0.632,"RF_Grid_model_47",0.479039019179545,1
"2",50,3,6,100,0.632,"RF_Grid_model_21",0.385199226481452,2
"3",100,10,9,100,0.632,"RF_Grid_model_14",0.215069776258457,4
"4",10,1,13,100,0.632,"RF_Grid_model_19",0.131151671626587,5
"5",50,5,6,100,0.632,"RF_Grid_model_33",0.223312863210542,6
"6",80,5,6,100,0.632,"RF_Grid_model_35",0.263900188146627,7
"7",10,1,9,100,0.632,"RF_Grid_model_9",0.196426309647092,8
"8",100,3,13,100,0.632,"RF_Grid_model_39",0.207804942557831,10
"9",100,10,9,100,0.632,"RF_Grid_model_20",0.251321135991209,11
"10",50,5,6,100,0.632,"RF_Grid_model_33",0.109268511207244,12
"11",60,3,9,100,0.632,"RF_Grid_model_1",0.250009385065672,13
