"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",40,1,9,100,0.632,"RF_Grid_model_48",0.479975534069018,1
"2",100,3,13,100,0.632,"RF_Grid_model_39",0.389038329012521,2
"3",60,5,13,100,0.632,"RF_Grid_model_28",0.223488565222537,4
"4",100,5,3,100,0.632,"RF_Grid_model_11",0.131164804673979,5
"5",40,3,6,100,0.632,"RF_Grid_model_32",0.202709318116769,6
"6",100,3,9,100,0.632,"RF_Grid_model_15",0.26762911080222,7
"7",30,15,9,100,0.632,"RF_Grid_model_41",0.19717442049657,8
"8",60,3,9,100,0.632,"RF_Grid_model_1",0.21508005323713,10
"9",60,3,9,100,0.632,"RF_Grid_model_1",0.251720674365719,11
"10",100,5,6,100,0.632,"RF_Grid_model_31",0.115832160352568,12
"11",40,5,9,100,0.632,"RF_Grid_model_4",0.250782541099948,13
