"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",70,1,13,100,0.632,"RF_Grid_model_40",0.483945062863377,1
"2",100,3,3,100,0.632,"RF_Grid_model_3",0.392872605597846,2
"3",50,10,13,100,0.632,"RF_Grid_model_20",0.219711002416052,4
"4",70,20,13,100,0.632,"RF_Grid_model_12",0.131528359809761,5
"5",70,5,6,100,0.632,"RF_Grid_model_47",0.196797851426347,6
"6",70,3,6,100,0.632,"RF_Grid_model_18",0.267724018492011,7
"7",30,15,3,100,0.632,"RF_Grid_model_23",0.197456518413574,8
"8",60,1,6,100,0.632,"RF_Grid_model_38",0.232321350409731,10
"9",60,3,13,100,0.632,"RF_Grid_model_5",0.252501928156564,11
"10",80,3,6,100,0.632,"RF_Grid_model_29",0.11183434463019,12
"11",50,3,6,100,0.632,"RF_Grid_model_21",0.251710459060853,13
