"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",10,5,13,100,0.632,"RF_Grid_model_46",0.482932404084922,1
"2",10,1,9,100,0.632,"RF_Grid_model_9",0.389177696093321,2
"3",50,5,9,100,0.632,"RF_Grid_model_18",0.218920953265235,4
"4",10,1,9,100,0.632,"RF_Grid_model_28",0.126379286941039,5
"5",60,5,6,100,0.632,"RF_Grid_model_10",0.214015674579176,6
"6",60,3,9,100,0.632,"RF_Grid_model_1",0.26762911080222,7
"7",60,10,6,100,0.632,"RF_Grid_model_13",0.197192332475633,8
"8",50,3,6,100,0.632,"RF_Grid_model_21",0.219932683248875,10
"9",30,3,9,100,0.632,"RF_Grid_model_29",0.25172475360492,11
"10",60,5,6,100,0.632,"RF_Grid_model_10",0.105994208880882,12
"11",60,5,9,100,0.632,"RF_Grid_model_2",0.250783247649875,13
