"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",100,3,9,100,0.632,"RF_Grid_model_15",0.479216418308541,1
"2",70,3,6,100,0.632,"RF_Grid_model_18",0.385199226481452,2
"3",20,3,13,100,0.632,"RF_Grid_model_29",0.221567394744683,4
"4",10,3,9,100,0.632,"RF_Grid_model_22",0.132280775636884,5
"5",50,5,9,100,0.632,"RF_Grid_model_33",0.209376517121329,6
"6",30,10,3,100,0.632,"RF_Grid_model_8",0.264109615585683,7
"7",100,10,9,100,0.632,"RF_Grid_model_20",0.196915896239272,8
"8",70,1,13,100,0.632,"RF_Grid_model_40",0.212271560387689,10
"9",20,10,9,100,0.632,"RF_Grid_model_37",0.251325025265716,11
"10",100,3,6,100,0.632,"RF_Grid_model_13",0.11075385118577,12
"11",50,3,3,100,0.632,"RF_Grid_model_43",0.250099145580912,13
