"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",30,3,9,100,0.632,"RF_Grid_model_29",0.479222101152011,1
"2",60,3,13,100,0.632,"RF_Grid_model_5",0.389038329012521,2
"3",20,5,13,100,0.632,"RF_Grid_model_41",0.223883635674737,4
"4",100,10,6,100,0.632,"RF_Grid_model_16",0.134087866650599,5
"5",80,5,13,100,0.632,"RF_Grid_model_23",0.208680537993552,6
"6",10,1,9,100,0.632,"RF_Grid_model_9",0.266324993777889,7
"7",60,15,9,100,0.632,"RF_Grid_model_22",0.197165237658179,8
"8",30,3,9,100,0.632,"RF_Grid_model_29",0.21508005323713,10
"9",100,3,3,100,0.632,"RF_Grid_model_3",0.251429987376808,11
"10",30,5,3,100,0.632,"RF_Grid_model_11",0.111285657148931,12
"11",30,5,13,100,0.632,"RF_Grid_model_6",0.250673068672646,13
