"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",30,3,13,100,0.632,"RF_Grid_model_42",0.486016517994872,1
"2",70,1,3,100,0.632,"RF_Grid_model_24",0.403435835853447,2
"3",20,10,13,100,0.632,"RF_Grid_model_17",0.214888484485215,4
"4",50,5,3,100,0.632,"RF_Grid_model_10",0.134629127965424,5
"5",70,3,6,100,0.632,"RF_Grid_model_18",0.188686040609259,6
"6",50,5,3,100,0.632,"RF_Grid_model_10",0.271952568937827,7
"7",30,10,3,100,0.632,"RF_Grid_model_8",0.198507779120388,8
"8",40,1,9,100,0.632,"RF_Grid_model_48",0.235908176251538,10
"9",80,5,6,100,0.632,"RF_Grid_model_35",0.252575884182174,11
"10",70,3,6,100,0.632,"RF_Grid_model_18",0.110481844036192,12
"11",30,3,13,100,0.632,"RF_Grid_model_42",0.252368049174575,13
