"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1",100,3,13,100,0.632,"RF_Grid_model_39",0.486014711328501,1
"2",40,1,3,100,0.632,"RF_Grid_model_33",0.403435835853447,2
"3",50,10,13,100,0.632,"RF_Grid_model_47",0.210910101061847,4
"4",10,3,6,100,0.632,"RF_Grid_model_1",0.140628411822932,5
"5",20,5,6,100,0.632,"RF_Grid_model_9",0.212564906331608,6
"6",10,1,6,100,0.632,"RF_Grid_model_30",0.269576712592524,7
"7",60,10,3,100,0.632,"RF_Grid_model_27",0.19850555278924,8
"8",10,1,9,100,0.632,"RF_Grid_model_9",0.233727158446666,10
"9",50,5,13,100,0.632,"RF_Grid_model_12",0.252525617445208,11
"10",100,3,3,100,0.632,"RF_Grid_model_18",0.119241105597154,12
"11",100,3,13,100,0.632,"RF_Grid_model_39",0.252311917614509,13
