"","binomial"
"13058","Micropholis splendens"
"13059","Micropholis sppAraracua1"
"13060","Micropholis sppBoraceia1"
"13061","Micropholis sppCamorin1"
"13062","Micropholis sppCarajas1"
"13063","Micropholis sppCuzcoama1"
"13064","Micropholis sppFPnet1"
"13065","Micropholis sppGF1"
"13066","Micropholis sppLinhares1"
"13067","Micropholis sppMishws1"
"13068","Micropholis sppMishws2"
"13069","Micropholis sppRAINFOR1"
"13070","Micropholis sppRiomanso1"
"13071","Micropholis sppRiotavar1"
"13072","Micropholis sppSCA1"
"13073","Micropholis sppSaul1"
"13074","Micropholis sppSucusari1"
"13075","Micropholis sppTEAM1"
"13076","Micropholis sppTEAM2"
"13077","Micropholis sppTEAM3"
"13078","Micropholis sppTEAM4"
"13079","Micropholis sppTEAM5"
"13080","Micropholis sppTEAM6"
"13081","Micropholis trunciflora"
"13082","Micropholis venulosa"
"13083","Micropholis williami"
"13084","Micropholis williamii"
"13085","Microtropis fokiensis"
"13086","Microtropis occidentalis"
"13087","Mikania angularis"
"13088","Mikania aristei"
"13089","Mikania banisteriae"
"13090","Mikania guaco"
"13091","Mikania haenkeana"
"13092","Mikania leiostachya"
"13093","Mikania sppAllpahua1"
"13094","Mikania sppAltosapa1"
"13095","Mikania sppAnchicay1"
"13096","Mikania sppBoraceia1"
"13097","Mikania sppCalabate1"
"13098","Mikania sppCamorin1"
"13099","Mikania sppCampano1"
"13100","Mikania sppCampinas1"
"13101","Mikania sppCampinas2"
"13102","Mikania sppCarara1"
"13103","Mikania sppCedral1"
"13104","Mikania sppCerroayp1"
"13105","Mikania sppCerroesp1"
"13106","Mikania sppCerroesp2"
"13107","Mikania sppChirinos1"
"13108","Mikania sppCuangos1"
"13109","Mikania sppCuangos2"
"13110","Mikania sppCuangos3"
"13111","Mikania sppCuevas1"
"13112","Mikania sppCutervo1"
"13113","Mikania sppCutervo2"
"13114","Mikania sppCuyas1"
"13115","Mikania sppFarall1"
"13116","Mikania sppFincam1"
"13117","Mikania sppFincam2"
"13118","Mikania sppFincam3"
"13119","Mikania sppFincam4"
"13120","Mikania sppFincaz1"
"13121","Mikania sppHuamani1"
"13122","Mikania sppHumboldt1"
"13123","Mikania sppIncahuar1"
"13124","Mikania sppIncahuar2"
"13125","Mikania sppJatunsac1"
"13126","Mikania sppJatunsac2"
"13127","Mikania sppJejuimi1"
"13128","Mikania sppKennedy1"
"13129","Mikania sppLaplanad1"
"13130","Mikania sppLaplanad2"
"13131","Mikania sppMaquipuc1"
"13132","Mikania sppMaquipuc2"
"13133","Mikania sppMiazi1"
"13134","Mikania sppMiazi2"
"13135","Mikania sppMurri1"
"13136","Mikania sppPasochoa1"
"13137","Mikania sppPasochoa2"
"13138","Mikania sppRiotavar1"
"13139","Mikania sppRiotavar2"
"13140","Mikania sppSabanaru1"
"13141","Mikania sppSabanaru2"
"13142","Mikania sppSacram1"
"13143","Mikania sppSacram2"
"13144","Mikania sppSietecue1"
"13145","Mikania sppSietecue2"
"13146","Mikania sppTambo1"
"13147","Mikania sppUcumari1"
"13148","Mikania sppVencer1"
"13149","Mikania sppVencer2"
"13150","Mikania sppYanam11"
"13151","Mikania sppYanam21"
"13152","Mikania szyszylowiczii"
"13153","Mikania tonduzii"
"13154","Mikania wulfia"
"13155","Mildbraediodendron sppGHA1"
"13156","Milicia excelsa"
"13157","Milicia regia"
"13158","Militia manii"
"13159","Miliusa balansae"
"13160","Milletia sppPande1"
"13161","Millettia atropurpurea"
"13162","Millettia barteri"
"13163","Millettia comosa"
"13164","Millettia dielsiana"
"13165","Millettia drastica"
"13166","Millettia dura"
"13167","Millettia echthyochtona"
"13168","Millettia elongistyla"
"13169","Millettia elskensi"
"13170","Millettia ferruginea"
"13171","Millettia impressa"
"13172","Millettia lane poolei"
"13173","Millettia lasiantha"
"13174","Millettia laurentii"
"13175","Millettia macrophylla"
"13176","Millettia mannii"
"13177","Millettia puguensis"
"13178","Millettia reticulata"
"13179","Millettia rhodantha"
"13180","Millettia sanagana"
"13181","Millettia sericea"
"13182","Millettia sppFPnet1"
"13183","Millettia sppGA1"
"13184","Millettia sppMtcam1"
"13185","Millettia sppNdakani1"
"13186","Millettia sppNdakani2"
"13187","Millettia sppNdakani3"
"13188","Millettia sppNdakani4"
"13189","Millettia sppNdakani5"
"13190","Millettia sppNdakanni2"
"13191","Millettia sppPalanan1"
"13192","Millettia sppPasoh301"
"13193","Millettia sppPasoh302"
"13194","Millettia sppPasoh401"
"13195","Millettia sppPasoh402"
"13196","Millettia sppPugu1"
"13197","Millingenia sppRiotavar1"
"13198","Mimosa bimucronata"
"13199","Mimosa caesalpiniifolia"
"13200","Mimosa guilandinae"
"13201","Mimosa scabrella"
"13202","Mimosa sppBRi1"
"13203","Mimosa sppBRi2"
"13204","Mimosa sppRAINFOR1"
"13205","Mimosa sppSCA1"
"13206","Mimulopsis arborescens"
"13207","Mimusops elengi"
"13208","Mimusops petiolaris"
"13209","Mimusops sppNosymang1"
"13210","Minquartia guianensis"
"13211","Minquartia sppAraracua1"
"13212","Minquartia sppFPnet1"
"13213","Minquartia sppGF1"
"13214","Mirdbriodendron sppGHA1"
"13215","Mischocarpus fuscescens"
"13216","Mischocarpus pentapetalus"
"13217","Mischocarpus sppGenting1"
"13218","Mitragyna rubrostipulata"
"13219","Mitrephora maingayi"
"13220","Mitrephora polypyrena"
"13221","Moldenhawera blanchetiana"
"13222","Moldenhawera papillanthera"
"13223","Moldenhawera sppSCA1"
"13224","Molinaea arborea"
"13225","Mollia gracilis"
"13226","Mollia lepidota"
"13227","Mollia sppRionegro1"
"13228","Mollinedia argyrogyna"
"13229","Mollinedia blumenaviana"
"13230","Mollinedia boliviensis"
"13231","Mollinedia calodonta"
"13232","Mollinedia caloneura"
"13233","Mollinedia campanulacea"
"13234","Mollinedia caudata"
"13235","Mollinedia clavigera"
"13236","Mollinedia costaricensis"
"13237","Mollinedia darienensis"
"13238","Mollinedia fruticulosa"
"13239","Mollinedia hylophila"
"13240","Mollinedia killipii"
"13241","Mollinedia lamprophylla"
"13242","Mollinedia lanceolata"
"13243","Mollinedia marqueteana"
"13244","Mollinedia marquetiana"
"13245","Mollinedia ovata"
"13246","Mollinedia pinchotiana"
"13247","Mollinedia racemosa"
"13248","Mollinedia schottiana"
"13249","Mollinedia sppBRi1"
"13250","Mollinedia sppBoraceia1"
"13251","Mollinedia sppBoraceia2"
"13252","Mollinedia sppBoraceia3"
"13253","Mollinedia sppBoraceia4"
"13254","Mollinedia sppCampinas1"
"13255","Mollinedia sppCampinas2"
"13256","Mollinedia sppCandamo1"
"13257","Mollinedia sppCandamo2"
"13258","Mollinedia sppCarlosbo1"
"13259","Mollinedia sppCarlosbo2"
"13260","Mollinedia sppCarlosbo3"
"13261","Mollinedia sppCarlosbo4"
"13262","Mollinedia sppCarlosbo5"
"13263","Mollinedia sppCarlosbo6"
"13264","Mollinedia sppCedral1"
"13265","Mollinedia sppConstanc1"
"13266","Mollinedia sppCuangos1"
"13267","Mollinedia sppCuevas1"
"13268","Mollinedia sppFPnet1"
"13269","Mollinedia sppFincam1"
"13270","Mollinedia sppFincaz1"
"13271","Mollinedia sppHumboldt1"
"13272","Mollinedia sppIncahuar1"
"13273","Mollinedia sppIncahuar2"
"13274","Mollinedia sppIncahuar3"
"13275","Mollinedia sppIndiana1"
"13276","Mollinedia sppLinhares1"
"13277","Mollinedia sppMishnfl1"
"13278","Mollinedia sppNangarit1"
"13279","Mollinedia sppPE1"
"13280","Mollinedia sppRAINFOR1"
"13281","Mollinedia sppSCA1"
"13282","Mollinedia sppSacram1"
"13283","Mollinedia sppTEAM1"
"13284","Mollinedia sppYanam11"
"13285","Mollinedia tessmannii"
"13286","Mollinedia tomentosa"
"13287","Mollinedia triflora"
"13288","Mollinedia uleana"
"13289","Mollinedia widgrenii"
"13290","Monanthotaxis laurentii"
"13291","Monanthotaxis sppMtcam1"
"13292","Monanthotaxis sppPande1"
"13293","Monimiaceae sppNC1"
"13294","Monimiaceae sppSCA1"
"13295","Monimiastrum globosum"
"13296","Monina sppMaquipuc1"
"13297","Monnina sppAchupall1"
"13298","Monnina sppAchupall2"
"13299","Monnina sppChirinos1"
"13300","Monnina sppCuyas1"
"13301","Monnina sppFPnet1"
"13302","Monnina sppFarall1"
"13303","Monnina sppFincam1"
"13304","Monnina sppKennedy1"
"13305","Monnina sppLaplanad1"
"13306","Monnina sppSabanaru1"
"13307","Monnina sppSacram1"
"13308","Monnina sppSacram2"
"13309","Monnina sppSietecue1"
"13310","Monnina sppUcumari1"
"13311","Monocarpia marginalis"
"13312","Monocyclanthus vignei"
"13313","Monodora angolensis"
"13314","Monodora brevipes"
"13315","Monodora myristica"
"13316","Monodora sppSLE1"
"13317","Monodora sppTEAM1"
"13318","Monodora tenuifolia"
"13319","Monoporus myrianthus"
"13320","Monopteryx sppFPnet1"
"13321","Monstera dubia"
"13322","Monstera lechleriana"
"13323","Monstera sppAnchicay1"
"13324","Monstera sppBilsa1"
"13325","Monstera sppBilsa2"
"13326","Monstera sppTamboall1"
"13327","Montrouziera cauliflora"
"13328","Montrouziera gabriellae"
"13329","Montrouziera sphaeroidea"
"13330","Moquiniastrum polymorphum"
"13331","Mora excelsa"
"13332","Mora gonggrijpii"
"13333","Mora sppBerbicer1"
"13334","Moraceae sppGF1"
"13335","Moraceae sppIN1"
"13336","Moraceae sppNC1"
"13337","Moraceae sppPacific1"
"13338","Morelia senegalensis"
"13339","Morella cerifera"
"13340","Morella faya"
"13341","Morella pubescens"
"13342","Morinda citrifolia"
"13343","Morinda geminata"
"13344","Morinda latibractea"
"13345","Morinda lucida"
"13346","Morinda pedunculata"
"13347","Morinda sppCentinel1"
"13348","Morinda sppUS1"
"13349","Morinda trimera"
"13350","Moringa oleifera"
"13351","Morisonia americana"
"13352","Morisonia oblongifolia"
"13353","Moronobea coccinea"
"13354","Moronobea esculenta"
"13355","Moronobea sppDucke1"
"13356","Moronobea sppRAINFOR1"
"13357","Mortoniodendron anisophyllum"
"13358","Mortoniodendron guatemalense"
"13359","Mortoniodendron sppCarara1"
"13360","Mortoniodendron sppGT1"
"13361","Mortoniodendron sppRAINFOR1"
"13362","Mortoniodendron sppRanchoqu1"
"13363","Morus insignis"
"13364","Morus laevigata"
"13365","Morus mesozygia"
"13366","Morus nigra"
"13367","Mosannona depressa"
"13368","Mosannona garwoodii"
"13369","Mosannona papillosa"
"13370","Mosannona parva"
"13371","Mosannona raimondii"
"13372","Mosannona sppFPnet1"
"13373","Mosannona sppRAINFOR1"
"13374","Mosannona sppTEAM1"
"13375","Mosquitoxylon jamaicense"
"13376","Mosquitoxylum jamaicense"
"13377","Motandra sppMakokou11"
"13378","Motandra sppMakokou12"
"13379","Motandra sppMakokou21"
"13380","Mouriri acutiflora"
"13381","Mouriri angulicosta"
"13382","Mouriri apiranga"
"13383","Mouriri brachyanthera"
"13384","Mouriri brevipes"
"13385","Mouriri cauliflora"
"13386","Mouriri chamissoana"
"13387","Mouriri collocarpa"
"13388","Mouriri crassifolia"
"13389","Mouriri cyphocarpa"
"13390","Mouriri dimorphandra"
"13391","Mouriri doriana"
"13392","Mouriri duckeana"
"13393","Mouriri duckeanoides"
"13394","Mouriri dumetosa"
"13395","Mouriri glazioviana"
"13396","Mouriri gleasoniana"
"13397","Mouriri grandiflora"
"13398","Mouriri guianensis"
"13399","Mouriri helleri"
"13400","Mouriri huberi"
"13401","Mouriri laxiflora"
"13402","Mouriri micranthera"
"13403","Mouriri myrtifolia"
"13404","Mouriri myrtilloides"
"13405","Mouriri nervosa"
"13406","Mouriri nigra"
"13407","Mouriri oligantha"
"13408","Mouriri peruviana"
"13409","Mouriri regeliana"
"13410","Mouriri sagotiana"
"13411","Mouriri sppAraracua1"
"13412","Mouriri sppBelem1"
"13413","Mouriri sppCamorin1"
"13414","Mouriri sppCarajas1"
"13415","Mouriri sppCochacas1"
"13416","Mouriri sppCuzcoama1"
"13417","Mouriri sppDucke1"
"13418","Mouriri sppFPnet1"
"13419","Mouriri sppGF1"
"13420","Mouriri sppGF2"
"13421","Mouriri sppIndiana1"
"13422","Mouriri sppJatunsac1"
"13423","Mouriri sppJenarohe1"
"13424","Mouriri sppLaraya1"
"13425","Mouriri sppMiazi1"
"13426","Mouriri sppMishnfl1"
"13427","Mouriri sppNuevomun1"
"13428","Mouriri sppNuevomun2"
"13429","Mouriri sppRAINFOR1"
"13430","Mouriri sppRioheath1"
"13431","Mouriri sppRioheath2"
"13432","Mouriri sppRiomanso2"
"13433","Mouriri sppSCA1"
"13434","Mouriri sppSCA2"
"13435","Mouriri sppTEAM1"
"13436","Mouriri sppTahuampa1"
"13437","Mouriri sppTamblat21"
"13438","Mouriri trunciflora"
"13439","Mouriri vernicosa"
"13440","Moutabea aculeata"
"13441","Moutabea gentryi"
"13442","Moutabea guianensis"
"13443","Moutabea longifolia"
"13444","Moutabea sppBelem1"
"13445","Moutabea sppBilsa1"
"13446","Moutabea sppCabezade1"
"13447","Moutabea sppCandamo1"
"13448","Moutabea sppCentinel1"
"13449","Moutabea sppMishnfl1"
"13450","Moutabea sppNangarit1"
"13451","Moutabea sppTahuampa1"
"13452","Mucoa duckei"
"13453","Mucuna mutisiana"
"13454","Muehlenbeckia sppAltosapa1"
"13455","Muehlenbeckia sppKennedy1"
"13456","Muehlenbeckia sppNeusa1"
"13457","Muehlenbeckia sppPasochoa1"
"13458","Muehlenbeckia sppSietecue1"
"13459","Muehlenbeckia tamnifolia"
"13460","Muellera campestris"
"13461","Muellera grazielae"
"13462","Munnozia jussieui"
"13463","Muntigia calabura"
"13464","Muntingia calabura"
"13465","Murraya paniculata"
"13466","Musa maclayi"
"13467","Musa paradisiaca"
"13468","Musa sppIN1"
"13469","Musa sppUS1"
"13470","Musanga cecropioides"
"13471","Mussaenda erectiloba"
"13472","Mussaenda isertiana"
"13473","Mussaenda landolphioides"
"13474","Mussaenda philippica"
"13475","Mussaenda pubescens"
"13476","Mussaenda sericea"
"13477","Mussaenda sppPasoh301"
"13478","Mussaendopsis beccariana"
"13479","Mussatia hyacinthina"
"13480","Mussatia prieurei"
"13481","Mycocarpon sppCandamo1"
"13482","Myodocarpus fraxinifolius"
"13483","Myodocarpus involucratus"
"13484","Myodocarpus pinnatus"
"13485","Myoporum sandwicense"
"13486","Myracrodruon urundeuva"
"13487","Myrceugenia alpigena"
"13488","Myrceugenia bracteosa"
"13489","Myrceugenia campestris"
"13490","Myrceugenia cucullata"
"13491","Myrceugenia euosma"
"13492","Myrceugenia glaucescens"
"13493","Myrceugenia hoehnei"
"13494","Myrceugenia kleinii"
"13495","Myrceugenia mesomischa"
"13496","Myrceugenia miersiana"
"13497","Myrceugenia myrcioides"
"13498","Myrceugenia ovalifolia"
"13499","Myrceugenia ovata"
"13500","Myrceugenia oxysepala"
"13501","Myrceugenia pilotantha"
"13502","Myrceugenia seriatoramosa"
"13503","Myrceugenia sppBRi1"
"13504","Myrceugenia venosa"
"13505","Myrcia acuminata"
"13506","Myrcia acuminatissima"
"13507","Myrcia aethusa"
"13508","Myrcia aliena"
"13509","Myrcia amazonica"
"13510","Myrcia amplexicaulis"
"13511","Myrcia anacardiifolia"
"13512","Myrcia bergiana"
"13513","Myrcia brasiliensis"
"13514","Myrcia citrifolia"
"13515","Myrcia coumeta"
"13516","Myrcia decorticans"
"13517","Myrcia deflexa"
"13518","Myrcia diaphana"
"13519","Myrcia dichrophylla"
"13520","Myrcia eximia"
"13521","Myrcia fallax"
"13522","Myrcia felisberti"
"13523","Myrcia fenestrata"
"13524","Myrcia flagellaris"
"13525","Myrcia floribunda"
"13526","Myrcia follii"
"13527","Myrcia fosteri"
"13528","Myrcia gatunensis"
"13529","Myrcia gigantea"
"13530","Myrcia glabra"
"13531","Myrcia grandis"
"13532","Myrcia guianensis"
"13533","Myrcia hatschbachii"
"13534","Myrcia hebepetala"
"13535","Myrcia heringii"
"13536","Myrcia hirtiflora"
"13537","Myrcia insularis"
"13538","Myrcia isaiana"
"13539","Myrcia lajeana"
"13540","Myrcia laruotteana"
"13541","Myrcia leptoclada"
"13542","Myrcia lineata"
"13543","Myrcia luschnathiana"
"13544","Myrcia magnoliifolia"
"13545","Myrcia minutiflora"
"13546","Myrcia mollis"
"13547","Myrcia multiflora"
"13548","Myrcia oblongata"
"13549","Myrcia obumbrans"
"13550","Myrcia oligantha"
"13551","Myrcia paivae"
"13552","Myrcia paive"
"13553","Myrcia palustris"
"13554","Myrcia pubiflora"
"13555","Myrcia pubipetala"
"13556","Myrcia pulchra"
"13557","Myrcia racemosa"
"13558","Myrcia retorta"
"13559","Myrcia rostrata"
"13560","Myrcia rufipila"
"13561","Myrcia rupicola"
"13562","Myrcia selloi"
"13563","Myrcia servata"
"13564","Myrcia spectabilis"
"13565","Myrcia splendens"
"13566","Myrcia sppAllpahua1"
"13567","Myrcia sppBOi1"
"13568","Myrcia sppBOi2"
"13569","Myrcia sppBOi3"
"13570","Myrcia sppBOi4"
"13571","Myrcia sppBRi1"
"13572","Myrcia sppBRii4"
"13573","Myrcia sppBoraceia1"
"13574","Myrcia sppBoraceia2"
"13575","Myrcia sppCalima1"
"13576","Myrcia sppCampinas1"
"13577","Myrcia sppCarajas1"
"13578","Myrcia sppCarlosbo1"
"13579","Myrcia sppCarlosbo2"
"13580","Myrcia sppCarlosbo3"
"13581","Myrcia sppCarlosbo4"
"13582","Myrcia sppCarlosbo5"
"13583","Myrcia sppCutervo1"
"13584","Myrcia sppFPnet1"
"13585","Myrcia sppGentry1"
"13586","Myrcia sppGentry2"
"13587","Myrcia sppHuamani1"
"13588","Myrcia sppHuamani2"
"13589","Myrcia sppIncahuar1"
"13590","Myrcia sppIncahuar2"
"13591","Myrcia sppIncahuar4"
"13592","Myrcia sppIncahuar5"
"13593","Myrcia sppIncahuar7"
"13594","Myrcia sppIndiana1"
"13595","Myrcia sppIndiana2"
"13596","Myrcia sppIndiana3"
"13597","Myrcia sppJenarohe1"
"13598","Myrcia sppKennedy1"
"13599","Myrcia sppKennedy2"
"13600","Myrcia sppLaplanad1"
"13601","Myrcia sppLinhares1"
"13602","Myrcia sppLinhares2"
"13603","Myrcia sppMadidiri2"
"13604","Myrcia sppManaus1"
"13605","Myrcia sppMaquipuc1"
"13606","Myrcia sppMaquipuc2"
"13607","Myrcia sppMaquipuc3"
"13608","Myrcia sppMiazi1"
"13609","Myrcia sppMishnfl1"
"13610","Myrcia sppMishnfl2"
"13611","Myrcia sppPE1"
"13612","Myrcia sppProviden1"
"13613","Myrcia sppRAINFOR1"
"13614","Myrcia sppRiotavar1"
"13615","Myrcia sppSCA1"
"13616","Myrcia sppSCA2"
"13617","Myrcia sppSCA3"
"13618","Myrcia sppSCA4"
"13619","Myrcia sppSCA5"
"13620","Myrcia sppSCA6"
"13621","Myrcia sppSCA7"
"13622","Myrcia sppSR1"
"13623","Myrcia sppSacram1"
"13624","Myrcia sppSaul1"
"13625","Myrcia sppTEAM1"
"13626","Myrcia sppTEAM2"
"13627","Myrcia sppTEAM3"
"13628","Myrcia sppTahuampa1"
"13629","Myrcia sppTahuampa2"
"13630","Myrcia sppTarapoto1"
"13631","Myrcia sppTutunend1"
"13632","Myrcia sppYanam11"
"13633","Myrcia stigmatosa"
"13634","Myrcia subobliqua"
"13635","Myrcia subsericea"
"13636","Myrcia sylvatica"
"13637","Myrcia tenuifolia"
"13638","Myrcia tenuivenosa"
"13639","Myrcia tijucensis"
"13640","Myrcia tomentosa"
"13641","Myrcia undulata"
"13642","Myrcia venulosa"
"13643","Myrcia vittoriana"
"13644","Myrcianthes fimbriata"
"13645","Myrcianthes fragrans"
"13646","Myrcianthes gigantea"
"13647","Myrcianthes karsteniana"
"13648","Myrcianthes pungens"
"13649","Myrcianthes sppBOi1"
"13650","Myrcianthes sppCerroayp1"
"13651","Myrcianthes sppCerroesp1"
"13652","Myrcianthes sppChirinos1"
"13653","Myrcianthes sppFPnet1"
"13654","Myrcianthes sppLinhares1"
"13655","Myrcianthes sppMaquipuc1"
"13656","Myrcianthes sppRAINFOR1"
"13657","Myrcianthes sppSabanaru1"
"13658","Myrcianthes sppVE1"
"13659","Myrciaria amazonica"
"13660","Myrciaria baporetii"
"13661","Myrciaria cuspidata"
"13662","Myrciaria delicatula"
"13663","Myrciaria floribunda"
"13664","Myrciaria plinioides"
"13665","Myrciaria sppCampinas1"
"13666","Myrciaria sppCarlosbo1"
"13667","Myrciaria sppFPnet1"
"13668","Myrciaria sppIndiana1"
"13669","Myrciaria sppJejuimi1"
"13670","Myrciaria sppJejuimi2"
"13671","Myrciaria sppLinhares1"
"13672","Myrciaria sppMadidi1"
"13673","Myrciaria sppPE1"
"13674","Myrciaria sppPersever1"
"13675","Myrciaria sppPersever2"
"13676","Myrciaria sppRAINFOR1"
"13677","Myrciaria sppSCA1"
"13678","Myrciaria sppTEAM1"
"13679","Myrciaria sppTahuampa1"
"13680","Myrciaria tenella"
"13681","Myrianthus arboreus"
"13682","Myrianthus crysophilla"
"13683","Myrianthus gabonensis"
"13684","Myrianthus holstii"
"13685","Myrianthus libericus"
"13686","Myrianthus preussii"
"13687","Myrianthus serratus"
"13688","Myrianthus sppGA1"
"13689","Myrica javanica"
"13690","Myrica pubescens"
"13691","Myrica rubra"
"13692","Myrica salicifolia"
"13693","Myrica sppAchupall1"
"13694","Myrica sppSietecue1"
"13695","Myriocarpa longipes"
"13696","Myriocarpa sppCueva1"
"13697","Myriocarpa sppCuyas1"
"13698","Myriocarpa sppLagenoa1"
"13699","Myriocarpa stipitata"
"13700","Myriocarpa yzabalensis"
"13701","Myristica castaneifolia"
"13702","Myristica chartacea"
"13703","Myristica cinnamomea"
"13704","Myristica elliptica"
"13705","Myristica fatua"
"13706","Myristica gigantea"
"13707","Myristica gillespieana"
"13708","Myristica globosa"
