Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,user_id
Guibourtia demeusei,Guibourtia demeusei,,1,Accepted,Guibourtia demeusei,(Harms)J.Leonard,Fabaceae,ildis, ,,7774
Guibourtia demeusei,Guibourtia demeusei,,1,Accepted,Guibourtia demeusei,(Harms)J.Leonard,Fabaceae,ildis, ,,7775
Guibourtia demeusei,Guibourtia demeusei,,1,Accepted,Guibourtia demeusei,(Harms)J.Leonard,Fabaceae,ildis, ,,7776
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7777
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7778
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7779
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7780
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7781
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7782
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7783
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7784
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7785
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7786
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7787
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7788
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7789
Guibourtia ehie,Guibourtia ehie,,1,Accepted,Guibourtia ehie,(A.Chev.)J.Leonard,Fabaceae,ildis, ,,7790
Guibourtia hymenaefolia,Guibourtia hymenaefolia,,1,Accepted,Guibourtia hymenaefolia,(Moric.)J.Leonard,Fabaceae,ildis, ,,7791
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7792
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7793
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7794
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7795
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7796
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7797
Guibourtia indet,Guibourtia,,0.9,Accepted,Guibourtia,,Fabaceae,tpl;usda, ,,7798
Guibourtia pellegriniana,Guibourtia pellegriniana,,1,No opinion,,,,tpl, ,,7799
Guibourtia pellegriniana,Guibourtia pellegriniana,,1,No opinion,,,,tpl, ,,7800
Guibourtia pellegriniana,Guibourtia pellegriniana,,1,No opinion,,,,tpl, ,,7801
Guibourtia pellegriniana,Guibourtia pellegriniana,,1,No opinion,,,,tpl, ,,7802
Guibourtia pellegriniana,Guibourtia pellegriniana,,1,No opinion,,,,tpl, ,,7803
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7804
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7805
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7806
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7807
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7808
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7809
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7810
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7811
Guibourtia tessmannii,Guibourtia tessmannii,,1,Accepted,Guibourtia tessmannii,(Harms)J.Leonard,Fabaceae,ildis, ,,7812
Guilfoylia monostylis,Guilfoylia monostylis,,1,Accepted,Guilfoylia monostylis,(Benth.) F.Muell.,Surianaceae,tpl, ,,7813
Guilfoylia monostylis,Guilfoylia monostylis,,1,Accepted,Guilfoylia monostylis,(Benth.) F.Muell.,Surianaceae,tpl, ,,7814
Guioa acutifolia,Guioa acutifolia,,1,Accepted,Guioa acutifolia,Radlk.,Sapindaceae,tpl, ,,7815
Guioa bijuga,Guioa bijuga,,1,Accepted,Guioa bijuga,(Hiern) Radlk.,Sapindaceae,tpl, ,,7816
Guioa diplopetala,Guioa diplopetala,,1,Accepted,Guioa diplopetala,(Hassk.) Radlk.,Sapindaceae,tpl;tropicos, ,,7817
Guioa lasioneura,Guioa lasioneura,,1,Accepted,Guioa lasioneura,Radlk.,Sapindaceae,tpl, ,,7818
Gustavia augusta,Gustavia augusta,,1,Accepted,Gustavia augusta,L.,Lecythidaceae,tpl;tropicos, ,,7819
Gustavia augusta,Gustavia augusta,,1,Accepted,Gustavia augusta,L.,Lecythidaceae,tpl;tropicos, ,,7820
Gustavia brasiliensis,Gustavia brasiliensis,,1,Synonym,Gustavia augusta,L.,Lecythidaceae,tpl, ,,7821
Gustavia elliptica,Gustavia elliptica,,1,Accepted,Gustavia elliptica,S.A.Mori,Lecythidaceae,tpl, ,,7822
Gustavia hexapetala,Gustavia hexapetala,,1,Accepted,Gustavia hexapetala,(Aubl.) Sm.,Lecythidaceae,tpl;tropicos, ,,7823
Gustavia hexapetala,Gustavia hexapetala,,1,Accepted,Gustavia hexapetala,(Aubl.) Sm.,Lecythidaceae,tpl;tropicos, ,,7824
Gustavia hexapetala,Gustavia hexapetala,,1,Accepted,Gustavia hexapetala,(Aubl.) Sm.,Lecythidaceae,tpl;tropicos, ,,7825
Gustavia longifolia,Gustavia longifolia,,1,Accepted,Gustavia longifolia,Poepp. ex O.Berg,Lecythidaceae,tpl, ,,7826
Gustavia macarenensis,Gustavia macarenensis,,1,Accepted,Gustavia macarenensis,Philipson,Lecythidaceae,tpl;tropicos, ,,7827
Gustavia speciosa,Gustavia speciosa,,1,Accepted,Gustavia speciosa,(Kunth) DC.,Lecythidaceae,tpl;tropicos, ,,7828
Gustavia speciosa,Gustavia speciosa,,1,Accepted,Gustavia speciosa,(Kunth) DC.,Lecythidaceae,tpl;tropicos, ,,7829
Gustavia superba,Gustavia superba,,1,Accepted,Gustavia superba,(Kunth) O.Berg,Lecythidaceae,tpl, ,,7830
Gymnacranthera bancana,Gymnacranthera bancana,,1,Accepted,Gymnacranthera bancana,(Miq.) J.Sinclair,Myristicaceae,tpl, ,,7831
Gymnacranthera bancana,Gymnacranthera bancana,,1,Accepted,Gymnacranthera bancana,(Miq.) J.Sinclair,Myristicaceae,tpl, ,,7832
Gymnacranthera contracta,Gymnacranthera contracta,,1,Accepted,Gymnacranthera contracta,Warb.,Myristicaceae,tpl, ,,7833
Gymnacranthera farquhariana,Gymnacranthera farquhariana,,1,Accepted,Gymnacranthera farquhariana,(Hook.f. & Thomson) Warb.,Myristicaceae,tpl, ,,7834
Gymnacranthera farquhariana,Gymnacranthera farquhariana,,1,Accepted,Gymnacranthera farquhariana,(Hook.f. & Thomson) Warb.,Myristicaceae,tpl, ,,7835
Gymnacranthera forbesii,Gymnacranthera forbesii,,1,Accepted,Gymnacranthera forbesii,(King) Warb.,Myristicaceae,tpl, ,,7836
Gymnacranthera forbesii,Gymnacranthera forbesii,,1,Accepted,Gymnacranthera forbesii,(King) Warb.,Myristicaceae,tpl, ,,7837
Gymnacranthera paniculata,Gymnacranthera paniculata,,1,No opinion,,,,tpl, ,,7838
Gymnacranthera zippeliana,Gymnacranthera zippeliana,,1,No opinion,,,,tpl, ,,7839
Gymnanthes lucida,Gymnanthes lucida,,1,Accepted,Gymnanthes lucida,Sw.,Euphorbiaceae,tpl;tropicos;usda, ,,7840
Gymnocladus dioicus,Gymnocladus dioicus,,1,Synonym,Gymnocladus dioica,(L.)K.Koch,Fabaceae,ildis, ,,7841
Gymnostoma rumphianum,Gymnostoma rumphianum,,1,Accepted,Gymnostoma rumphianum,(Miq.) L.A.S.Johnson,Casuarinaceae,tpl, ,,7842
Gynocardia odorata,Gynocardia odorata,,1,Accepted,Gynocardia odorata,R.Br.,Achariaceae,tpl, ,,7843
Gynotroches axillaris,Gynotroches axillaris,,1,Accepted,Gynotroches axillaris,Blume,Rhizophoraceae,tpl;usda, ,,7844
Gynotroches axillaris,Gynotroches axillaris,,1,Accepted,Gynotroches axillaris,Blume,Rhizophoraceae,tpl;usda, ,,7845
Gyranthera caribensis,Gyranthera caribensis,,1,Accepted,Gyranthera caribensis,Pittier,Malvaceae,tpl;tropicos, ,,7846
Gyrocarpus americanus,Gyrocarpus americanus,,1,Accepted,Gyrocarpus americanus,Jacq.,Hernandiaceae,tpl;tropicos, ,,7847
Gyrocarpus americanus,Gyrocarpus americanus,,1,Accepted,Gyrocarpus americanus,Jacq.,Hernandiaceae,tpl;tropicos, ,,7848
Gyrocarpus americanus,Gyrocarpus americanus,,1,Accepted,Gyrocarpus americanus,Jacq.,Hernandiaceae,tpl;tropicos, ,,7849
Gyrocarpus jacquini,Gyrocarpus jacquinii,,0.98,Synonym,Gyrocarpus americanus,Jacq.,Hernandiaceae,tpl, [Ambiguous match] ,,7850
Gyrostemon ramulosus,Gyrostemon ramulosus,,1,Accepted,Gyrostemon ramulosus,Desf.,Gyrostemonaceae,tpl, ,,7851
Haematoxylum brasiletto,Haematoxylum brasiletto,,1,Accepted,Haematoxylum brasiletto,H.Karst.,Fabaceae,ildis, ,,7852
Haematoxylum brasiletto,Haematoxylum brasiletto,,1,Accepted,Haematoxylum brasiletto,H.Karst.,Fabaceae,ildis, ,,7853
Haematoxylum campechianum,Haematoxylum campechianum,,1,Accepted,Haematoxylum campechianum,L.,Fabaceae,ildis;tropicos;usda, ,,7854
Haematoxylum campechianum,Haematoxylum campechianum,,1,Accepted,Haematoxylum campechianum,L.,Fabaceae,ildis;tropicos;usda, ,,7855
Haematoxylum campechianum,Haematoxylum campechianum,,1,Accepted,Haematoxylum campechianum,L.,Fabaceae,ildis;tropicos;usda, ,,7856
Haematoxylum campechianum,Haematoxylum campechianum,,1,Accepted,Haematoxylum campechianum,L.,Fabaceae,ildis;tropicos;usda, ,,7857
Haematoxylum campechianum,Haematoxylum campechianum,,1,Accepted,Haematoxylum campechianum,L.,Fabaceae,ildis;tropicos;usda, ,,7858
Hagenia abyssinica,Hagenia abyssinica,,1,No opinion,,,,tpl, ,,7859
Hakea francisiana,Hakea francisiana,,1,No opinion,Hakea multilineata,Meisn.,Proteaceae,tpl, ,,7860
Hakea leucoptera,Hakea leucoptera,,1,No opinion,,,,tpl, ,,7861
Hakea leucoptera,Hakea leucoptera,,1,No opinion,,,,tpl, ,,7862
Hakea lorea,Hakea lorea,,1,No opinion,,,,tpl, ,,7863
Hakea lorea,Hakea lorea,,1,No opinion,,,,tpl, ,,7864
Hakea lorea,Hakea lorea,,1,No opinion,,,,tpl, ,,7865
Hakea preissii,Hakea preissii,,1,No opinion,,,,tpl, ,,7866
Haldina cordifolia,Haldina cordifolia,,1,Accepted,Haldina cordifolia,(Roxb.) Ridsdale,Rubiaceae,tpl;tropicos, ,,7867
Halesia carolina,Halesia carolina,,1,Accepted,Halesia carolina,L.,Styracaceae,tpl;tropicos;usda, ,,7868
Halfordia drupifera,Halfordia drupifera,,1,No opinion,,,,tpl, ,,7869
Halfordia kendack,Halfordia kendack,,1,No opinion,,,,tpl, ,,7870
Halfordia papuana,Halfordia papuana,,1,No opinion,,,,tpl, ,,7871
Halfordia papuana,Halfordia papuana,,1,No opinion,,,,tpl, ,,7872
Halfordia scleroxyla,Halfordia scleroxyla,,1,No opinion,,,,tpl, ,,7873
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7874
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7875
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7876
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7877
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7878
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7879
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7880
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7881
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7882
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7883
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7884
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7885
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7886
Hallea ledermannii,Hallea ledermannii,,1,Synonym,Fleroya ledermannii,(K.Krause) Y.F.Deng,Rubiaceae,tpl, ,,7887
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7888
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7889
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7890
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7891
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7892
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7893
Hallea stipulosa,Hallea stipulosa,,1,Synonym,Fleroya stipulosa,(DC.) Y.F.Deng,Rubiaceae,tpl, ,,7894
Halleria lucida,Halleria lucida,,1,Accepted,Halleria lucida,L.,Stilbaceae,tpl;tropicos, ,,7895
Hamamelis virginiana,Hamamelis virginiana,,1,Accepted,Hamamelis virginiana,L.,Hamamelidaceae,tpl;tropicos;usda, ,,7896
Hamelia longipes,Hamelia longipes,,1,Accepted,Hamelia longipes,Standl.,Rubiaceae,tpl;tropicos, ,,7897
Hampea appendiculata,Hampea appendiculata,,1,Accepted,Hampea appendiculata,(Donn.Sm.) Standl.,Malvaceae,tpl, ,,7898
Hampea nutricia,Hampea nutricia,,1,Accepted,Hampea nutricia,Fryxell,Malvaceae,tpl;tropicos, ,,7899
Haploclathra paniculata,Haploclathra paniculata,,1,Accepted,Haploclathra paniculata,(Mart.) Benth.,Calophyllaceae,tpl;tropicos, ,,7900
Haplocoelum foliolosum,Haplocoelum foliolosum,,1,Accepted,Haplocoelum foliolosum,(Hiern) Bullock,Sapindaceae,tpl;tropicos, ,,7901
Haplolobus anisander,Haplolobus anisander,,1,No opinion,Santiria anisandra,Lauterb.,Burseraceae,tpl, ,,7902
Haplolobus floribundus,Haplolobus floribundus,,1,Accepted,Haplolobus floribundus,(K.Schum.) H.J.Lam,Burseraceae,tpl, ,,7903
Haplolobus hussonii,Haplolobus hussonii,,1,No opinion,,,,tpl, ,,7904
Haplolobus robustus,Haplolobus robustus,,1,No opinion,,,,tpl, ,,7905
Haplolobus versteeghii,Haplolobus versteeghii,,1,No opinion,,,,tpl, ,,7906
Haplormosia monophylla,Haplormosia monophylla,,1,Accepted,Haplormosia monophylla,(Harms)Harms,Fabaceae,ildis, ,,7907
Haplormosia monophylla,Haplormosia monophylla,,1,Accepted,Haplormosia monophylla,(Harms)Harms,Fabaceae,ildis, ,,7908
Haplormosia monophylla,Haplormosia monophylla,,1,Accepted,Haplormosia monophylla,(Harms)Harms,Fabaceae,ildis, ,,7909
Haplormosia monophylla,Haplormosia monophylla,,1,Accepted,Haplormosia monophylla,(Harms)Harms,Fabaceae,ildis, ,,7910
Haplormosia monophylla,Haplormosia monophylla,,1,Accepted,Haplormosia monophylla,(Harms)Harms,Fabaceae,ildis, ,,7911
Haplostichanthus indet,Haplostichanthus,,0.9,Accepted,Haplostichanthus,,Annonaceae,tpl, ,,7912
Hardwickia binata,Hardwickia binata,,1,Accepted,Hardwickia binata,Roxb.,Fabaceae,ildis, ,,7913
Hardwickia mopane,Hardwickia mopane,,1,Synonym,Copaiba mopane,(J. Kirk ex Benth.) Kuntze,Fabaceae,tpl;tropicos, ,,7914
Hardwickia pinnata,Hardwickia pinnata,,1,Synonym,Kingiodendron pinnatum,(DC.)Harms,Fabaceae,ildis, [Ambiguous match] ,,7915
Harmandia kunstleri,Harmandia kunstleri,,1,No opinion,,,,tpl, ,,7916
Harpullia arborea,Harpullia arborea,,1,Accepted,Harpullia arborea,(Blanco) Radlk.,Sapindaceae,tpl;usda, ,,7917
Harpullia arborea,Harpullia arborea,,1,Accepted,Harpullia arborea,(Blanco) Radlk.,Sapindaceae,tpl;usda, ,,7918
Harpullia confusa,Harpullia confusa,,1,No opinion,Harpullia cupanioides,Roxb.,Sapindaceae,tpl, ,,7919
Harpullia indet,Harpullia,,0.9,Accepted,Harpullia,,Sapindaceae,tpl;usda, ,,7920
Harpullia pendula,Harpullia pendula,,1,Accepted,Harpullia pendula,Planch. ex F. Muell.,Sapindaceae,tpl;tropicos, ,,7921
Harpullia pendula,Harpullia pendula,,1,Accepted,Harpullia pendula,Planch. ex F. Muell.,Sapindaceae,tpl;tropicos, ,,7922
Harrisonia perforata,Harrisonia perforata,,1,Accepted,Harrisonia perforata,(Blanco) Merr.,Rutaceae,tpl;tropicos, ,,7923
Harungana madagascariensis,Harungana madagascariensis,,1,Accepted,Harungana madagascariensis,Lam. ex Poir.,Hypericaceae,tpl;tropicos, ,,7924
Harungana madagascariensis,Harungana madagascariensis,,1,Accepted,Harungana madagascariensis,Lam. ex Poir.,Hypericaceae,tpl;tropicos, ,,7925
Hasseltia floribunda,Hasseltia floribunda,,1,Accepted,Hasseltia floribunda,Kunth,Salicaceae,tpl;tropicos, ,,7926
Hasseltia floribunda,Hasseltia floribunda,,1,Accepted,Hasseltia floribunda,Kunth,Salicaceae,tpl;tropicos, ,,7927
Hebepetalum humiriifolium,Hebepetalum humiriifolium,,1,Accepted,Hebepetalum humiriifolium,(Planch.) Benth.,Linaceae,tropicos, ,,7928
Hebepetalum humiriifolium,Hebepetalum humiriifolium,,1,Accepted,Hebepetalum humiriifolium,(Planch.) Benth.,Linaceae,tropicos, ,,7929
Heberdenia excelsa,Heberdenia excelsa,,1,No opinion,Ardisia excelsa,Aiton,Primulaceae,tpl, ,,7930
Hedycarya arborea,Hedycarya arborea,,1,Accepted,Hedycarya arborea,J.R.Forst. & G.Forst.,Monimiaceae,tpl, ,,7931
Hedycarya loxocarya,Hedycarya loxocarya,,1,No opinion,,,,tpl, ,,7932
Hedyosmum scabrum,Hedyosmum scabrum,,1,Accepted,Hedyosmum scabrum,(Ruiz & Pav.) Solms,Chloranthaceae,tpl;tropicos, ,,7933
Heisteria cauliflora,Heisteria cauliflora,,1,Accepted,Heisteria cauliflora,Sm.,Olacaceae,tpl;tropicos, ,,7934
Heisteria concinna,Heisteria concinna,,1,Accepted,Heisteria concinna,Standl.,Olacaceae,tpl;tropicos, ,,7935
Heisteria densifrons,Heisteria densifrons,,1,Accepted,Heisteria densifrons,Engl.,Olacaceae,tpl;tropicos, ,,7936
Heisteria indet,Heisteria,,0.9,Accepted,Heisteria,,Olacaceae,tpl, ,,7937
Heisteria maytenoides,Heisteria maytenoides,,1,Accepted,Heisteria maytenoides,Spruce ex Engl.,Olacaceae,tpl;tropicos, ,,7938
Heisteria ovata,Heisteria ovata,,1,Accepted,Heisteria ovata,Benth.,Olacaceae,tpl;tropicos, ,,7939
Heisteria pallida,Heisteria pallida,,1,Synonym,Heisteria acuminata,(Humb. & Bonpl.) Engl.,Olacaceae,tpl, ,,7940
Heisteria spruceana,Heisteria spruceana,,1,Accepted,Heisteria spruceana,Engl.,Olacaceae,tpl;tropicos, ,,7941
Helianthostylis sprucei,Helianthostylis sprucei,,1,Accepted,Helianthostylis sprucei,Baill.,Moraceae,tpl;tropicos, ,,7942
Helianthostylis sprucei,Helianthostylis sprucei,,1,Accepted,Helianthostylis sprucei,Baill.,Moraceae,tpl;tropicos, ,,7943
Helicia cochinchinensis,Helicia cochinchinensis,,1,Accepted,Helicia cochinchinensis,Lour.,Proteaceae,tpl;tropicos, ,,7944
Helicia diversifolia,Helicia diversifolia,,1,No opinion,,,,tpl, ,,7945
Helicia diversifolia,Helicia diversifolia,,1,No opinion,,,,tpl, ,,7946
Helicia diversifolia,Helicia diversifolia,,1,No opinion,,,,tpl, ,,7947
Helicia diversifolia,Helicia diversifolia,,1,No opinion,,,,tpl, ,,7948
Helicia erratica,Helicia erratica,,1,Synonym,Helicia nilagirica,Bedd.,Proteaceae,tpl;tropicos, ,,7949
Helicia excelsa,Helicia excelsa,,1,Accepted,Helicia excelsa,(Roxb.) Blume,Proteaceae,tpl, ,,7950
Helicia ferruginea,Helicia ferruginea,,1,No opinion,,,,tpl, ,,7951
Helicia lamingtoniana,Helicia lamingtoniana,,1,No opinion,Hollandaea lamingtoniana,F.M.Bailey,Proteaceae,tpl, ,,7952
Helicia lamingtoniana,Helicia lamingtoniana,,1,No opinion,Hollandaea lamingtoniana,F.M.Bailey,Proteaceae,tpl, ,,7953
Helicia nilagirica,Helicia nilagirica,,1,Accepted,Helicia nilagirica,Bedd.,Proteaceae,tpl;tropicos, ,,7954
Helicia nilagirica,Helicia nilagirica,,1,Accepted,Helicia nilagirica,Bedd.,Proteaceae,tpl;tropicos, ,,7955
Helicia nilagirica,Helicia nilagirica,,1,Accepted,Helicia nilagirica,Bedd.,Proteaceae,tpl;tropicos, ,,7956
Helicia obovatifolia,Helicia obovatifolia,,1,Accepted,Helicia obovatifolia,Merr. & Chun,Proteaceae,tpl;tropicos, ,,7957
Helicia obovatifolia,Helicia obovatifolia,,1,Accepted,Helicia obovatifolia,Merr. & Chun,Proteaceae,tpl;tropicos, ,,7958
Helicia obovatifolia,Helicia obovatifolia,,1,Accepted,Helicia obovatifolia,Merr. & Chun,Proteaceae,tpl;tropicos, ,,7959
Helicia praealta,Helicia praealta,,1,No opinion,Floydia praealta,(F.Muell.) L.A.S.Johnson & B.G.Briggs,Proteaceae,tpl, ,,7960
Helicia praealta,Helicia praealta,,1,No opinion,Floydia praealta,(F.Muell.) L.A.S.Johnson & B.G.Briggs,Proteaceae,tpl, ,,7961
Helicia praealta,Helicia praealta,,1,No opinion,Floydia praealta,(F.Muell.) L.A.S.Johnson & B.G.Briggs,Proteaceae,tpl, ,,7962
Helicia rufescens,Helicia rufescens,,1,No opinion,,,,tpl, ,,7963
Heliciopsis artocarpoides,Heliciopsis artocarpoides,,1,No opinion,Helicia artocarpoides,Elmer,Proteaceae,tpl, ,,7964
Heliciopsis lanceolata,Heliciopsis lanceolata,,1,No opinion,Helicia lanceolata,Koord. & Valeton,Proteaceae,tpl, ,,7965
Heliciopsis lobata,Heliciopsis lobata,,1,Accepted,Heliciopsis lobata,(Merr.) Sleumer,Proteaceae,tpl;tropicos, ,,7966
Helicostylis elegans,Helicostylis elegans,,1,Accepted,Helicostylis elegans,(J.F.Macbr.) C.C.Berg,Moraceae,tpl, ,,7967
Helicostylis pedunculata,Helicostylis pedunculata,,1,Accepted,Helicostylis pedunculata,Benoist,Moraceae,tpl;tropicos, ,,7968
Helicostylis pedunculata,Helicostylis pedunculata,,1,Accepted,Helicostylis pedunculata,Benoist,Moraceae,tpl;tropicos, ,,7969
Helicostylis scabra,Helicostylis scabra,,1,Accepted,Helicostylis scabra,(J.F.Macbr.) C.C.Berg,Moraceae,tpl, ,,7970
Helicostylis scabra,Helicostylis scabra,,1,Accepted,Helicostylis scabra,(J.F.Macbr.) C.C.Berg,Moraceae,tpl, ,,7971
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7972
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7973
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7974
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7975
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7976
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7977
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7978
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7979
Helicostylis tomentosa,Helicostylis tomentosa,,1,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,Moraceae,tpl, ,,7980
Helietta apiculata,Helietta apiculata,,1,Accepted,Helietta apiculata,Benth.,Rutaceae,tpl;tropicos, ,,7981
Helietta apiculata,Helietta apiculata,,1,Accepted,Helietta apiculata,Benth.,Rutaceae,tpl;tropicos, ,,7982
