Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,user_id
Alseodaphne pendulifolia,Alseodaphne pendulifolia,,1,Accepted,Alseodaphne pendulifolia,Gamble,Lauraceae,tpl, ,,849
Alseodaphne semicarpifolia,Alseodaphne semecarpifolia,,0.99,Accepted,Alseodaphne semecarpifolia,Nees,Lauraceae,tpl, ,,850
Alseodaphne umbelliflora,Alseodaphne umbelliflora,,1,No opinion,,,,tpl, ,,851
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,852
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,853
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,854
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,855
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,856
Alstonia actinophylla,Alstonia actinophylla,,1,Accepted,Alstonia actinophylla,(A.Cunn.) K.Schum.,Apocynaceae,tpl, ,,857
Alstonia angustifolia,Alstonia angustifolia,,1,Accepted,Alstonia angustifolia,Wall. ex A.DC.,Apocynaceae,tpl, ,,858
Alstonia angustifolia,Alstonia angustifolia,,1,Accepted,Alstonia angustifolia,Wall. ex A.DC.,Apocynaceae,tpl, ,,859
Alstonia angustifolia,Alstonia angustifolia,,1,Accepted,Alstonia angustifolia,Wall. ex A.DC.,Apocynaceae,tpl, ,,860
Alstonia angustiloba,Alstonia angustiloba,,1,Accepted,Alstonia angustiloba,Miq.,Apocynaceae,tpl, ,,861
Alstonia angustiloba,Alstonia angustiloba,,1,Accepted,Alstonia angustiloba,Miq.,Apocynaceae,tpl, ,,862
Alstonia angustiloba,Alstonia angustiloba,,1,Accepted,Alstonia angustiloba,Miq.,Apocynaceae,tpl, ,,863
Alstonia boonei,Alstonia boonei,,1,Accepted,Alstonia boonei,De Wild.,Apocynaceae,tpl;tropicos, ,,864
Alstonia boonei,Alstonia boonei,,1,Accepted,Alstonia boonei,De Wild.,Apocynaceae,tpl;tropicos, ,,865
Alstonia boonei,Alstonia boonei,,1,Accepted,Alstonia boonei,De Wild.,Apocynaceae,tpl;tropicos, ,,866
Alstonia boonei,Alstonia boonei,,1,Accepted,Alstonia boonei,De Wild.,Apocynaceae,tpl;tropicos, ,,867
Alstonia boonei,Alstonia boonei,,1,Accepted,Alstonia boonei,De Wild.,Apocynaceae,tpl;tropicos, ,,868
Alstonia brassii,Alstonia brassii,,1,Synonym,Alstonia macrophylla,Wall. ex G.Don,Apocynaceae,tpl, ,,869
Alstonia brassii,Alstonia brassii,,1,Synonym,Alstonia macrophylla,Wall. ex G.Don,Apocynaceae,tpl, ,,870
Alstonia calophylla,Alstonia calophylla,,1,Synonym,Alstonia angustiloba,Miq.,Apocynaceae,tpl, ,,871
Alstonia calophylla,Alstonia calophylla,,1,Synonym,Alstonia angustiloba,Miq.,Apocynaceae,tpl, ,,872
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,873
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,874
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,875
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,876
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,877
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,878
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,879
Alstonia congensis,Alstonia congensis,,1,Accepted,Alstonia congensis,Engl.,Apocynaceae,tpl, ,,880
Alstonia constricta,Alstonia constricta,,1,Accepted,Alstonia constricta,F.Muell.,Apocynaceae,tpl, ,,881
Alstonia glaucescens,Alstonia glaucescens,,1,Synonym,Alstonia rostrata,C.E.C.Fisch.,Apocynaceae,tpl, ,,882
Alstonia macrophylla,Alstonia macrophylla,,1,Accepted,Alstonia macrophylla,Wall. ex G.Don,Apocynaceae,tpl, ,,883
Alstonia macrophylla,Alstonia macrophylla,,1,Accepted,Alstonia macrophylla,Wall. ex G.Don,Apocynaceae,tpl, ,,884
Alstonia muelleriana,Alstonia muelleriana,,1,Accepted,Alstonia muelleriana,Domin,Apocynaceae,tpl, ,,885
Alstonia muelleriana,Alstonia muelleriana,,1,Accepted,Alstonia muelleriana,Domin,Apocynaceae,tpl, ,,886
Alstonia muelleriana,Alstonia muelleriana,,1,Accepted,Alstonia muelleriana,Domin,Apocynaceae,tpl, ,,887
Alstonia muelleriana,Alstonia muelleriana,,1,Accepted,Alstonia muelleriana,Domin,Apocynaceae,tpl, ,,888
Alstonia pneumatophora,Alstonia pneumatophora,,1,Accepted,Alstonia pneumatophora,Baker ex Den Berger,Apocynaceae,tpl, ,,889
Alstonia pneumatophora,Alstonia pneumatophora,,1,Accepted,Alstonia pneumatophora,Baker ex Den Berger,Apocynaceae,tpl, ,,890
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,891
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,892
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,893
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,894
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,895
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,896
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,897
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,898
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,899
Alstonia scholaris,Alstonia scholaris,,1,Accepted,Alstonia scholaris,(L.) R. Br.,Apocynaceae,tpl;tropicos, ,,900
Alstonia spatulata,Alstonia spatulata,,1,Accepted,Alstonia spatulata,Blume,Apocynaceae,tpl, ,,901
Alstonia spectabilis,Alstonia spectabilis,,1,Accepted,Alstonia spectabilis,R.Br.,Apocynaceae,tpl, ,,902
Alstonia spectabilis,Alstonia spectabilis,,1,Accepted,Alstonia spectabilis,R.Br.,Apocynaceae,tpl, ,,903
Alstonia spectabilis,Alstonia spectabilis,,1,Accepted,Alstonia spectabilis,R.Br.,Apocynaceae,tpl, ,,904
Alstonia spectabilis,Alstonia spectabilis,,1,Accepted,Alstonia spectabilis,R.Br.,Apocynaceae,tpl, ,,905
Alstonia spectabilis,Alstonia spectabilis,,1,Accepted,Alstonia spectabilis,R.Br.,Apocynaceae,tpl, ,,906
Altingia chinensis,Altingia chinensis,,1,Accepted,Altingia chinensis,(Champ.) Oliv. ex Hance,Altingiaceae,tpl, ,,907
Altingia excelsa,Altingia excelsa,,1,Accepted,Altingia excelsa,Noronha,Altingiaceae,tpl;tropicos, ,,908
Altingia excelsa,Altingia excelsa,,1,Accepted,Altingia excelsa,Noronha,Altingiaceae,tpl;tropicos, ,,909
Altingia obovata,Altingia obovata,,1,Accepted,Altingia obovata,Merr. & Chun,Altingiaceae,tpl;tropicos, ,,910
Altingia obovata,Altingia obovata,,1,Accepted,Altingia obovata,Merr. & Chun,Altingiaceae,tpl;tropicos, ,,911
Altingia obovata,Altingia obovata,,1,Accepted,Altingia obovata,Merr. & Chun,Altingiaceae,tpl;tropicos, ,,912
Altingia obovata,Altingia obovata,,1,Accepted,Altingia obovata,Merr. & Chun,Altingiaceae,tpl;tropicos, ,,913
Altingia yunnanensis,Altingia yunnanensis,,1,Accepted,Altingia yunnanensis,Rehder & E.H.Wilson,Altingiaceae,tpl, ,,914
Altingia yunnanensis,Altingia yunnanensis,,1,Accepted,Altingia yunnanensis,Rehder & E.H.Wilson,Altingiaceae,tpl, ,,915
Alvaradoa amorphoides,Alvaradoa amorphoides,,1,Accepted,Alvaradoa amorphoides,Liebm.,Picramniaceae,tpl;tropicos;usda, ,,916
Amaioua guianensis,Amaioua guianensis,,1,Accepted,Amaioua guianensis,Aubl.,Rubiaceae,tpl;tropicos, ,,917
Amaioua guianensis,Amaioua guianensis,,1,Accepted,Amaioua guianensis,Aubl.,Rubiaceae,tpl;tropicos, ,,918
Amanoa glaucophylla,Amanoa glaucophylla,,1,Accepted,Amanoa glaucophylla,M¨¹ll.Arg.,Phyllanthaceae,tpl, ,,919
Amanoa guianensis,Amanoa guianensis,,1,Accepted,Amanoa guianensis,Aubl.,Phyllanthaceae,tpl;tropicos, ,,920
Amanoa guianensis,Amanoa guianensis,,1,Accepted,Amanoa guianensis,Aubl.,Phyllanthaceae,tpl;tropicos, ,,921
Amanoa guianensis,Amanoa guianensis,,1,Accepted,Amanoa guianensis,Aubl.,Phyllanthaceae,tpl;tropicos, ,,922
Amanoa oblongifolia,Amanoa oblongifolia,,1,Accepted,Amanoa oblongifolia,M¨¹ll.Arg.,Phyllanthaceae,tpl, ,,923
Ambelania acida,Ambelania acida,,1,Accepted,Ambelania acida,Aubl.,Apocynaceae,tpl;tropicos, ,,924
Ambelania acida,Ambelania acida,,1,Accepted,Ambelania acida,Aubl.,Apocynaceae,tpl;tropicos, ,,925
Ambelania acida,Ambelania acida,,1,Accepted,Ambelania acida,Aubl.,Apocynaceae,tpl;tropicos, ,,926
Ambelania quadrangularis,Ambelania quadrangularis,,1,Synonym,Rhigospira quadrangularis,(M¨¹ll.Arg.) Miers,Apocynaceae,tpl, ,,927
Amblygonocarpus andongensis,Amblygonocarpus andongensis,,1,Accepted,Amblygonocarpus andongensis,(Oliv.)Exell & Torre,Fabaceae,ildis, ,,928
Amblygonocarpus andongensis,Amblygonocarpus andongensis,,1,Accepted,Amblygonocarpus andongensis,(Oliv.)Exell & Torre,Fabaceae,ildis, ,,929
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,930
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,931
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,932
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,933
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,934
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,935
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,936
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,937
Amburana cearensis,Amburana cearensis,,1,Accepted,Amburana cearensis,(Allemao)A.C.Sm.,Fabaceae,ildis, ,,938
Amelanchier canadensis,Amelanchier canadensis,,1,Accepted,Amelanchier canadensis,(L.) Medik.,Rosaceae,tpl;tropicos;usda, ,,939
Amentotaxus argotaenia,Amentotaxus argotaenia,,1,Accepted,Amentotaxus argotaenia,(Hance) Pilg.,Taxaceae,tpl;tropicos, ,,940
Amentotaxus argotaenia,Amentotaxus argotaenia,,1,Accepted,Amentotaxus argotaenia,(Hance) Pilg.,Taxaceae,tpl;tropicos, ,,941
Amentotaxus argotaenia,Amentotaxus argotaenia,,1,Accepted,Amentotaxus argotaenia,(Hance) Pilg.,Taxaceae,tpl;tropicos, ,,942
Amentotaxus argotaenia,Amentotaxus argotaenia,,1,Accepted,Amentotaxus argotaenia,(Hance) Pilg.,Taxaceae,tpl;tropicos, ,,943
Amesiodendron chinense,Amesiodendron chinense,,1,Accepted,Amesiodendron chinense,(Merr.) Hu,Sapindaceae,tpl;tropicos, ,,944
Amesiodendron chinense,Amesiodendron chinense,,1,Accepted,Amesiodendron chinense,(Merr.) Hu,Sapindaceae,tpl;tropicos, ,,945
Amherstia nobilis,Amherstia nobilis,,1,Accepted,Amherstia nobilis,Wall.,Fabaceae,ildis;tropicos, ,,946
Amherstia nobilis,Amherstia nobilis,,1,Accepted,Amherstia nobilis,Wall.,Fabaceae,ildis;tropicos, ,,947
Amherstia nobilis,Amherstia nobilis,,1,Accepted,Amherstia nobilis,Wall.,Fabaceae,ildis;tropicos, ,,948
Amomyrtella guili,Amomyrtella guili,,1,Accepted,Amomyrtella guili,(Speg.) Kausel,Myrtaceae,tropicos, ,,949
Ampelocera edentula,Ampelocera edentula,,1,Accepted,Ampelocera edentula,Kuhlm.,Ulmaceae,tpl;tropicos, ,,950
Ampelocera edentula,Ampelocera edentula,,1,Accepted,Ampelocera edentula,Kuhlm.,Ulmaceae,tpl;tropicos, ,,951
Ampelocera hottlei,Ampelocera hottlei,,1,Accepted,Ampelocera hottlei,(Standl.) Standl.,Ulmaceae,tpl;tropicos, ,,952
Ampelocera ruizii,Ampelocera ruizii,,1,Accepted,Ampelocera ruizii,Klotzsch,Ulmaceae,tpl;tropicos, ,,953
Ampelocera ruizii,Ampelocera ruizii,,1,Accepted,Ampelocera ruizii,Klotzsch,Ulmaceae,tpl;tropicos, ,,954
Amphimas ferrugineus,Amphimas ferrugineus,,1,Accepted,Amphimas ferrugineus,Pellegr.,Fabaceae,ildis, ,,955
Amphimas ferrugineus,Amphimas ferrugineus,,1,Accepted,Amphimas ferrugineus,Pellegr.,Fabaceae,ildis, ,,956
Amphimas ferrugineus,Amphimas ferrugineus,,1,Accepted,Amphimas ferrugineus,Pellegr.,Fabaceae,ildis, ,,957
Amphimas ferrugineus,Amphimas ferrugineus,,1,Accepted,Amphimas ferrugineus,Pellegr.,Fabaceae,ildis, ,,958
Amphimas indet,Amphimas,,0.9,No opinion,,,,tpl;ildis, ,,959
Amphimas indet,Amphimas,,0.9,No opinion,,,,tpl;ildis, ,,960
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,961
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,962
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,963
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,964
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,965
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,966
Amphimas pterocarpoides,Amphimas pterocarpoides,,1,Accepted,Amphimas pterocarpoides,Harms,Fabaceae,ildis;tropicos, ,,967
Amphipterygium adstringens,Amphipterygium adstringens,,1,Accepted,Amphipterygium adstringens,(Schltdl.) Standl.,Anacardiaceae,tpl;tropicos, ,,968
Amphirrhox longifolia,Amphirrhox longifolia,,1,Accepted,Amphirrhox longifolia,(A.St.-Hil.) Spreng.,Violaceae,tpl, ,,969
Amphitecna tuxtlensis,Amphitecna tuxtlensis,,1,Accepted,Amphitecna tuxtlensis,A.H.Gentry,Bignoniaceae,tpl, ,,970
Amyris elemifera,Amyris elemifera,,1,Accepted,Amyris elemifera,L.,Rutaceae,tpl;tropicos;usda, ,,971
Amyris simplicifolia,Amyris simplicifolia,,1,Synonym,Amyris ignea,Steyerm.,Rutaceae,tpl, [Ambiguous match] ,,972
Amyxa pluricornis,Amyxa pluricornis,,1,Accepted,Amyxa pluricornis,(Radlk.) Domke,Thymelaeaceae,tpl;tropicos, ,,973
Amyxa pluricornis,Amyxa pluricornis,,1,Accepted,Amyxa pluricornis,(Radlk.) Domke,Thymelaeaceae,tpl;tropicos, ,,974
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,975
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,976
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,977
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,978
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,979
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,980
Anacardium excelsum,Anacardium excelsum,,1,Accepted,Anacardium excelsum,(Bertero ex Kunth) Skeels,Anacardiaceae,tpl, ,,981
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,982
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,983
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,984
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,985
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,986
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,987
Anacardium giganteum,Anacardium giganteum,,1,Accepted,Anacardium giganteum,Hancock ex Engl.,Anacardiaceae,tpl, ,,988
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,989
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,990
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,991
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,992
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,993
Anacardium occidentale,Anacardium occidentale,,1,Accepted,Anacardium occidentale,L.,Anacardiaceae,tpl;tropicos;usda, ,,994
Anacardium parvifolium,Anacardium parvifolium,,1,Accepted,Anacardium parvifolium,Ducke,Anacardiaceae,tpl;tropicos, ,,995
Anacardium parvifolium,Anacardium parvifolium,,1,Accepted,Anacardium parvifolium,Ducke,Anacardiaceae,tpl;tropicos, ,,996
Anacardium parvifolium,Anacardium parvifolium,,1,Accepted,Anacardium parvifolium,Ducke,Anacardiaceae,tpl;tropicos, ,,997
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,998
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,999
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,1000
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,1001
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,1002
Anacardium spruceanum,Anacardium spruceanum,,1,Accepted,Anacardium spruceanum,Benth. ex Engl.,Anacardiaceae,tpl;tropicos, ,,1003
Anacardium tenuifolium,Anacardium tenuifolium,,1,Accepted,Anacardium tenuifolium,Ducke,Anacardiaceae,tpl, ,,1004
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1005
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1006
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1007
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1008
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1009
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1010
Anadenanthera colubrina,Anadenanthera colubrina,,1,Accepted,Anadenanthera colubrina,(Vell.)Brenan,Fabaceae,ildis, ,,1011
Anadenanthera peregrina,Anadenanthera peregrina,,1,Accepted,Anadenanthera peregrina,(L.)Speg.,Fabaceae,ildis, ,,1012
Anadenanthera peregrina,Anadenanthera peregrina,,1,Accepted,Anadenanthera peregrina,(L.)Speg.,Fabaceae,ildis, ,,1013
Anadenanthera peregrina,Anadenanthera peregrina,,1,Accepted,Anadenanthera peregrina,(L.)Speg.,Fabaceae,ildis, ,,1014
Anaxagorea crassipetala,Anaxagorea crassipetala,,1,Accepted,Anaxagorea crassipetala,Hemsl.,Annonaceae,tpl;tropicos, ,,1015
Anaxagorea dolichocarpa,Anaxagorea dolichocarpa,,1,Accepted,Anaxagorea dolichocarpa,Sprague & Sandwith,Annonaceae,tpl;tropicos, ,,1016
Andira anthelmia,Andira anthelmia,,1,No opinion,,,,tpl, ,,1017
Andira anthelmia,Andira anthelmia,,1,No opinion,,,,tpl, ,,1018
Andira coriacea,Andira coriacea,,1,Accepted,Andira coriacea,Pulle,Fabaceae,ildis;tropicos, ,,1019
Andira coriacea,Andira coriacea,,1,Accepted,Andira coriacea,Pulle,Fabaceae,ildis;tropicos, ,,1020
Andira coriacea,Andira coriacea,,1,Accepted,Andira coriacea,Pulle,Fabaceae,ildis;tropicos, ,,1021
Andira coriacea,Andira coriacea,,1,Accepted,Andira coriacea,Pulle,Fabaceae,ildis;tropicos, ,,1022
Andira coriacea,Andira coriacea,,1,Accepted,Andira coriacea,Pulle,Fabaceae,ildis;tropicos, ,,1023
Andira fraxinifolia,Andira fraxinifolia,,1,Accepted,Andira fraxinifolia,Benth.,Fabaceae,ildis;tropicos, ,,1024
Andira indet,Andira,,0.9,Accepted,Andira,,Fabaceae,tpl;usda, ,,1025
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1026
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1027
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1028
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1029
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1030
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1031
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1032
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(Wright)DC.,Fabaceae,ildis, ,,1033
Andira micrantha,Andira micrantha,,1,Accepted,Andira micrantha,Ducke,Fabaceae,ildis;tropicos, ,,1034
Andira parviflora,Andira parviflora,,1,Accepted,Andira parviflora,Ducke,Fabaceae,ildis;tropicos, ,,1035
Andira parviflora,Andira parviflora,,1,Accepted,Andira parviflora,Ducke,Fabaceae,ildis;tropicos, ,,1036
Andira parviflora,Andira parviflora,,1,Accepted,Andira parviflora,Ducke,Fabaceae,ildis;tropicos, ,,1037
Andira parviflora,Andira parviflora,,1,Accepted,Andira parviflora,Ducke,Fabaceae,ildis;tropicos, ,,1038
Andira surinamensis,Andira surinamensis,,1,Accepted,Andira surinamensis,(Bondt)Pulle,Fabaceae,ildis, ,,1039
Andira surinamensis,Andira surinamensis,,1,Accepted,Andira surinamensis,(Bondt)Pulle,Fabaceae,ildis, ,,1040
Andira surinamensis,Andira surinamensis,,1,Accepted,Andira surinamensis,(Bondt)Pulle,Fabaceae,ildis, ,,1041
Andira surinamensis,Andira surinamensis,,1,Accepted,Andira surinamensis,(Bondt)Pulle,Fabaceae,ildis, ,,1042
Andira unifoliolata,Andira unifoliolata,,1,Accepted,Andira unifoliolata,Ducke,Fabaceae,ildis;tropicos, ,,1043
Androstachys johnsonii,Androstachys johnsonii,,1,Accepted,Androstachys johnsonii,Prain,Picrodendraceae,tpl;tropicos, ,,1044
Androstachys johnsonii,Androstachys johnsonii,,1,Accepted,Androstachys johnsonii,Prain,Picrodendraceae,tpl;tropicos, ,,1045
Androstachys johnsonii,Androstachys johnsonii,,1,Accepted,Androstachys johnsonii,Prain,Picrodendraceae,tpl;tropicos, ,,1046
Angophora bakeri,Angophora bakeri,,1,Accepted,Angophora bakeri,C.C.Hall,Myrtaceae,tpl, ,,1047
Angophora costata,Angophora costata,,1,Accepted,Angophora costata,(Gaertn.) Hochr. ex Britten,Myrtaceae,tpl;tropicos, ,,1048
Angophora costata,Angophora costata,,1,Accepted,Angophora costata,(Gaertn.) Hochr. ex Britten,Myrtaceae,tpl;tropicos, ,,1049
Angophora costata,Angophora costata,,1,Accepted,Angophora costata,(Gaertn.) Hochr. ex Britten,Myrtaceae,tpl;tropicos, ,,1050
Angophora floribunda,Angophora floribunda,,1,Accepted,Angophora floribunda,(Sm.) Sweet,Myrtaceae,tpl, ,,1051
Angophora floribunda,Angophora floribunda,,1,Accepted,Angophora floribunda,(Sm.) Sweet,Myrtaceae,tpl, ,,1052
Angophora floribunda,Angophora floribunda,,1,Accepted,Angophora floribunda,(Sm.) Sweet,Myrtaceae,tpl, ,,1053
Angophora subvelutina,Angophora subvelutina,,1,Accepted,Angophora subvelutina,F.Muell.,Myrtaceae,tpl, ,,1054
Angophora woodsiana,Angophora woodsiana,,1,Accepted,Angophora woodsiana,F.M.Bailey,Myrtaceae,tpl, ,,1055
Angophora woodsiana,Angophora woodsiana,,1,Accepted,Angophora woodsiana,F.M.Bailey,Myrtaceae,tpl, ,,1056
