"","ID_AE","Latitude","Longitude","Family","Genus","Species","Ecoregion_WWF","Veg_Component"
"1454",37399,33.7952,-84.4316,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1455",37399,33.3415,-83.3278,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1456",37399,32.8901,-83.0314,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1457",37399,34.0847,-85.3184,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1458",37399,36.815,-78.9759,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1459",37399,32.9709,-82.6339,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1460",37399,34.6416,-81.7177,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1461",37399,34.3924,-81.2562,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1462",37399,34.8606,-81.364,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1463",37399,35.1806,-81.4988,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1464",37399,35.0425,-80.3973,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1465",37399,37.3068,-79.1376,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1466",37399,33.5031,-82.836,"Juglandaceae","Carya","spp.","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1499",37405,45.0855,-89.3288,"Salicaceae","Populus","tremuloides","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1521",37424,45.375,127.534,"Fagaceae","Quercus","Mongolica Fisch.","Temperate broadleaf and mixed forests","above ground biomass"
"1522",37425,52.25,17.0667,"Pinaceae","Pinus","sylvestris","Temperate broadleaf and mixed forests","Complete tree (aboveground - excluded fruits)"
"1525",37428,38.597626,-80.454903,"Fagaceae","Fagus","grandifolia","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1529",37432,-34.156019,118.74983,"Fabaceae","Acacia","saligna","Mediterranean scrub","Total tree biomass"
"1532",37435,-35.67514722,-71.54296944,"Proteaceae","Gevuina","avellana","Mediterranean scrub","Stem+bark+leaves+branches"
"1550",37445,50.0669,5.3133,"Fagaceae","Fagus","sylvatica","Temperate broadleaf and mixed forests","Complete tree (aboveground - excluded fruits)"
"1565",37457,33.8055,-88.9553,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1566",37457,35.8935,-85.335,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1567",37457,35.1945,-84.7525,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1568",37457,35.1855,-86.3655,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1569",37457,35.1766,-87.4498,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1570",37457,34.6837,-87.5036,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1571",37457,35.1407,-89.2152,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1572",37457,36.8882,-84.5375,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1573",37457,36.8523,-87.8172,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1574",37457,37.2108,-88.2295,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1575",37457,36.7806,-88.2832,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1576",37457,36.7448,-88.803,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1577",37457,33.698,-91.6436,"Altingiaceae","Liquidambar","styraciflua","Temperate coniferous forests","Stem + branches (live)"
"1578",37457,35.9114,-84.2238,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1579",37457,36.8165,-83.6593,"Altingiaceae","Liquidambar","styraciflua","Temperate broadleaf and mixed forests","Stem + branches (live)"
"1593",37463,28.14163,77.32896,"Simaroubaceae","Ailanthus","excelsa","Tropical and subtropical dry broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1602",37471,6.088611,-73.132361,"Rubiaceae","Faramea","flavicans","Tropical and subtropical moist broadleaf forests","Stem+bark+leaves+branches"
"1613",37482,33.2404,-83.5433,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1614",37482,33.3415,-83.0448,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1615",37482,33.4156,-83.6376,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1616",37482,33.6177,-83.3412,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1617",37482,33.6244,-83.6713,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1618",37482,33.5331,-84.4072,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1619",37482,36.0875,-79.178,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1620",37482,36.2155,-78.9153,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1621",37482,36.5119,-78.6054,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1622",37482,33.7952,-84.4316,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1623",37482,33.3415,-83.3278,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1624",37482,32.8901,-83.0314,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1625",37482,34.0847,-85.3184,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1626",37482,36.815,-78.9759,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1627",37482,32.9709,-82.6339,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1628",37482,34.6416,-81.7177,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1629",37482,34.3924,-81.2562,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1630",37482,34.8606,-81.364,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1631",37482,35.1806,-81.4988,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1632",37482,35.0425,-80.3973,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1633",37482,37.3068,-79.1376,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1634",37482,33.5031,-82.836,"Fagaceae","Quercus","prinus","Temperate broadleaf and mixed forests","Whole tree (above stump)"
"1644",37492,NA,NA,"Pinaceae","Pinus","durangensis",NA,"Whole tree (aboveground)"
"1656",37500,-37.8381,147.7582,"Anacardiaceae","Blepharocarya","involucrigera","Temperate broadleaf and mixed forests","Above-ground biomass"
"1657",37500,-35.0485,149.2325,"Anacardiaceae","Blepharocarya","involucrigera","Temperate broadleaf and mixed forests","Above-ground biomass"
"1658",37500,-34.2809,118.182,"Anacardiaceae","Blepharocarya","involucrigera","Mediterranean scrub","Above-ground biomass"
"1659",37500,-36.3958,144.4304,"Anacardiaceae","Blepharocarya","involucrigera","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1660",37500,-36.2447,141.8148,"Anacardiaceae","Blepharocarya","involucrigera","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1661",37500,-35.33545,139.6334,"Anacardiaceae","Blepharocarya","involucrigera","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1662",37500,-33.73,117.325,"Anacardiaceae","Blepharocarya","involucrigera","Mediterranean scrub","Above-ground biomass"
"1701",37524,-7.09,107.67,"Unknown","All","All","Tropical and subtropical moist broadleaf forests","Total tree biomass"
"1703",37526,29.607,119.25,"Pinaceae","Pinus","Massoniana","Temperate broadleaf and mixed forests","total biomass"
"1709",37531,13.5,75.1,"Myrtaceae","Syzygium","utilis","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1710",37531,12.08333,75.7,"Myrtaceae","Syzygium","utilis","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1711",37531,13.25,75.25,"Myrtaceae","Syzygium","utilis","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1712",37531,12.81667,75.6,"Myrtaceae","Syzygium","utilis","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1713",37531,13.51667,75.1,"Myrtaceae","Syzygium","utilis","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1720",37538,40.1934,9.3614,"Fagaceae","Quercus","ilex","Temperate broadleaf and mixed forests","Complete tree (aboveground - excluded fruits)"
"1727",37545,-37.8381,147.7582,"Fabaceae","Acacia","murrayana","Temperate broadleaf and mixed forests","Above-ground biomass"
"1728",37545,-35.0485,149.2325,"Fabaceae","Acacia","murrayana","Temperate broadleaf and mixed forests","Above-ground biomass"
"1729",37545,-34.2809,118.182,"Fabaceae","Acacia","murrayana","Mediterranean scrub","Above-ground biomass"
"1730",37545,-36.3958,144.4304,"Fabaceae","Acacia","murrayana","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1731",37545,-36.2447,141.8148,"Fabaceae","Acacia","murrayana","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1732",37545,-35.33545,139.6334,"Fabaceae","Acacia","murrayana","Temperate grasslands, savannas, and shrublands","Above-ground biomass"
"1733",37545,-33.73,117.325,"Fabaceae","Acacia","murrayana","Mediterranean scrub","Above-ground biomass"
"1749",37558,2.01,99,"Myrtaceae","Eucalyptus","grandis","Tropical and subtropical moist broadleaf forests","Aboveground biomass"
"1769",37570,43.9424,-71.7469,"Fagaceae","Fagus","grandifolia","Temperate broadleaf and mixed forests","Whole tree (aboveground)"
"1772",37573,13.5,75.1,"Burseraceae","Canarium","strictum","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1773",37573,12.08333,75.7,"Burseraceae","Canarium","strictum","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1774",37573,13.25,75.25,"Burseraceae","Canarium","strictum","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1775",37573,12.81667,75.6,"Burseraceae","Canarium","strictum","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1776",37573,13.51667,75.1,"Burseraceae","Canarium","strictum","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1787",37582,25.51258,78.55079,"Fabaceae","Hardwickia","binnata","Tropical and subtropical dry broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1832",37599,24.81151,92.89148,"Poaceae","Bambusa","balcooa","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Stump and Trunk"
"1858",37623,21.85744,88.37174,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1859",37623,22.15911,88.87904,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1860",37623,22.22809,88.84008,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1861",37623,NA,NA,"Acanthaceae","Avicennia","alba",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk"
"1862",37623,NA,NA,"Acanthaceae","Avicennia","alba",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk"
"1863",37623,21.74906,88.09231,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1864",37623,21.66389,88.32872,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1865",37623,21.6824,88.12613,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1866",37623,22.31435,88.6582,"Acanthaceae","Avicennia","alba","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1867",37623,21.92512,88.80824,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1868",37624,21.85744,88.37174,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1869",37624,22.15911,88.87904,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1870",37624,22.22809,88.84008,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1871",37624,NA,NA,"Acanthaceae","Avicennia","alba",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk"
"1872",37624,NA,NA,"Acanthaceae","Avicennia","alba",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk"
"1873",37624,21.74906,88.09231,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1874",37624,21.66389,88.32872,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1875",37624,21.6824,88.12613,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1876",37624,22.31435,88.6582,"Acanthaceae","Avicennia","alba","Tropical and subtropical moist broadleaf forests","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1877",37624,21.92512,88.80824,"Acanthaceae","Avicennia","alba","Mangroves","Bark,Branches,Leaves,Roots,Stump and Trunk"
"1893",37634,17.53,120.93,"Fabaceae","Leucaena","leucocephala","Tropical and subtropical dry broadleaf forests","Whole tree weight"
"1894",37635,22.925,-99.097222,"Myrtaceae","Psidium","guajava",NA,"Whole tree (aboveground)"
"1914",37654,4.83776,-73.90108,"Ericaceae","Macleania","rupestris","Montane grasslands","Stem+bark+leaves+branches"
"1916",37656,30.317,117.667,"Altingiaceae","Liquidambar","Formosana Hance","Temperate broadleaf and mixed forests","above ground biomass"
"1938",37659,-16.1,145.4333333,"Apocynaceae","Alstonia","scholaris","Tropical and subtropical moist broadleaf forests","Total above ground"
"1965",37666,4.83776,-73.90108,"Ericaceae","Cavendishia","cordifolia","Montane grasslands","Stem+bark+leaves+branches"
"1972",37673,22.925,-99.097222,"Podocarpaceae","Podocarpus","matudae",NA,"Whole tree (aboveground)"
"1974",37675,22.925,-99.097222,"Meliaceae","Trichilia","havanensis",NA,"Whole tree (aboveground)"
"1979",37680,22.925,-99.097222,"Pinaceae","Pinus","pseudostrobus",NA,"Whole tree (aboveground)"
"1983",37684,22.925,-99.097222,"Theaceae","Ternstroemia","sylvatica",NA,"Whole tree (aboveground)"
"1990",37691,24.456389,-99.898333,"Pinaceae","Pinus","pseudostrobus",NA,"Whole tree (aboveground)"
"2010",37701,19.45,-98.8,"Cupressaceae","Cupressus","lusitanica var. benthamii",NA,"Whole tree (aboveground)"
"2049",37723,41.312521,-101.879768,"Juglandaceae","Carya","spp.","Temperate grasslands, savannas, and shrublands","Whole tree (aboveground)"
"2084",37727,30.0684,-83.3669,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2085",37727,34.1901,-78.2818,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2086",37727,34.8324,-77.345,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2087",37727,35.2406,-77.1309,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2088",37727,36.1506,-76.9703,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2089",37727,30.684,-88.7733,"Fagaceae","Quercus","laurifolia","Temperate coniferous forests","Stem + branches (live)"
"2090",37727,32.3166,-88.0774,"Fagaceae","Quercus","laurifolia","Temperate broadleaf and mixed forests","Stem + branches (live)"
"2091",37727,31.8884,-87.3012,"Fagaceae","Quercus","laurifolia","Temperate broadleaf and mixed forests","Stem + branches (live)"
"2092",37727,31.7278,-88.0774,"Fagaceae","Quercus","laurifolia","Temperate broadleaf and mixed forests","Stem + branches (live)"
