Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,user_id
Canarium album,Canarium album,,1,Accepted,Canarium album,(Lour.) DC.,Burseraceae,tpl, ,,2723
Canarium angulatum,Canarium angulatum,,1,Synonym,Dacryodes incurvata,(Engl.) H.J.Lam,Burseraceae,tpl, ,,2724
Canarium apertum,Canarium apertum,,1,Accepted,Canarium apertum,H.J.Lam,Burseraceae,tpl, ,,2725
Canarium bengalense,Canarium bengalense,,1,Accepted,Canarium bengalense,Roxb.,Burseraceae,tpl;tropicos, ,,2726
Canarium boivinii,Canarium boivinii,,1,Synonym,Canarium madagascariense,Engl.,Burseraceae,tpl;tropicos, ,,2727
Canarium calophyllum,Canarium calophyllum,,1,Synonym,Canarium asperum,Benth.,Burseraceae,tpl, ,,2728
Canarium denticulatum,Canarium denticulatum,,1,Accepted,Canarium denticulatum,Blume,Burseraceae,tpl, ,,2729
Canarium gracile,Canarium gracile,,1,Accepted,Canarium gracile,Engl.,Burseraceae,tpl, ,,2730
Canarium hirsutum,Canarium hirsutum,,1,Accepted,Canarium hirsutum,Willd.,Burseraceae,tpl, ,,2731
Canarium indicum,Canarium indicum,,1,Accepted,Canarium indicum,L.,Burseraceae,tpl;usda, ,,2732
Canarium lamii,Canarium lamii,,1,Accepted,Canarium lamii,Leenh.,Burseraceae,tpl, [Ambiguous match] ,,2733
Canarium littorale,Canarium littorale,,1,Accepted,Canarium littorale,Blume,Burseraceae,tpl, ,,2734
Canarium luzonicum,Canarium luzonicum,,1,Accepted,Canarium luzonicum,(Blume) A.Gray,Burseraceae,tpl, ,,2735
Canarium madagascariense,Canarium madagascariense,,1,Accepted,Canarium madagascariense,Engl.,Burseraceae,tpl;tropicos, ,,2736
Canarium mafoa,Canarium mafoa,,1,Synonym,Canarium harveyi,Seem.,Burseraceae,tpl, ,,2737
Canarium megalanthum,Canarium megalanthum,,1,Accepted,Canarium megalanthum,Merr.,Burseraceae,tpl, ,,2738
Canarium oleiferum,Canarium oleiferum,,1,Accepted,Canarium oleiferum,Baill.,Burseraceae,tpl, ,,2739
Canarium ovatum,Canarium ovatum,,1,Accepted,Canarium ovatum,Engl.,Burseraceae,tpl;tropicos;usda, ,,2740
Canarium paniculatum,Canarium paniculatum,,1,Accepted,Canarium paniculatum,(Lam.) Benth. ex Engl.,Burseraceae,tpl;tropicos, ,,2741
Canarium patentinervium,Canarium patentinervium,,1,Accepted,Canarium patentinervium,Miq.,Burseraceae,tpl, ,,2742
Canarium pilosum,Canarium pilosum,,1,Accepted,Canarium pilosum,A.W.Benn.,Burseraceae,tpl, ,,2743
Canarium pseudodecumanum,Canarium pseudodecumanum,,1,Accepted,Canarium pseudodecumanum,Hochr.,Burseraceae,tpl, ,,2744
Canarium pseudosumatranum,Canarium pseudosumatranum,,1,Accepted,Canarium pseudosumatranum,Leenh.,Burseraceae,tpl, ,,2745
Canarium rigidum,Canarium rigidum,,1,Accepted,Canarium rigidum,(Blume) Zipp. ex Miq.,Burseraceae,tpl, ,,2746
Canarium salomonense,Canarium solomonense,,0.99,Accepted,Canarium solomonense,B.L.Burtt,Burseraceae,tpl, ,,2747
Canarium schweinfurthii,Canarium schweinfurthii,,1,Accepted,Canarium schweinfurthii,Engl.,Burseraceae,tropicos;usda, ,,2748
Canarium solomonense,Canarium solomonense,,1,Accepted,Canarium solomonense,B.L.Burtt,Burseraceae,tpl, ,,2749
Canarium sppGenting1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2750
Canarium sppNosymang1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2751
Canarium sppPacific1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2752
Canarium sppPalanan1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2753
Canarium sppPalanan2,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2754
Canarium sppTEAM1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2755
Canarium sppTEAM2,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2756
Canarium sppTEAM3,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2757
Canarium sppTEAM4,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2758
Canarium sppVarirata1,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2759
Canarium sppVarirata2,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2760
Canarium sppVarirata3,Canarium,,0.9,Accepted,Canarium,,Burseraceae,tpl, ,,2761
Canarium strictum,Canarium strictum,,1,Accepted,Canarium strictum,Roxb.,Burseraceae,tpl;tropicos;usda, ,,2762
Canarium tramdenum,Canarium tramdenum,,1,Synonym,Canarium pimela,K.D.Koenig,Burseraceae,tpl, ,,2763
Canarium trifoliolatum,Canarium trifoliolatum,,1,Accepted,Canarium trifoliolatum,Engl.,Burseraceae,tpl, ,,2764
Canarium vitiense,Canarium vitiense,,1,Accepted,Canarium vitiense,A.Gray,Burseraceae,tpl, ,,2765
Canarium vulgare,Canarium vulgare,,1,Accepted,Canarium vulgare,Leenh.,Burseraceae,tpl;tropicos, ,,2766
Candolleodendron viridiflora,Candolleodendron,,0.5,No opinion,,,,tpl;ildis, [Partial match] ,,2767
Canella winteriana,Canella winterana,,0.98,Accepted,Canella winterana,(L.) Gaertn.,Canellaceae,tpl;tropicos;usda, ,,2768
Canephora sppNosymang1,Canephora,,0.9,Accepted,Canephora,,Rubiaceae,tpl, ,,2769
Canna indica,Canna indica,,1,Accepted,Canna indica,L.,Cannaceae,tpl;tropicos;usda, ,,2770
Canthium arnoldianum,Canthium arnoldianum,,1,Synonym,Psydrax arnoldiana,(De Wild. & T.Durand) Bridson,Rubiaceae,tpl, ,,2771
Canthium cymigerum,Canthium cymigerum,,1,Synonym,Psydrax cymigera,(Valeton) S.T.Reynolds & R.J.F.Hend.,Rubiaceae,tpl, ,,2772
Canthium dicoccum,Canthium dicoccum,,1,Synonym,Psydrax dicoccos,Gaertn.,Rubiaceae,tpl, ,,2773
Canthium glabrum,Canthium glabrum,,1,Accepted,Canthium glabrum,Blume,Rubiaceae,tpl, ,,2774
Canthium gynochthodes,Canthium gynochthodes,,1,Accepted,Canthium gynochthodes,Baill.,Rubiaceae,tpl;tropicos, ,,2775
Canthium monstrosum,Canthium monstrosum,,1,Accepted,Canthium monstrosum,(A.Rich.) Merr.,Rubiaceae,tpl, ,,2776
Canthium oligocarpum,Canthium oligocarpum,,1,Accepted,Canthium oligocarpum,Hiern,Rubiaceae,tpl, ,,2777
Canthium sppFPnet1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2778
Canthium sppGA1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2779
Canthium sppLR1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2780
Canthium sppMtcam1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2781
Canthium sppMtcam2,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2782
Canthium sppPande1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2783
Canthium sppPerinet1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2784
Canthium sppPerinet2,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2785
Canthium sppPugu1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2786
Canthium sppSL1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2787
Canthium sppTEAM1,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2788
Canthium sppTEAM2,Canthium,,0.9,Accepted,Canthium,,Rubiaceae,tpl, ,,2789
Canthium subcordatum,Canthium subcordatum,,1,Synonym,Psydrax subcordata,(DC.) Bridson,Rubiaceae,tpl;tropicos, ,,2790
Canthium vulgare,Canthium vulgare,,1,Synonym,Psydrax parviflora,(Afzel.) Bridson,Rubiaceae,tpl, ,,2791
Capirona decorticans,Capirona decorticans,,1,Accepted,Capirona decorticans,Spruce,Rubiaceae,tpl;tropicos, ,,2792
Capirona leiophloea,Capirona leiophloea,,1,Synonym,Capirona decorticans,Spruce,Rubiaceae,tpl;tropicos, ,,2793
Capirona sppFPnet1,Capirona,,0.9,Accepted,Capirona,,Rubiaceae,tpl, ,,2794
Capirona sppRAINFOR1,Capirona,,0.9,Accepted,Capirona,,Rubiaceae,tpl, ,,2795
Capirona sppYanam11,Capirona,,0.9,Accepted,Capirona,,Rubiaceae,tpl, ,,2796
Capirona sppYanam21,Capirona,,0.9,Accepted,Capirona,,Rubiaceae,tpl, ,,2797
Capparaceae sppGF1,Capparaceae,,0.9,Accepted,Capparaceae,,,tpl;usda, ,,2798
Capparaceae sppSCA1,Capparaceae,,0.9,Accepted,Capparaceae,,,tpl;usda, ,,2799
Capparidastrum discolor,Capparidastrum discolor,,1,Accepted,Capparidastrum discolor,(Donn.Sm.) Cornejo & Iltis,Capparaceae,tpl, ,,2800
Capparidastrum frondosum,Capparidastrum frondosum,,1,Accepted,Capparidastrum frondosum,(Jacq.) Cornejo & Iltis,Capparaceae,tpl;tropicos, ,,2801
Capparis amplissima,Capparis amplissima,,1,Accepted,Capparis amplissima,Lam.,Capparaceae,tpl;usda, ,,2802
Capparis baduca,Capparis baduca,,1,Invalid,,,,tropicos, ,,2803
Capparis baducca,Capparis baducca,,1,Accepted,Capparis baducca,L.,Capparaceae,tpl;usda, ,,2804
Capparis callophylla,Capparis callophylla,,1,Accepted,Capparis callophylla,Blume,Capparaceae,tpl, ,,2805
Capparis cynophallophora,Capparis cynophallophora,,1,Synonym,Quadrella cynophallophora,(L.) Hutch.,Capparaceae,tpl, ,,2806
Capparis detonsa,Capparis detonsa,,1,Accepted,Capparis detonsa,Triana & Planch.,Capparaceae,tpl;tropicos, ,,2807
Capparis ecuadorica,Capparis ecuadorica,,1,Synonym,Cynophalla ecuadorica,(Iltis) Iltis & Cornejo,Capparaceae,tpl;tropicos, ,,2808
Capparis erythrocarpos,Capparis erythrocarpos,,1,Accepted,Capparis erythrocarpos,Isert,Capparaceae,tpl, ,,2809
Capparis flexuosa,Capparis flexuosa,,1,Synonym,Cynophalla flexuosa,(L.) J.Presl,Capparaceae,tpl, [Ambiguous match] ,,2810
Capparis frondosa,Capparis frondosa,,1,Synonym,Capparidastrum frondosum,(Jacq.) Cornejo & Iltis,Capparaceae,tpl;tropicos, ,,2811
Capparis guaguaensis,Capparis guaguaensis,,1,Synonym,Capparidastrum osmanthum,(Diels) Cornejo & Iltis,Capparaceae,tpl;tropicos, ,,2812
Capparis hastata,Capparis hastata,,1,Synonym,Cynophalla hastata,(Jacq.) J.Presl,Capparaceae,tpl, ,,2813
Capparis indica,Capparis indica,,1,Accepted,Capparis indica,(L.) Druce,Capparaceae,tpl;usda, ,,2814
Capparis lanceolaris,Capparis lanceolaris,,1,Accepted,Capparis lanceolaris,DC.,Capparaceae,tpl;tropicos, ,,2815
Capparis macrophylla,Capparis macrophylla,,1,Synonym,Capparidastrum macrophyllum,(Kunth) Hutch.,Capparaceae,tpl, ,,2816
Capparis odoratissima,Capparis odoratissima,,1,Synonym,Quadrella odoratissima,(Jacq.) Hutch.,Capparaceae,tpl;tropicos, ,,2817
Capparis osmantha,Capparis osmantha,,1,Synonym,Capparidastrum osmanthum,(Diels) Cornejo & Iltis,Capparaceae,tpl;tropicos, ,,2818
Capparis petiolaris,Capparis petiolaris,,1,Synonym,Capparidastrum frondosum,(Jacq.) Cornejo & Iltis,Capparaceae,tpl, [Ambiguous match] ,,2819
Capparis pittieri,Capparis pittieri,,1,Accepted,Capparis pittieri,Standl.,Capparaceae,tpl, ,,2820
Capparis prisca,Capparis prisca,,1,Synonym,Capparidastrum petiolare,(Kunth) Hutch.,Capparaceae,tpl, ,,2821
Capparis quina,Capparis quina,,1,Synonym,Capparidastrum quinum,(J.F.Macbr.) Cornejo & Iltis,Capparaceae,tpl, ,,2822
Capparis schunkei,Capparis schunkei,,1,Synonym,Capparis detonsa,Triana & Planch.,Capparaceae,tpl, ,,2823
Capparis sola,Capparis sola,,1,Synonym,Capparidastrum sola,(J.F.Macbr.) Cornejo & Iltis,Capparaceae,tpl, ,,2824
Capparis sppFPnet1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2825
Capparis sppMadidi1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2826
Capparis sppNuevomun1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2827
Capparis sppNuevomun2,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2828
Capparis sppRAINFOR1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2829
Capparis sppRionegro1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2830
Capparis sppRiotavar1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2831
Capparis sppTEAM1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2832
Capparis sppTamboall1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2833
Capparis sppTutunend1,Capparis,,0.9,Accepted,Capparis,,Capparaceae,tpl, ,,2834
Capparis sprucei,Capparis sprucei,,1,Synonym,Capparidastrum sprucei,(Eichler) Hutch.,Capparaceae,tpl;tropicos, ,,2835
Capparis verrucosa,Capparis verrucosa,,1,Synonym,Cynophalla verrucosa,(Jacq.) J.Presl,Capparaceae,tpl, ,,2836
Capsicum sppBRi1,Capsicum,,0.9,Accepted,Capsicum,,Solanaceae,tpl;usda, ,,2837
Capurodendron sppPerinet1,Capurodendron,,0.9,Accepted,Capurodendron,,Sapotaceae,tpl, ,,2838
Caraipa densifolia,Caraipa densifolia,,1,Accepted,Caraipa densifolia,Mart.,Calophyllaceae,tpl;tropicos, ,,2839
Caraipa grandifolia,Caraipa grandifolia,,1,Accepted,Caraipa grandifolia,Mart.,Calophyllaceae,tpl;tropicos, ,,2840
Caraipa heterocarpa,Caraipa heterocarpa,,1,Accepted,Caraipa heterocarpa,Ducke,Calophyllaceae,tpl;tropicos, ,,2841
Caraipa jaramilloi,Caraipa jaramilloi,,1,Accepted,Caraipa jaramilloi,R.V¨¢squez,Calophyllaceae,tpl, ,,2842
Caraipa myrcioides,Caraipa myrcioides,,1,Accepted,Caraipa myrcioides,Ducke,Calophyllaceae,tpl;tropicos, ,,2843
Caraipa parvifolia,Caraipa parvifolia,,1,Accepted,Caraipa parvifolia,Aubl.,Calophyllaceae,tpl;tropicos, ,,2844
Caraipa punctulata,Caraipa punctulata,,1,Accepted,Caraipa punctulata,Ducke,Calophyllaceae,tpl;tropicos, ,,2845
Caraipa racemosa,Caraipa racemosa,,1,Accepted,Caraipa racemosa,Cambess.,Calophyllaceae,tpl;tropicos, ,,2846
Caraipa rodriguesii,Caraipa rodriguesii,,1,Accepted,Caraipa rodriguesii,Paula,Calophyllaceae,tpl;tropicos, ,,2847
Caraipa sppCabezade1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2848
Caraipa sppCarajas1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2849
Caraipa sppCeroneb21,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2850
Caraipa sppFPnet1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2851
Caraipa sppGF1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2852
Caraipa sppPE1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2853
Caraipa sppRAINFOR1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2854
Caraipa sppSCA1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2855
Caraipa sppTEAM1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2856
Caraipa sppTEAM2,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2857
Caraipa sppTamboall1,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2858
Caraipa sppYanam21,Caraipa,,0.9,Accepted,Caraipa,,Calophyllaceae,tpl, ,,2859
Caraipa tereticaulis,Caraipa tereticaulis,,1,Accepted,Caraipa tereticaulis,Tul.,Calophyllaceae,tpl;tropicos, ,,2860
Caraipa utilis,Caraipa utilis,,1,Accepted,Caraipa utilis,R.V¨¢squez,Calophyllaceae,tpl, ,,2861
Caraipa valioi,Caraipa valioi,,1,Accepted,Caraipa valioi,Paula,Calophyllaceae,tpl;tropicos, ,,2862
Carallia brachiata,Carallia brachiata,,1,Accepted,Carallia brachiata,(Lour.) Merr.,Rhizophoraceae,tpl;tropicos, ,,2863
Carallia bracteosa,Carallia bracteosa,,1,No opinion,,,,tropicos, ,,2864
Carallia macrophylla,Camellia microphylla,,0.9,Synonym,Camellia brevistyla var. microphylla,(Merr.) T.L.Ming,Theaceae,tpl, [Ambiguous match] ,,2865
Carallia sppGenting1,Carallia,,0.9,Accepted,Carallia,,Rhizophoraceae,tpl, ,,2866
Carallia sppGenting2,Carallia,,0.9,Accepted,Carallia,,Rhizophoraceae,tpl, ,,2867
Carallia sppPacific1,Carallia,,0.9,Accepted,Carallia,,Rhizophoraceae,tpl, ,,2868
Carapa dinklagei,Carapa dinklagei,,1,Accepted,Carapa dinklagei,Harms,Meliaceae,tpl, ,,2869
Carapa grandiflora,Carapa grandiflora,,1,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,,2870
Carapa guianensis,Carapa guianensis,,1,Accepted,Carapa guianensis,Aubl.,Meliaceae,tpl;tropicos;usda, ,,2871
Carapa megistocarpa,Carapa megistocarpa,,1,Accepted,Carapa megistocarpa,A.H.Gentry & Dodson,Meliaceae,tpl, ,,2872
Carapa nicaraguensis,Carapa nicaraguensis,,1,Accepted,Carapa nicaraguensis,C.DC.,Meliaceae,tpl, ,,2873
Carapa procera,Carapa procera,,1,Accepted,Carapa procera,DC.,Meliaceae,tpl;tropicos, ,,2874
Carapa sppBanyong1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2875
Carapa sppCM1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2876
Carapa sppFPnet1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2877
Carapa sppGA1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2878
Carapa sppNdakanni1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2879
Carapa sppSR1,Carapa,,0.9,Accepted,Carapa,,Meliaceae,tpl;usda, ,,2880
Carapa surinamensis,Carapa surinamensis,,1,Accepted,Carapa surinamensis,Miq.,Meliaceae,tpl, ,,2881
Carapa zemagoana,Carapa,,0.5,Accepted,Carapa,,Meliaceae,tpl;usda, [Partial match] ,,2882
Cardiopteridaceae sppNC1,Cardiopteridaceae,,0.9,Accepted,Cardiopteridaceae,,,tpl, ,,2883
Careya arborea,Careya arborea,,1,Accepted,Careya arborea,Roxb.,Lecythidaceae,tpl, ,,2884
Carica cauliflora,Carica cauliflora,,1,Synonym,Vasconcellea cauliflora,(Jacq.) A.DC.,Caricaceae,tpl, ,,2885
Carica crassipetala,Carica crassipetala,,1,Accepted,Carica crassipetala,V.M.Badillo,Caricaceae,tpl, ,,2886
Carica microcarpa,Carica microcarpa,,1,Synonym,Vasconcellea microcarpa,(Jacq.) A.DC.,Caricaceae,tpl, ,,2887
Carica papaya,Carica papaya,,1,Accepted,Carica papaya,L.,Caricaceae,tpl;tropicos;usda, ,,2888
Carica quercifolia,Carica quercifolia,,1,Accepted,Carica quercifolia,(A.St.Hil.) Hieron.,Caricaceae,tpl, ,,2889
Carica sppFPnet1,Carica,,0.9,Accepted,Carica,,Caricaceae,tpl;usda, ,,2890
Cariniana decandra,Cariniana decandra,,1,Synonym,Allantoma decandra,"(Ducke) S.A.Mori, Ya Y.Huang & Prance",Lecythidaceae,tpl, ,,2891
Cariniana domestica,Cariniana domestica,,1,Accepted,Cariniana domestica,(Mart.) Miers,Lecythidaceae,tpl;tropicos, ,,2892
Cariniana estrellensis,Cariniana estrellensis,,1,Accepted,Cariniana estrellensis,(Raddi) Kuntze,Lecythidaceae,tpl;tropicos, ,,2893
Cariniana ianeirensis,Cariniana ianeirensis,,1,Accepted,Cariniana ianeirensis,R.Knuth,Lecythidaceae,tpl, ,,2894
Cariniana legalis,Cariniana legalis,,1,Accepted,Cariniana legalis,(Mart.) Kuntze,Lecythidaceae,tpl;tropicos, ,,2895
Cariniana micrantha,Cariniana micrantha,,1,Accepted,Cariniana micrantha,Ducke,Lecythidaceae,tpl;tropicos, ,,2896
Cariniana multiflora,Cariniana multiflora,,1,Synonym,Allantoma pluriflora,"S.A.Mori, Ya Y.Huang & Prance",Lecythidaceae,tpl, ,,2897
Cariniana parvifolia,Cariniana parvifolia,,1,Accepted,Cariniana parvifolia,"S.A.Mori, Prance & Menandro",Lecythidaceae,tpl, ,,2898
Cariniana pyriformis,Cariniana pyriformis,,1,Accepted,Cariniana pyriformis,Miers,Lecythidaceae,tpl;tropicos, ,,2899
Cariniana sppAraracua1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2900
Cariniana sppFPnet1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2901
Cariniana sppMiazi1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2902
Cariniana sppPE1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2903
Cariniana sppRAINFOR1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2904
Cariniana sppRionegro1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2905
Cariniana sppRiotavar1,Cariniana,,0.9,Accepted,Cariniana,,Lecythidaceae,tpl, ,,2906
Cariodendron pseudoorinicensis,Caryodendron,,0.5,Accepted,Caryodendron,,Euphorbiaceae,tpl, [Partial match] ,,2907
Carissa edulis,Carissa edulis,,1,Synonym,Carissa spinarum,L.,Apocynaceae,tpl, ,,2908
Carpinus caroliniana,Carpinus caroliniana,,1,Accepted,Carpinus caroliniana,Walter,Betulaceae,tpl;tropicos;usda, ,,2909
Carpolobia alba,Carpolobia alba,,1,Accepted,Carpolobia alba,G.Don,Polygalaceae,tpl, ,,2910
Carpolobia lutea,Carpolobia lutea,,1,Accepted,Carpolobia lutea,G.Don,Polygalaceae,tpl, ,,2911
Carpotroche brasiliensis,Carpotroche brasiliensis,,1,Accepted,Carpotroche brasiliensis,(Raddi) A.Gray,Achariaceae,tpl, ,,2912
Carpotroche crispidentata,Carpotroche crispidentata,,1,Accepted,Carpotroche crispidentata,Ducke,Achariaceae,tpl;tropicos, ,,2913
Carpotroche longifolia,Carpotroche longifolia,,1,Accepted,Carpotroche longifolia,(Poepp.) Benth.,Achariaceae,tpl;tropicos, ,,2914
Carpotroche platyptera,Carpotroche platyptera,,1,Accepted,Carpotroche platyptera,Pittier,Achariaceae,tpl;tropicos, ,,2915
Carpotroche ramosii,Carpotroche ramosii,,1,Accepted,Carpotroche ramosii,(Cuatrec.) Cuatrec.,Achariaceae,tpl;tropicos, ,,2916
Carpotroche sppRanchoqu1,Carpotroche,,0.9,Accepted,Carpotroche,,Achariaceae,tpl, ,,2917
Carpotroche sppRiotavar1,Carpotroche,,0.9,Accepted,Carpotroche,,Achariaceae,tpl, ,,2918
Caryocar amygdaliferum,Caryocar amygdaliferum,,1,Accepted,Caryocar amygdaliferum,Mutis ex Cav.,Caryocaraceae,tpl, ,,2919
Caryocar amygdaliforme,Caryocar amygdaliforme,,1,Accepted,Caryocar amygdaliforme,G.Don,Caryocaraceae,tpl, ,,2920
Caryocar costaricense,Caryocar costaricense,,1,Accepted,Caryocar costaricense,Donn.Sm.,Caryocaraceae,tpl, ,,2921
Caryocar edule,Caryocar edule,,1,Accepted,Caryocar edule,Casar.,Caryocaraceae,tpl;tropicos, ,,2922
Caryocar glabrum,Caryocar glabrum,,1,Accepted,Caryocar glabrum,(Aubl.) Pers.,Caryocaraceae,tpl;tropicos, ,,2923
Caryocar harlingii,Caryocar harlingii,,1,Accepted,Caryocar harlingii,Prance & Encarn.,Caryocaraceae,tpl;tropicos, ,,2924
Caryocar microcarpum,Caryocar microcarpum,,1,Accepted,Caryocar microcarpum,Ducke,Caryocaraceae,tpl;tropicos, ,,2925
Caryocar nuciferum,Caryocar nuciferum,,1,Accepted,Caryocar nuciferum,L.,Caryocaraceae,tpl;tropicos;usda, ,,2926
Caryocar pallidum,Caryocar pallidum,,1,Accepted,Caryocar pallidum,A.C.Sm.,Caryocaraceae,tpl, ,,2927
Caryocar sppBOi1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2928
Caryocar sppBelem1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2929
Caryocar sppFPnet1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2930
Caryocar sppIncahuar1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2931
Caryocar sppJenarohe1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2932
Caryocar sppRanchoqu1,Caryocar,,0.9,Accepted,Caryocar,,Caryocaraceae,tpl;usda, ,,2933
Caryocar villosum,Caryocar villosum,,1,Accepted,Caryocar villosum,(Aubl.) Pers.,Caryocaraceae,tpl;tropicos, ,,2934
Caryodaphnopsis fosteri,Caryodaphnopsis fosteri,,1,Accepted,Caryodaphnopsis fosteri,van der Werff,Lauraceae,tpl;tropicos, ,,2935
Caryodaphnopsis inaequalis,Caryodaphnopsis inaequalis,,1,Accepted,Caryodaphnopsis inaequalis,(A.C.Sm.) van der Werff & H.G.Richt.,Lauraceae,tpl, ,,2936
Caryodaphnopsis sppGentry1,Caryodaphnopsis,,0.9,Accepted,Caryodaphnopsis,,Lauraceae,tpl, ,,2937
Caryodaphnopsis sppIndiana1,Caryodaphnopsis,,0.9,Accepted,Caryodaphnopsis,,Lauraceae,tpl, ,,2938
Caryodaphnopsis sppTEAM1,Caryodaphnopsis,,0.9,Accepted,Caryodaphnopsis,,Lauraceae,tpl, ,,2939
Caryodaphnopsis tomentosa,Caryodaphnopsis tomentosa,,1,Accepted,Caryodaphnopsis tomentosa,van der Werff,Lauraceae,tpl;tropicos, ,,2940
Caryodendron amazonicum,Caryodendron amazonicum,,1,Accepted,Caryodendron amazonicum,Ducke,Euphorbiaceae,tpl;tropicos, ,,2941
Caryodendron orinocense,Caryodendron orinocense,,1,Accepted,Caryodendron orinocense,H.Karst.,Euphorbiaceae,tpl, ,,2942
Caryodendron sppCabezade1,Caryodendron,,0.9,Accepted,Caryodendron,,Euphorbiaceae,tpl, ,,2943
Caryodendron sppFPnet1,Caryodendron,,0.9,Accepted,Caryodendron,,Euphorbiaceae,tpl, ,,2944
Caryodendron sppLinhares1,Caryodendron,,0.9,Accepted,Caryodendron,,Euphorbiaceae,tpl, ,,2945
Caryodendron sppNangarit1,Caryodendron,,0.9,Accepted,Caryodendron,,Euphorbiaceae,tpl, ,,2946
Caryodendron sppRAINFOR1,Caryodendron,,0.9,Accepted,Caryodendron,,Euphorbiaceae,tpl, ,,2947
