Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,user_id
Guapira hirsuta,Guapira hirsuta,,1,Accepted,Guapira hirsuta,(Choisy) Lundell,Nyctaginaceae,tpl;tropicos, ,,8730
Guapira laxiflora,Guapira laxiflora,,1,Accepted,Guapira laxiflora,(Choisy) Lundell,Nyctaginaceae,tpl;tropicos, ,,8731
Guapira myrtiflora,Guapira myrtiflora,,1,Accepted,Guapira myrtiflora,(Standl.) Little,Nyctaginaceae,tpl, ,,8732
Guapira nitida,Guapira nitida,,1,Synonym,Guapira opposita,(Vell.) Reitz,Nyctaginaceae,tpl, ,,8733
Guapira noxia,Guapira noxia,,1,Accepted,Guapira noxia,(Netto) Lundell,Nyctaginaceae,tpl;tropicos, ,,8734
Guapira obtusata,Guapira obtusata,,1,Accepted,Guapira obtusata,(Jacq.) Little,Nyctaginaceae,tpl;tropicos;usda, ,,8735
Guapira olfersiana,Guapira olfersiana,,1,Synonym,Guapira opposita,(Vell.) Reitz,Nyctaginaceae,tpl;tropicos, ,,8736
Guapira opposita,Guapira opposita,,1,Accepted,Guapira opposita,(Vell.) Reitz,Nyctaginaceae,tpl;tropicos, ,,8737
Guapira salicifolia,Guapira salicifolia,,1,Accepted,Guapira salicifolia,(Heimerl) Lundell,Nyctaginaceae,tpl;tropicos, ,,8738
Guapira sppAntado1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8739
Guapira sppBRi1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8740
Guapira sppBRii1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8741
Guapira sppCarlosbo1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8742
Guapira sppFPnet1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8743
Guapira sppMogote1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8744
Guapira sppRAINFOR1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8745
Guapira sppSCA1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8746
Guapira sppTEAM1,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8747
Guapira sppTEAM2,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8748
Guapira sppTEAM3,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8749
Guapira sppTEAM4,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8750
Guapira sppTEAM5,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8751
Guapira sppTEAM6,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8752
Guapira sppTEAM7,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8753
Guapira sppTEAM8,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8754
Guapira sppTEAM9,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8755
Guapira sppYanam21,Guapira,,0.9,Accepted,Guapira,,Nyctaginaceae,tpl;usda, ,,8756
Guapira standleyana,Guapira standleyana,,1,Synonym,Guapira myrtiflora,(Standl.) Little,Nyctaginaceae,tpl, ,,8757
Guapira venosa,Guapira venosa,,1,Accepted,Guapira venosa,(Choisy) Lundell,Nyctaginaceae,tpl;tropicos, ,,8758
Guarea bijuga,Guarea bijuga,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8759
Guarea blanchetii,Guarea blanchetii,,1,Accepted,Guarea blanchetii,C.DC.,Meliaceae,tpl, ,,8760
Guarea bullata,Guarea bullata,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8761
Guarea canjerana,Guarea,,0.5,Accepted,Guarea,,Meliaceae,tpl;usda, [Partial match] ,,8762
Guarea carinata,Guarea carinata,,1,Accepted,Guarea carinata,Ducke,Meliaceae,tpl;tropicos, ,,8763
Guarea cartaguenya,Guarea cartaguenya,,1,Accepted,Guarea cartaguenya,Cuatrec.,Meliaceae,tpl;tropicos, ,,8764
Guarea casimalo,Guarea,,0.5,Accepted,Guarea,,Meliaceae,tpl;usda, [Partial match] ,,8765
Guarea caulobotrys,Guarea caulobotrys,,1,Accepted,Guarea caulobotrys,Cuatrec.,Meliaceae,tropicos, ,,8766
Guarea cedrata,Guarea cedrata,,1,Accepted,Guarea cedrata,(A.Chev.) Pellegr.,Meliaceae,tpl, ,,8767
Guarea chichon,Guarea chichon,,1,Synonym,Guarea megantha,A.Juss.,Meliaceae,tpl, ,,8768
Guarea chiricana,Guarea chiricana,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8769
Guarea ciliata,Guarea ciliata,,1,Accepted,Guarea ciliata,Al.Rodr.,Meliaceae,tpl, ,,8770
Guarea cinnamomea,Guarea cinnamomea,,1,Accepted,Guarea cinnamomea,Harms,Meliaceae,tpl;tropicos, ,,8771
Guarea convergens,Guarea convergens,,1,Accepted,Guarea convergens,T.D.Penn.,Meliaceae,tpl, ,,8772
Guarea corrugata,Guarea corrugata,,1,Accepted,Guarea corrugata,Cuatrec.,Meliaceae,tpl;tropicos, ,,8773
Guarea costata,Guarea costata,,1,Accepted,Guarea costata,A.Juss.,Meliaceae,tpl, ,,8774
Guarea cristata,Guarea cristata,,1,Accepted,Guarea cristata,T.D.Penn.,Meliaceae,tpl, ,,8775
Guarea duckei,Guarea duckei,,1,No opinion,,,,tpl, ,,8776
Guarea ecuadoriensis,Guarea ecuadoriensis,,1,Accepted,Guarea ecuadoriensis,W.Palacios,Meliaceae,tpl, ,,8777
Guarea excelsa,Guarea excelsa,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8778
Guarea fissicalyx,Guarea fissicalyx,,1,Synonym,Guarea gomma,Pulle,Meliaceae,tpl, ,,8779
Guarea gentryi,Guarea gentryi,,1,Accepted,Guarea gentryi,Coronado,Meliaceae,tpl;tropicos, ,,8780
Guarea glabra,Guarea glabra,,1,Accepted,Guarea glabra,Vahl,Meliaceae,tpl;tropicos;usda, ,,8781
Guarea gomma,Guarea gomma,,1,Accepted,Guarea gomma,Pulle,Meliaceae,tpl;tropicos, ,,8782
Guarea grandiflora,Guarea grandiflora,,1,Synonym,Guarea macrophylla,Vahl,Meliaceae,tpl, ,,8783
Guarea grandifolia,Guarea grandifolia,,1,Synonym,Guarea guidonia,(L.) Sleumer,Meliaceae,tpl, ,,8784
Guarea guentheri,Guarea guentheri,,1,Accepted,Guarea guentheri,Harms,Meliaceae,tpl;tropicos, ,,8785
Guarea guidonia,Guarea guidonia,,1,Accepted,Guarea guidonia,(L.) Sleumer,Meliaceae,tpl;tropicos;usda, ,,8786
Guarea hoffmanniana,Guarea hoffmanniana,,1,Accepted,Guarea hoffmanniana,C.DC.,Meliaceae,tpl, ,,8787
Guarea hoyleana,Guarea,,0.5,Accepted,Guarea,,Meliaceae,tpl;usda, [Partial match] ,,8788
Guarea humaitensis,Guarea humaitensis,,1,Accepted,Guarea humaitensis,T.D.Penn.,Meliaceae,tpl, ,,8789
Guarea inga,Guarea,,0.5,Accepted,Guarea,,Meliaceae,tpl;usda, [Partial match] ,,8790
Guarea juglandiformis,Guarea juglandiformis,,1,Accepted,Guarea juglandiformis,T.D.Penn.,Meliaceae,tpl, ,,8791
Guarea kunthiana,Guarea kunthiana,,1,Accepted,Guarea kunthiana,A.Juss.,Meliaceae,tpl, ,,8792
Guarea kunthii,Guarea,,0.5,Accepted,Guarea,,Meliaceae,tpl;usda, [Partial match] ,,8793
Guarea laurentii,Guarea laurentii,,1,Accepted,Guarea laurentii,De Wild.,Meliaceae,tpl, ,,8794
Guarea leonensis,Guarea leonensis,,1,Accepted,Guarea leonensis,Hutch. & Dalziel,Meliaceae,tpl;tropicos, ,,8795
Guarea macrobotrys,Guarea macrobotrys,,1,Synonym,Guarea macrophylla subsp. pendulispica,(C.DC.) T.D.Penn.,Meliaceae,tpl, ,,8796
Guarea macrophylla,Guarea macrophylla,,1,Accepted,Guarea macrophylla,Vahl,Meliaceae,tpl;tropicos, ,,8797
Guarea microcarpa,Guarea microcarpa,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8798
Guarea paraensis,Guarea paraensis,,1,Synonym,Guarea macrophylla subsp. pachycarpa,(C.DC.) T.D.Penn.,Meliaceae,tpl, ,,8799
Guarea penningtoniana,Guarea penningtoniana,,1,Accepted,Guarea penningtoniana,A.L.Pinheiro,Meliaceae,tpl, ,,8800
Guarea pilosa,Guarea pilosa,,1,Accepted,Guarea pilosa,Al.Rodr.,Meliaceae,tpl, ,,8801
Guarea pterorachis,Guarea pterorhachis,,0.99,Accepted,Guarea pterorhachis,Harms,Meliaceae,tpl;tropicos, ,,8802
Guarea pterorhachis,Guarea pterorhachis,,1,Accepted,Guarea pterorhachis,Harms,Meliaceae,tpl;tropicos, ,,8803
Guarea pubescens,Guarea pubescens,,1,Accepted,Guarea pubescens,(Rich.) A.Juss.,Meliaceae,tpl, ,,8804
Guarea purusana,Guarea purusana,,1,Accepted,Guarea purusana,C.DC.,Meliaceae,tpl, ,,8805
Guarea ramiflora,Guarea ramiflora,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl;tropicos;usda, ,,8806
Guarea rhopalocarpa,Guarea rhopalocarpa,,1,Accepted,Guarea rhopalocarpa,Radlk.,Meliaceae,tpl;tropicos, ,,8807
Guarea scabra,Guarea scabra,,1,Accepted,Guarea scabra,A.Juss.,Meliaceae,tpl, ,,8808
Guarea silvatica,Guarea silvatica,,1,Accepted,Guarea silvatica,C.DC.,Meliaceae,tpl, ,,8809
Guarea sppAntado1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8810
Guarea sppAraracua2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8811
Guarea sppBOi1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8812
Guarea sppBOi2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8813
Guarea sppBanyong1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8814
Guarea sppCR1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8815
Guarea sppCampano1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8816
Guarea sppCentinel1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8817
Guarea sppCeroneb11,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8818
Guarea sppConstanc1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8819
Guarea sppConstanc2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8820
Guarea sppConstanc3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8821
Guarea sppConstanc4,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8822
Guarea sppCuevas1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8823
Guarea sppDucke1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8824
Guarea sppDucke3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8825
Guarea sppFPnet1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8826
Guarea sppGA1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8827
Guarea sppGF1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8828
Guarea sppGT1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8829
Guarea sppLaselva1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8830
Guarea sppLaselva2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8831
Guarea sppLaselva3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8832
Guarea sppLaselva4,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8833
Guarea sppMadden1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8834
Guarea sppMadidiri1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8835
Guarea sppMiazi1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8836
Guarea sppMiazi2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8837
Guarea sppMiazi3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8838
Guarea sppMishnfl1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8839
Guarea sppMishnfl2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8840
Guarea sppMishws1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8841
Guarea sppMurri1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8842
Guarea sppMurri2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8843
Guarea sppNangarit1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8844
Guarea sppNangarit2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8845
Guarea sppNangarit3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8846
Guarea sppPE1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8847
Guarea sppPersever1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8848
Guarea sppRAINFOR1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8849
Guarea sppRanchoqu1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8850
Guarea sppRiomanso1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8851
Guarea sppRiomanso2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8852
Guarea sppSCA1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8853
Guarea sppSCA2,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8854
Guarea sppSCA3,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8855
Guarea sppSL1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8856
Guarea sppTEAM1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8857
Guarea sppTamboall1,Guarea,,0.9,Accepted,Guarea,,Meliaceae,tpl;usda, ,,8858
Guarea subsetulosa,Guarea subsetulosa,,1,No opinion,,,,tpl, ,,8859
Guarea thompsonii,Guarea thompsonii,,1,Accepted,Guarea thompsonii,Sprague & Hutch.,Meliaceae,tpl, ,,8860
Guarea tonduzii,Guarea tonduzii,,1,Synonym,Guarea glabra,Vahl,Meliaceae,tpl, ,,8861
Guarea trunciflora,Guarea trunciflora,,1,Accepted,Guarea trunciflora,C.DC.,Meliaceae,tpl, ,,8862
Guarea velutina,Guarea velutina,,1,Accepted,Guarea velutina,A.Juss.,Meliaceae,tpl, ,,8863
Guarea venenata,Guarea venenata,,1,Accepted,Guarea venenata,T.D.Penn.,Meliaceae,tpl, ,,8864
Guarea williamsii,Guarea williamsii,,1,Synonym,Guarea kunthiana,A.Juss.,Meliaceae,tpl, ,,8865
Guatteria acutissima,Guatteria acutissima,,1,Accepted,Guatteria acutissima,R.E.Fr.,Annonaceae,tpl, ,,8866
Guatteria aeruginosa,Guatteria aeruginosa,,1,Accepted,Guatteria aeruginosa,Standl.,Annonaceae,tpl;tropicos, ,,8867
Guatteria alutacea,Guatteria alutacea,,1,Accepted,Guatteria alutacea,Diels,Annonaceae,tpl, ,,8868
Guatteria amplifolia,Guatteria amplifolia,,1,Accepted,Guatteria amplifolia,Triana & Planch.,Annonaceae,tpl;tropicos, ,,8869
Guatteria asplundiana,Guatteria asplundiana,,1,Accepted,Guatteria asplundiana,R.E.Fr.,Annonaceae,tpl, ,,8870
Guatteria australis,Guatteria australis,,1,Accepted,Guatteria australis,A.St.-Hil.,Annonaceae,tpl, ,,8871
Guatteria blanchetiana,Guatteria blanchetiana,,1,Synonym,Guatteria australis,A.St.-Hil.,Annonaceae,tpl, ,,8872
Guatteria blepharophylla,Guatteria blepharophylla,,1,Accepted,Guatteria blepharophylla,Mart.,Annonaceae,tpl;tropicos, ,,8873
Guatteria boliviana,Guatteria boliviana,,1,Accepted,Guatteria boliviana,H.J.P.Winkl.,Annonaceae,tpl, ,,8874
Guatteria brevicuspis,Guatteria brevicuspis,,1,Synonym,Guatteria blepharophylla,Mart.,Annonaceae,tpl, ,,8875
Guatteria buchtienii,Guatteria buchtienii,,1,Accepted,Guatteria buchtienii,R.E.Fr.,Annonaceae,tpl, ,,8876
Guatteria burchellii,Guatteria burchellii,,1,Accepted,Guatteria burchellii,R.E.Fr.,Annonaceae,tpl, ,,8877
Guatteria calophylla,Guatteria calophylla,,1,Synonym,Guatteria guianensis,(Aubl.) R.E.Fr.,Annonaceae,tpl, ,,8878
Guatteria candolleana,Guatteria candolleana,,1,Accepted,Guatteria candolleana,Schltdl.,Annonaceae,tpl;tropicos, ,,8879
Guatteria cargadero,Guatteria cargadero,,1,Accepted,Guatteria cargadero,Triana & Planch.,Annonaceae,tpl;tropicos, ,,8880
Guatteria chrysopetala,Guatteria chrysopetala,,1,Synonym,Guatteria punctata,(Aubl.) R.A.Howard,Annonaceae,tpl, ,,8881
Guatteria citriodora,Guatteria citriodora,,1,Accepted,Guatteria citriodora,Ducke,Annonaceae,tpl;tropicos, ,,8882
Guatteria decurrens,Guatteria decurrens,,1,Accepted,Guatteria decurrens,R.E.Fr.,Annonaceae,tpl, ,,8883
Guatteria dielsiana,Guatteria dielsiana,,1,Synonym,Guatteria blepharophylla,Mart.,Annonaceae,tpl, ,,8884
Guatteria dioscoreoides,Guatteria dioscoreoides,,1,Illegitimate,,,,tropicos, ,,8885
Guatteria duckeana,Guatteria duckeana,,1,Accepted,Guatteria duckeana,R.E.Fr.,Annonaceae,tpl, ,,8886
Guatteria dumetorum,Guatteria dumetorum,,1,Accepted,Guatteria dumetorum,R.E.Fr.,Annonaceae,tpl, ,,8887
Guatteria elata,Guatteria elata,,1,Accepted,Guatteria elata,R.E.Fr.,Annonaceae,tpl, ,,8888
Guatteria ferruginea,Guatteria ferruginea,,1,Accepted,Guatteria ferruginea,A.St.-Hil.,Annonaceae,tpl, ,,8889
Guatteria foliosa,Guatteria foliosa,,1,Accepted,Guatteria foliosa,Benth.,Annonaceae,tpl;tropicos, ,,8890
Guatteria glaberrima,Guatteria glaberrima,,1,Accepted,Guatteria glaberrima,R.E.Fr.,Annonaceae,tpl, ,,8891
Guatteria guentheri,Guatteria guentheri,,1,Accepted,Guatteria guentheri,Diels,Annonaceae,tpl;tropicos, ,,8892
Guatteria guianensis,Guatteria guianensis,,1,Accepted,Guatteria guianensis,(Aubl.) R.E.Fr.,Annonaceae,tpl, ,,8893
Guatteria hirsuta,Guatteria hirsuta,,1,Accepted,Guatteria hirsuta,Ruiz & Pav.,Annonaceae,tpl;tropicos, ,,8894
Guatteria hyposericea,Guatteria hyposericea,,1,Accepted,Guatteria hyposericea,Diels,Annonaceae,tpl, ,,8895
Guatteria lasiocalyx,Guatteria lasiocalyx,,1,Accepted,Guatteria lasiocalyx,R.E.Fr.,Annonaceae,tpl, ,,8896
Guatteria longifolia,Guatteria longifolia,,1,Synonym,Polyalthia longifolia,(Sonn.) Thwaites,Annonaceae,tpl;tropicos, ,,8897
Guatteria megalophylla,Guatteria megalophylla,,1,Accepted,Guatteria megalophylla,Diels,Annonaceae,tpl;tropicos, ,,8898
Guatteria meliodora,Guatteria meliodora,,1,Accepted,Guatteria meliodora,R.E.Fr.,Annonaceae,tpl, ,,8899
Guatteria multinervia,Guatteria multinervis,,0.99,Synonym,Polyalthia motleyana,(Hook.f.) Airy Shaw,Annonaceae,tpl, ,,8900
Guatteria multivenia,Guatteria multivenia,,1,Synonym,Guatteria guianensis,(Aubl.) R.E.Fr.,Annonaceae,tpl, ,,8901
Guatteria oligocarpa,Guatteria oligocarpa,,1,Accepted,Guatteria oligocarpa,Mart.,Annonaceae,tpl;tropicos, ,,8902
Guatteria olivacea,Guatteria olivacea,,1,Accepted,Guatteria olivacea,R.E.Fr.,Annonaceae,tpl, ,,8903
Guatteria oliviformis,Guatteria oliviformis,,1,Accepted,Guatteria oliviformis,Donn.Sm.,Annonaceae,tpl, ,,8904
Guatteria pilosula,Guatteria pilosula,,1,Accepted,Guatteria pilosula,Planch. & Linden ex Triana & Planch.,Annonaceae,tpl;tropicos, ,,8905
Guatteria poeppigiana,Guatteria poeppigiana,,1,Accepted,Guatteria poeppigiana,Mart.,Annonaceae,tpl;tropicos, ,,8906
Guatteria pogonopus,Guatteria pogonopus,,1,Accepted,Guatteria pogonopus,Mart.,Annonaceae,tpl;tropicos, ,,8907
Guatteria pteropus,Guatteria pteropus,,1,Accepted,Guatteria pteropus,Benth.,Annonaceae,tpl;tropicos, ,,8908
Guatteria punctata,Guatteria punctata,,1,Accepted,Guatteria punctata,(Aubl.) R.A.Howard,Annonaceae,tpl, ,,8909
Guatteria puncticulata,Guatteria puncticulata,,1,Accepted,Guatteria puncticulata,R.E.Fr.,Annonaceae,tpl, ,,8910
Guatteria recurvisepala,Guatteria recurvisepala,,1,Accepted,Guatteria recurvisepala,R.E.Fr.,Annonaceae,tpl, ,,8911
Guatteria rugosa,Guatteria rugosa,,1,Synonym,Guatteria decurrens,R.E.Fr.,Annonaceae,tpl, ,,8912
Guatteria schomburgkiana,Guatteria schomburgkiana,,1,Accepted,Guatteria schomburgkiana,Mart.,Annonaceae,tpl;tropicos, ,,8913
Guatteria scytophylla,Guatteria scytophylla,,1,Accepted,Guatteria scytophylla,Diels,Annonaceae,tpl;tropicos, ,,8914
Guatteria sellowiana,Guatteria sellowiana,,1,Accepted,Guatteria sellowiana,Schltdl.,Annonaceae,tpl;tropicos, ,,8915
Guatteria sppAllpahua1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8916
Guatteria sppAllpahua2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8917
Guatteria sppAnchicay1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8918
Guatteria sppAnchicay2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8919
Guatteria sppAntado1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8920
Guatteria sppAntado2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8921
Guatteria sppAraracua1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8922
Guatteria sppBerbicer1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8923
Guatteria sppCabezade1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8924
Guatteria sppCalabate1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8925
Guatteria sppCalima1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8926
Guatteria sppCalima2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8927
Guatteria sppCalima3,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8928
Guatteria sppCalima4,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8929
Guatteria sppCampinas1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8930
Guatteria sppCandamo1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8931
Guatteria sppCandamo2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8932
Guatteria sppCarajas1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8933
Guatteria sppCarajas2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8934
Guatteria sppCarajas3,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8935
Guatteria sppCarajas4,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8936
Guatteria sppCarlosbo1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8937
Guatteria sppCentinel1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8938
Guatteria sppCentinel2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8939
Guatteria sppCeroneb11,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8940
Guatteria sppCeroneb12,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8941
Guatteria sppCeroneb13,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8942
Guatteria sppCeroneb21,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8943
Guatteria sppCeroneb22,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8944
Guatteria sppConstanc1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8945
Guatteria sppConstanc2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8946
Guatteria sppConstanc3,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8947
Guatteria sppCuangos1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8948
Guatteria sppCuangos2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8949
Guatteria sppCuangos3,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8950
Guatteria sppCuangos4,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8951
Guatteria sppCutervo1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8952
Guatteria sppDucke1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8953
Guatteria sppDucke2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8954
Guatteria sppDureno1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8955
Guatteria sppFPnet1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8956
Guatteria sppFarall1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8957
Guatteria sppFarall2,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8958
Guatteria sppFarall3,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8959
Guatteria sppFarall4,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8960
Guatteria sppFincam1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8961
Guatteria sppFincaz1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8962
Guatteria sppGF1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8963
Guatteria sppHachimal1,Guatteria,,0.9,Accepted,Guatteria,,Annonaceae,tpl, ,,8964
