"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"985",44190,NA,NA,NA,NA,NA,NA,"Log10(DBH)","cm",NA,NA,1.3,43.5,NA,NA,"Biomass","Log10","kg","55","above ground biomass","1.930+2.535*X","1.930+2.535*(Log10(DBH))",NA,NA,0.983,NA,0.012,NA,TRUE,1.033,NA,NA,"10","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Maoershan Ecosystem Research Station",NA,"China","CHN","Asia","Temperate continental forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,45.375,127.534,"Sapindaceae","Acer","Mono Maxim.",NA,NA,NA,NA,NA,"Wang, C.",2006,"Wang, C. (2006). ""Biomass allometric equations for 10 co-occurring tree species in Chinese temperate forests."" Forest Ecology and Management 222(1-3): 9-16","Zhuo Cheng","UN-REDD",NA,NA
"986",44192,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,3,18,NA,NA,"Biomass","log","kg",NA,"Whole tree (aboveground)","#NAME?","log Biomass=-1.9254+0*(DBH)+2.321*(LOG((DBH)^(1)))",NA,5.9,0.97,NA,NA,NA,TRUE,1.032,NA,NA,"16","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Hamakua Coast, northwest of Hilo, Mauna Kea",NA,"United States","USA","North America","Tropical rainforest","Warm temperate wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,19.8333,-155.15,"Fabaceae","Acacia","melanoxylon",NA,NA,NA,NA,NA,"Schubert et al.",1988,"Schubert; T;  Strand; R;  Cole; T;  McDuffie; K; 1988; Equations for predicting biomass of six introduced subtropical tree species; Island of Hawaii; Res; Note PSW-401; Albany; CA; U;S; Department of Agriculture; Forest Service; Pacific Southwest Forest","Luca Birigazzi","UNREDD",NA,NA
"987",44204,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.9,11,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.177*(X^2.050)","0.177*((DBH)^2.050)",NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,"23","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Jawa Barat",NA,"Indonesia","IDN","Asia","Tropical mountain system","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,-7.09,107.67,"Pinaceae","Pinus","merkusii",NA,NA,NA,NA,NA,"Heriyanto & Siregar",2007,"Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry.","Mohamad Danial","FRIM",NA,NA
"988",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"989",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"990",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"991",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"992",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"993",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"994",44211,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,39,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","phenax",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"995",44216,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,2,33,NA,NA,"Biomass","log","kg",NA,"Whole tree (aboveground)","#NAME?","log Biomass=-2.6224+0*(DBH)+2.4827*(LOG((DBH)^(1)))",NA,0,0.99,NA,NA,NA,TRUE,1.01,NA,NA,"46","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Carleton section of the Rowe's acadican forest region, New Brunswick",NA,"Canada","CAN","North America","Temperate continental forest","Cool temperate moist forest","Temperate needle-leaf forests / Woodlands","Temperate broadleaf and mixed forests",NA,45.9232,-67.6283,"Salicaceae","Populus","tremuloides",NA,NA,NA,NA,NA,"Ker",1980,"Ker, M. 1980, Tree biomass equations for seven species in southwestern New Brunswick, Inf. Rep. No. M-X-114, Fredericton, NS, Canadian Forestry Service, Maritime Forest Research Center","Luca Birigazzi","UNREDD",NA,NA
"996",44232,NA,NA,NA,NA,NA,NA,"DBH","mm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"g","1 year","Total biomass","17.89101*(X^2.42184)","17.89101*((DBH)^2.42184)",NA,NA,0.96224,NA,NA,NA,NA,NA,NA,NA,"265","Individual",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Tekai Forest Reserve, Pahang",NA,"Malaysia","MYS","Asia","Tropical rainforest","Tropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,4.17,102.25,"Dipterocarpaceae","Shorea","leprosula",NA,NA,NA,NA,NA,"Ika Heriansyah et al.",2013,"Heriansyah, I., H. Abdul Hamid, A. Ainudin Nuruddin, A. Abdu and S. Ibrahim (2013). Measuring the Short-term Success of Hill Dipterocarp Forest Restoration: The Use of Organic Materials.","Mohamad Danial","FRIM","Total biomass with mesocarp 50.00%",NA
"997",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"998",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"999",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1000",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1001",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1002",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1003",44233,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"37","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","stellulata",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1004",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1005",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1006",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1007",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1008",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1009",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1010",44236,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,22,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.27,NA,NA,"58","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","wandoo",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1011",44255,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,0.95,NA,NA,"22","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Fabaceae","Acacia","penninervis",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"1012",44255,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,35,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,0.95,NA,NA,"22","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Fabaceae","Acacia","penninervis",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
