"","x"
"990","Neea cf. steinbachii"
"991","Ceiba samaura"
"992","Ceiba samaura"
"993","Ceiba samaura"
"994","Ceiba samaura"
"995","Caesalpinia pluviosa"
"996","Caesalpinia pluviosa"
"997","Caesalpinia pluviosa"
"998","Caesalpinia pluviosa"
"999","Caesalpinia pluviosa"
"1000","Caesalpinia pluviosa"
"1001","Caesalpinia pluviosa"
"1002","Caesalpinia pluviosa"
"1003","Caesalpinia pluviosa"
"1004","Caesalpinia pluviosa"
"1005","Machaerium acutifolium"
"1006","Machaerium acutifolium"
"1007","Machaerium acutifolium"
"1008","Machaerium acutifolium"
"1009","Machaerium acutifolium"
"1010","Machaerium acutifolium"
"1011","Machaerium acutifolium"
"1012","Machaerium acutifolium"
"1013","Machaerium acutifolium"
"1014","Machaerium acutifolium"
"1015","Zanthoxylum monogynum"
"1016","Zanthoxylum monogynum"
"1017","Zanthoxylum monogynum"
"1018","Zanthoxylum monogynum"
"1019","Zanthoxylum monogynum"
"1020","Zanthoxylum monogynum"
"1021","Zanthoxylum monogynum"
"1022","Zanthoxylum monogynum"
"1023","Zanthoxylum monogynum"
"1024","Zanthoxylum monogynum"
"1025","Spondias mombin"
"1026","Spondias mombin"
"1027","Spondias mombin"
"1028","Capparis prisca"
"1029","Capparis prisca"
"1030","Capparis prisca"
"1031","Capparis prisca"
"1032","Capparis prisca"
"1033","Capparis prisca"
"1034","Capparis prisca"
"1035","Capparis prisca"
"1036","Capparis prisca"
"1037","Capparis prisca"
"1038","Hymenaea courbaril"
"1039","Hymenaea courbaril"
"1040","Hymenaea courbaril"
"1041","Hymenaea courbaril"
"1042","Hymenaea courbaril"
"1043","Hymenaea courbaril"
"1044","Hymenaea courbaril"
"1045","Hymenaea courbaril"
"1046","Hymenaea courbaril"
"1047","Urera baccifera"
"1048","Urera baccifera"
"1049","Urera baccifera"
"1050","Urera baccifera"
"1051","Urera baccifera"
"1052","Urera baccifera"
"1053","Urera baccifera"
"1054","Urera baccifera"
"1055","Urera baccifera"
"1056","Urera baccifera"
"1057","Pogonopus tubulosus"
"1058","Pogonopus tubulosus"
"1059","Pogonopus tubulosus"
"1060","Pogonopus tubulosus"
"1061","Pogonopus tubulosus"
"1062","Psidium sartorianum"
"1063","Psidium sartorianum"
"1064","Psidium sartorianum"
"1065","Psidium sartorianum"
"1066","Psidium sartorianum"
"1067","Psidium sartorianum"
"1068","Psidium sartorianum"
"1069","Psidium sartorianum"
"1070","Psidium sartorianum"
"1071","Psidium sartorianum"
"1072","Trichilia elegans"
"1073","Trichilia elegans"
"1074","Trichilia elegans"
"1075","Trichilia elegans"
"1076","Trichilia elegans"
"1077","Trichilia elegans"
"1078","Trichilia elegans"
"1079","Trichilia elegans"
"1080","Trichilia elegans"
"1081","Trichilia elegans"
"1082","Copaifera chodatiana"
"1083","Copaifera chodatiana"
"1084","Copaifera chodatiana"
"1085","Copaifera chodatiana"
"1086","Copaifera chodatiana"
"1087","Copaifera chodatiana"
"1088","Copaifera chodatiana"
"1089","Copaifera chodatiana"
"1090","Copaifera chodatiana"
"1091","Copaifera chodatiana"
"1092","Solanum riparium"
"1093","Solanum riparium"
"1094","Solanum riparium"
"1095","Solanum riparium"
"1096","Solanum riparium"
"1097","Solanum riparium"
"1098","Solanum riparium"
"1099","Solanum riparium"
"1100","Solanum riparium"
"1101","Solanum riparium"
"1102","Tabebuia impetiginosa"
"1103","Tabebuia impetiginosa"
"1104","Tabebuia impetiginosa"
"1105","Tabebuia impetiginosa"
"1106","Tabebuia impetiginosa"
"1107","Tabebuia impetiginosa"
"1108","Tabebuia impetiginosa"
"1109","Tabebuia impetiginosa"
"1110","Tabebuia impetiginosa"
"1111","Tabebuia impetiginosa"
"1112","Centrolobium microchaete"
"1113","Centrolobium microchaete"
"1114","Centrolobium microchaete"
"1115","Centrolobium microchaete"
"1116","Centrolobium microchaete"
"1117","Centrolobium microchaete"
"1118","Centrolobium microchaete"
"1119","Centrolobium microchaete"
"1120","Centrolobium microchaete"
"1121","Centrolobium microchaete"
"1122","Acosmium cardenasii"
"1123","Acosmium cardenasii"
"1124","Acosmium cardenasii"
"1125","Acosmium cardenasii"
"1126","Acosmium cardenasii"
"1127","Acosmium cardenasii"
"1128","Acosmium cardenasii"
"1129","Acosmium cardenasii"
"1130","Acosmium cardenasii"
"1131","Acosmium cardenasii"
"1132","Ceiba speciosa"
"1133","Ceiba speciosa"
"1134","Ceiba speciosa"
"1135","Ceiba speciosa"
"1136","Ceiba speciosa"
"1137","Ceiba speciosa"
"1138","Ceiba speciosa"
"1139","Ceiba speciosa"
"1140","Ceiba speciosa"
"1141","Ceiba speciosa"
"1142","Gallesia integrifolia"
"1143","Gallesia integrifolia"
"1144","Gallesia integrifolia"
"1145","Gallesia integrifolia"
"1146","Gallesia integrifolia"
"1147","Gallesia integrifolia"
"1148","Gallesia integrifolia"
"1149","Gallesia integrifolia"
"1150","Gallesia integrifolia"
"1151","Gallesia integrifolia"
"1152","Stylogyne ambigua"
"1153","Stylogyne ambigua"
"1154","Stylogyne ambigua"
"1155","Stylogyne ambigua"
"1156","Stylogyne ambigua"
"1157","Stylogyne ambigua"
"1158","Stylogyne ambigua"
"1159","Stylogyne ambigua"
"1160","Stylogyne ambigua"
"1161","Stylogyne ambigua"
"1162","Pourouma cecropiifolia"
"1163","Pourouma cecropiifolia"
"1164","Pourouma cecropiifolia"
"1165","Pourouma cecropiifolia"
"1166","Pourouma cecropiifolia"
"1167","Pourouma cecropiifolia"
"1168","Pourouma cecropiifolia"
"1169","Pourouma cecropiifolia"
"1170","Pourouma cecropiifolia"
"1171","Pourouma cecropiifolia"
"1172","Cecropia concolor"
"1173","Cecropia concolor"
"1174","Cecropia concolor"
"1175","Cecropia concolor"
"1176","Cecropia concolor"
"1177","Cecropia concolor"
"1178","Cecropia concolor"
"1179","Cecropia concolor"
"1180","Cecropia concolor"
"1181","Cecropia concolor"
"1182","Heliocarpus americanus"
"1183","Heliocarpus americanus"
"1184","Heliocarpus americanus"
"1185","Heliocarpus americanus"
"1186","Heliocarpus americanus"
"1187","Heliocarpus americanus"
"1188","Heliocarpus americanus"
"1189","Heliocarpus americanus"
"1190","Heliocarpus americanus"
"1191","Heliocarpus americanus"
"1192","Ficus boliviana"
"1193","Ficus boliviana"
"1194","Ficus boliviana"
"1195","Ficus boliviana"
"1196","Ficus boliviana"
"1197","Ficus boliviana"
"1198","Ficus boliviana"
"1199","Ficus boliviana"
"1200","Ficus boliviana"
"1201","Ficus boliviana"
"1202","Ampelocera ruizii"
"1203","Ampelocera ruizii"
"1204","Ampelocera ruizii"
"1205","Ampelocera ruizii"
"1206","Ampelocera ruizii"
"1207","Cavanillesia hylogeiton"
"1208","Cavanillesia hylogeiton"
"1209","Cavanillesia hylogeiton"
"1210","Cavanillesia hylogeiton"
"1211","Cavanillesia hylogeiton"
"1212","Cavanillesia hylogeiton"
"1213","Cavanillesia hylogeiton"
"1214","Cavanillesia hylogeiton"
"1215","Cavanillesia hylogeiton"
"1216","Cavanillesia hylogeiton"
"1217","Cedrela fissilis"
"1218","Cedrela fissilis"
"1219","Cedrela fissilis"
"1220","Cedrela fissilis"
"1221","Cedrela fissilis"
"1222","Cedrela fissilis"
"1223","Alibertia verrucosa"
"1224","Alibertia verrucosa"
"1225","Alibertia verrucosa"
"1226","Alibertia verrucosa"
"1227","Alibertia verrucosa"
"1228","Alibertia verrucosa"
"1229","Alibertia verrucosa"
"1230","Alibertia verrucosa"
"1231","Alibertia verrucosa"
"1232","Alibertia verrucosa"
"1233","Pouteria nemorosa"
"1234","Pouteria nemorosa"
"1235","Pouteria nemorosa"
"1236","Pouteria nemorosa"
"1237","Pouteria nemorosa"
"1238","Pouteria nemorosa"
"1239","Pouteria nemorosa"
"1240","Pouteria nemorosa"
"1241","Pouteria nemorosa"
"1242","Casearia gossypiosperma"
"1243","Casearia gossypiosperma"
"1244","Casearia gossypiosperma"
"1245","Casearia gossypiosperma"
"1246","Casearia gossypiosperma"
"1247","Casearia gossypiosperma"
"1248","Casearia gossypiosperma"
"1249","Casearia gossypiosperma"
"1250","Casearia gossypiosperma"
"1251","Casearia gossypiosperma"
"1252","Jacaratia spinosa"
"1253","Jacaratia spinosa"
"1254","Jacaratia spinosa"
"1255","Jacaratia spinosa"
"1256","Jacaratia spinosa"
"1257","Jacaratia spinosa"
"1258","Jacaratia spinosa"
"1259","Jacaratia spinosa"
"1260","Jacaratia spinosa"
"1261","Sapindus saponaria"
"1262","Sapindus saponaria"
"1263","Sapindus saponaria"
"1264","Sapindus saponaria"
"1265","Sapindus saponaria"
"1266","Sapindus saponaria"
"1267","Sapindus saponaria"
"1268","Sapindus saponaria"
"1269","Sapindus saponaria"
"1270","Sapindus saponaria"
"1271","Aspidosperma cylindrocarpon"
"1272","Aspidosperma cylindrocarpon"
"1273","Aspidosperma cylindrocarpon"
"1274","Aspidosperma cylindrocarpon"
"1275","Aspidosperma cylindrocarpon"
"1276","Aspidosperma cylindrocarpon"
"1277","Aspidosperma cylindrocarpon"
"1278","Aspidosperma cylindrocarpon"
"1279","Aspidosperma cylindrocarpon"
"1280","Aspidosperma cylindrocarpon"
"1281","Ocotea sp."
"1282","Ocotea sp."
"1283","Ocotea sp."
"1284","Ocotea sp."
"1285","Ocotea sp."
"1286","Ocotea sp."
"1287","Ocotea sp."
"1288","Ocotea sp."
"1289","Ocotea sp."
"1290","Ocotea sp."
"1291","Sapium glandulosum"
"1292","Sapium glandulosum"
"1293","Sapium glandulosum"
"1294","Sapium glandulosum"
"1295","Sapium glandulosum"
"1296","Sapium glandulosum"
"1297","Sapium glandulosum"
"1298","Sapium glandulosum"
"1299","Sapium glandulosum"
"1300","Pouteria macrohylla"
"1301","Pouteria macrohylla"
"1302","Pouteria macrohylla"
"1303","Pouteria macrohylla"
"1304","Pouteria macrohylla"
"1305","Pouteria macrohylla"
"1306","Pouteria macrohylla"
"1307","Pouteria macrohylla"
"1308","Pouteria macrohylla"
"1309","Pouteria macrohylla"
"1310","Sweetia fruticosa"
"1311","Sweetia fruticosa"
"1312","Sweetia fruticosa"
"1313","Sweetia fruticosa"
"1314","Sweetia fruticosa"
"1315","Sweetia fruticosa"
"1316","Sweetia fruticosa"
"1317","Sweetia fruticosa"
"1318","Sweetia fruticosa"
"1319","Sweetia fruticosa"
"1320","Swietenia macrophylla"
"1321","Swietenia macrophylla"
"1322","Swietenia macrophylla"
"1323","Swietenia macrophylla"
"1324","Swietenia macrophylla"
"1325","Swietenia macrophylla"
"1326","Swietenia macrophylla"
"1327","Swietenia macrophylla"
"1328","Swietenia macrophylla"
"1329","Swietenia macrophylla"
"1330","Caesalpinia pluviosa"
"1331","Caesalpinia pluviosa"
"1332","Caesalpinia pluviosa"
"1333","Caesalpinia pluviosa"
"1334","Caesalpinia pluviosa"
"1335","Caesalpinia pluviosa"
"1336","Caesalpinia pluviosa"
"1337","Caesalpinia pluviosa"
"1338","Caesalpinia pluviosa"
"1339","Caesalpinia pluviosa"
"1340","Batocarpus amazonicus"
"1341","Batocarpus amazonicus"
"1342","Batocarpus amazonicus"
"1343","Batocarpus amazonicus"
"1344","Batocarpus amazonicus"
"1345","Batocarpus amazonicus"
"1346","Batocarpus amazonicus"
"1347","Batocarpus amazonicus"
"1348","Batocarpus amazonicus"
"1349","Batocarpus amazonicus"
"1350","Ocotea sp. 2"
"1351","Ocotea sp. 2"
"1352","Ocotea sp. 2"
"1353","Ocotea sp. 2"
"1354","Ocotea sp. 2"
"1355","Ocotea sp. 2"
"1356","Ocotea sp. 2"
"1357","Ocotea sp. 2"
"1358","Ocotea sp. 2"
"1359","Ocotea sp. 2"
"1360","Licaria triandra"
"1361","Licaria triandra"
"1362","Licaria triandra"
"1363","Licaria triandra"
"1364","Licaria triandra"
"1365","Licaria triandra"
"1366","Licaria triandra"
"1367","Licaria triandra"
"1368","Licaria triandra"
"1369","Licaria triandra"
"1370","Hura crepitans"
"1371","Hura crepitans"
"1372","Hura crepitans"
"1373","Hura crepitans"
"1374","Hura crepitans"
"1375","Hura crepitans"
"1376","Spondias mombin"
"1377","Spondias mombin"
"1378","Spondias mombin"
"1379","Spondias mombin"
"1380","Pseudolmedia laevis"
"1381","Pseudolmedia laevis"
"1382","Pseudolmedia laevis"
"1383","Pseudolmedia laevis"
"1384","Pseudolmedia laevis"
"1385","Pseudolmedia laevis"
"1386","Pseudolmedia laevis"
"1387","Pseudolmedia laevis"
"1388","Pseudolmedia laevis"
"1389","Pseudolmedia laevis"
"1390","Urera caracassana"
"1391","Urera caracassana"
"1392","Urera caracassana"
"1393","Urera caracassana"
"1394","Urera caracassana"
"1395","Urera caracassana"
"1396","Urera caracassana"
"1397","Urera caracassana"
"1398","Urera caracassana"
"1399","Psidium sartorianum"
"1400","Psidium sartorianum"
"1401","Psidium sartorianum"
"1402","Psidium sartorianum"
"1403","Psidium sartorianum"
"1404","Psidium sartorianum"
"1405","Psidium sartorianum"
"1406","Psidium sartorianum"
"1407","Psidium sartorianum"
"1408","Psidium sartorianum"
"1409","Hirtella triandra"
"1410","Hirtella triandra"
"1411","Hirtella triandra"
"1412","Hirtella triandra"
"1413","Hirtella triandra"
"1414","Hirtella triandra"
"1415","Hirtella triandra"
"1416","Hirtella triandra"
"1417","Hirtella triandra"
"1418","Hirtella triandra"
"1419","Schizolobium parahyba"
"1420","Schizolobium parahyba"
"1421","Schizolobium parahyba"
"1422","Schizolobium parahyba"
"1423","Schizolobium parahyba"
"1424","Schizolobium parahyba"
"1425","Schizolobium parahyba"
"1426","Schizolobium parahyba"
"1427","Schizolobium parahyba"
"1428","Schizolobium parahyba"
"1429","Centrolobium microchaete"
"1430","Centrolobium microchaete"
"1431","Centrolobium microchaete"
"1432","Centrolobium microchaete"
"1433","Centrolobium microchaete"
"1434","Centrolobium microchaete"
"1435","Centrolobium microchaete"
"1436","Centrolobium microchaete"
"1437","Centrolobium microchaete"
"1438","Centrolobium microchaete"
"1439","Trema micrantha"
"1440","Trema micrantha"
"1441","Trema micrantha"
"1442","Trema micrantha"
"1443","Trema micrantha"
"1444","Trema micrantha"
"1445","Trema micrantha"
"1446","Trema micrantha"
"1447","Trema micrantha"
"1448","Trema micrantha"
"1449","Terminalia oblonga"
"1450","Terminalia oblonga"
"1451","Terminalia oblonga"
"1452","Terminalia oblonga"
"1453","Terminalia oblonga"
"1454","Terminalia oblonga"
"1455","Terminalia oblonga"
"1456","Terminalia oblonga"
"1457","Terminalia oblonga"
"1458","Terminalia oblonga"
"1459","Cariniana ianeirensis"
"1460","Cariniana ianeirensis"
"1461","Cariniana ianeirensis"
"1462","Cariniana ianeirensis"
"1463","Cariniana ianeirensis"
"1464","Cariniana ianeirensis"
"1465","Cariniana ianeirensis"
"1466","Cariniana ianeirensis"
"1467","Cariniana ianeirensis"
"1468","Cariniana ianeirensis"
"1469","Cariniana estrellensis"
"1470","Cariniana estrellensis"
"1471","Cariniana estrellensis"
"1472","Cariniana estrellensis"
"1473","Cariniana estrellensis"
"1474","Cariniana estrellensis"
"1475","Cariniana estrellensis"
"1476","Cariniana estrellensis"
"1477","Cariniana estrellensis"
"1478","Acer rubrum L."
"1479","Acer rubrum L."
"1480","Acer rubrum L."
"1481","Acer rubrum L."
"1482","Acer rubrum L."
"1483","Acer rubrum L."
"1484","Acer rubrum L."
"1485","Acer rubrum L."
"1486","Acer rubrum L."
"1487","Acer rubrum L."
"1488","Acer rubrum L."
"1489","Betula lenta L."
"1490","Betula lenta L."
"1491","Betula lenta L."
"1492","Betula lenta L."
"1493","Betula lenta L."
"1494","Betula lenta L."
"1495","Betula lenta L."
"1496","Betula lenta L."
"1497","Betula lenta L."
"1498","Betula lenta L."
"1499","Carya ovata (Mill.) K. Koch"
"1500","Carya ovata (Mill.) K. Koch"
"1501","Carya ovata (Mill.) K. Koch"
"1502","Carya ovata (Mill.) K. Koch"
"1503","Carya ovata (Mill.) K. Koch"
"1504","Carya ovata (Mill.) K. Koch"
"1505","Carya ovata (Mill.) K. Koch"
"1506","Carya ovata (Mill.) K. Koch"
"1507","Carya ovata (Mill.) K. Koch"
"1508","Carya ovata (Mill.) K. Koch"
"1509","Cornus florida L."
"1510","Cornus florida L."
"1511","Cornus florida L."
"1512","Liriodendron tulipifera L."
"1513","Liriodendron tulipifera L."
"1514","Liriodendron tulipifera L."
"1515","Liriodendron tulipifera L."
"1516","Liriodendron tulipifera L."
"1517","Liriodendron tulipifera L."
"1518","Liriodendron tulipifera L."
"1519","Liriodendron tulipifera L."
"1520","Liriodendron tulipifera L."
"1521","Liriodendron tulipifera L."
"1522","Oxydendrum arboreum (L.) DC."
"1523","Oxydendrum arboreum (L.) DC."
"1524","Oxydendrum arboreum (L.) DC."
"1525","Oxydendrum arboreum (L.) DC."
"1526","Oxydendrum arboreum (L.) DC."
"1527","Oxydendrum arboreum (L.) DC."
"1528","Oxydendrum arboreum (L.) DC."
"1529","Oxydendrum arboreum (L.) DC."
"1530","Quercus alba L."
"1531","Quercus alba L."
"1532","Quercus alba L."
"1533","Quercus alba L."
"1534","Quercus alba L."
"1535","Quercus alba L."
"1536","Quercus alba L."
"1537","Quercus alba L."
"1538","Quercus alba L."
"1539","Quercus alba L."
"1540","Quercus coccinea Muenchh."
"1541","Quercus coccinea Muenchh."
"1542","Quercus coccinea Muenchh."
"1543","Quercus coccinea Muenchh."
"1544","Quercus coccinea Muenchh."
"1545","Quercus prinus L."
"1546","Quercus prinus L."
"1547","Quercus prinus L."
"1548","Quercus prinus L."
"1549","Quercus prinus L."
"1550","Quercus prinus L."
"1551","Quercus prinus L."
"1552","Quercus prinus L."
"1553","Quercus prinus L."
"1554","Quercus prinus L."
"1555","Quercus rubra L."
"1556","Quercus rubra L."
"1557","Quercus rubra L."
"1558","Quercus rubra L."
"1559","Quercus rubra L."
"1560","Quercus rubra L."
"1561","Quercus rubra L."
"1562","Quercus rubra L."
"1563","Quercus rubra L."
"1564","Aspidosperma ramiflorum"
"1565","Aspidosperma ramiflorum"
"1566","Aspidosperma ramiflorum"
"1567","Aspidosperma ramiflorum"
"1568","Aspidosperma ramiflorum"
"1569","Aspidosperma ramiflorum"
"1570","Aspidosperma ramiflorum"
"1571","Aspidosperma ramiflorum"
"1572","Aspidosperma ramiflorum"
"1573","Aspidosperma ramiflorum"
"1574","Aspidosperma ramiflorum"
"1575","Aspidosperma ramiflorum"
"1576","Aspidosperma ramiflorum"
"1577","Aspidosperma ramiflorum"
"1578","Aspidosperma ramiflorum"
"1579","Aspidosperma ramiflorum"
"1580","Aspidosperma ramiflorum"
"1581","Aspidosperma ramiflorum"
"1582","Aspidosperma ramiflorum"
"1583","Aspidosperma ramiflorum"
"1584","Aspidosperma ramiflorum"
"1585","Aspidosperma ramiflorum"
"1586","Aspidosperma ramiflorum"
"1587","Aspidosperma ramiflorum"
"1588","Aspidosperma ramiflorum"
"1589","Aspidosperma ramiflorum"
"1590","Aspidosperma ramiflorum"
"1591","Aspidosperma ramiflorum"
"1592","Aspidosperma ramiflorum"
"1593","Aspidosperma ramiflorum"
"1594","Aspidosperma ramiflorum"
"1595","Aspidosperma ramiflorum"
"1596","Aspidosperma ramiflorum"
"1597","Aspidosperma ramiflorum"
"1598","Aspidosperma ramiflorum"
"1599","Aspidosperma ramiflorum"
"1600","Aspidosperma ramiflorum"
"1601","Aspidosperma ramiflorum"
"1602","Aspidosperma ramiflorum"
"1603","Aspidosperma ramiflorum"
"1604","Aspidosperma ramiflorum"
"1605","Aspidosperma ramiflorum"
"1606","Aspidosperma ramiflorum"
"1607","Aspidosperma ramiflorum"
"1608","Aspidosperma ramiflorum"
"1609","Aspidosperma ramiflorum"
"1610","Aspidosperma ramiflorum"
"1611","Aspidosperma ramiflorum"
"1612","Aspidosperma ramiflorum"
"1613","Aspidosperma ramiflorum"
"1614","Aspidosperma ramiflorum"
"1615","Aspidosperma ramiflorum"
"1616","Aspidosperma ramiflorum"
"1617","Aspidosperma ramiflorum"
"1618","Aspidosperma ramiflorum"
"1619","Aspidosperma ramiflorum"
"1620","Aspidosperma ramiflorum"
"1621","Aspidosperma ramiflorum"
"1622","Aspidosperma ramiflorum"
"1623","Aspidosperma ramiflorum"
"1624","Aspidosperma ramiflorum"
"1625","Aspidosperma ramiflorum"
"1626","Aspidosperma ramiflorum"
"1627","Aspidosperma ramiflorum"
"1628","Aspidosperma ramiflorum"
"1629","Aspidosperma ramiflorum"
"1630","Aspidosperma ramiflorum"
"1631","Aspidosperma ramiflorum"
"1632","Aspidosperma ramiflorum"
"1633","Aspidosperma tambopatense"
"1634","Aspidosperma tambopatense"
"1635","Aspidosperma tambopatense"
"1636","Aspidosperma tambopatense"
"1637","Aspidosperma tambopatense"
"1638","Aspidosperma tambopatense"
"1639","Aspidosperma tambopatense"
"1640","Aspidosperma tambopatense"
"1641","Aspidosperma tambopatense"
"1642","Aspidosperma tambopatense"
"1643","Aspidosperma tambopatense"
"1644","Aspidosperma tambopatense"
"1645","Aspidosperma tambopatense"
"1646","Aspidosperma tambopatense"
"1647","Aspidosperma tambopatense"
"1648","Aspidosperma tambopatense"
"1649","Aspidosperma tambopatense"
"1650","Aspidosperma tambopatense"
"1651","Aspidosperma tambopatense"
"1652","Aspidosperma tambopatense"
"1653","Aspidosperma tambopatense"
"1654","Aspidosperma tambopatense"
"1655","Aspidosperma tambopatense"
"1656","Aspidosperma tambopatense"
"1657","Aspidosperma tambopatense"
"1658","Aspidosperma tambopatense"
"1659","Aspidosperma tambopatense"
"1660","Aspidosperma tambopatense"
"1661","Aspidosperma tambopatense"
"1662","Aspidosperma tambopatense"
"1663","Aspidosperma tambopatense"
"1664","Aspidosperma tambopatense"
"1665","Aspidosperma tambopatense"
"1666","Aspidosperma tambopatense"
"1667","Aspidosperma tambopatense"
"1668","Aspidosperma tambopatense"
"1669","Aspidosperma tambopatense"
"1670","Aspidosperma tambopatense"
"1671","Aspidosperma tambopatense"
"1672","Aspidosperma tambopatense"
"1673","Aspidosperma tambopatense"
"1674","Aspidosperma tambopatense"
"1675","Aspidosperma tambopatense"
"1676","Aspidosperma tambopatense"
"1677","Aspidosperma tambopatense"
"1678","Aspidosperma tambopatense"
"1679","Aspidosperma tambopatense"
"1680","Aspidosperma tambopatense"
"1681","Aspidosperma tambopatense"
"1682","Aspidosperma tambopatense"
"1683","Aspidosperma tambopatense"
"1684","Aspidosperma tambopatense"
"1685","Aspidosperma tambopatense"
"1686","Aspidosperma tambopatense"
"1687","Aspidosperma tambopatense"
"1688","Aspidosperma tambopatense"
"1689","Aspidosperma tambopatense"
"1690","Aspidosperma tambopatense"
"1691","Aspidosperma tambopatense"
"1692","Aspidosperma tambopatense"
"1693","Aspidosperma tambopatense"
"1694","Aspidosperma tambopatense"
"1695","Aspidosperma tambopatense"
"1696","Aspidosperma tambopatense"
"1697","Aspidosperma tambopatense"
"1698","Aspidosperma tambopatense"
"1699","Aspidosperma tambopatense"
"1700","Aspidosperma tambopatense"
"1701","Aspidosperma tambopatense"
"1702","Aspidosperma tambopatense"
"1703","Aspidosperma tambopatense"
"1704","Aspidosperma tambopatense"
"1705","Aspidosperma tambopatense"
"1706","Aspidosperma tambopatense"
"1707","Aspidosperma tambopatense"
"1708","Aspidosperma tambopatense"
"1709","Aspidosperma tambopatense"
"1710","Aspidosperma tambopatense"
"1711","Aspidosperma tambopatense"
"1712","Aspidosperma tambopatense"
"1713","Aspidosperma tambopatense"
"1714","Aspidosperma tambopatense"
"1715","Aspidosperma tambopatense"
"1716","Aspidosperma tambopatense"
"1717","Aspidosperma tambopatense"
"1718","Aspidosperma tambopatense"
"1719","Aspidosperma tambopatense"
"1720","Aspidosperma tambopatense"
"1721","Aspidosperma tambopatense"
"1722","Aspidosperma tambopatense"
"1723","Aspidosperma tambopatense"
"1724","Aspidosperma tambopatense"
"1725","Aspidosperma tambopatense"
"1726","Aspidosperma tambopatense"
"1727","Aspidosperma tambopatense"
"1728","Aspidosperma tambopatense"
"1729","Aspidosperma tambopatense"
"1730","Aspidosperma tambopatense"
"1731","Aspidosperma tambopatense"
"1732","Aspidosperma tambopatense"
"1733","Aspidosperma tambopatense"
"1734","Aspidosperma tambopatense"
"1735","Aspidosperma tambopatense"
"1736","Aspidosperma tambopatense"
"1737","Aspidosperma tambopatense"
"1738","Aspidosperma tambopatense"
"1739","Aspidosperma tambopatense"
"1740","Aspidosperma tambopatense"
"1741","Aspidosperma tambopatense"
"1742","Aspidosperma tambopatense"
"1743","Aspidosperma tambopatense"
"1744","Aspidosperma tambopatense"
"1745","Aspidosperma tambopatense"
"1746","Aspidosperma tambopatense"
"1747","Aspidosperma tambopatense"
"1748","Aspidosperma tambopatense"
"1749","Aspidosperma tambopatense"
"1750","Aspidosperma tambopatense"
"1751","Pouteria sp."
"1752","Pouteria sp."
"1753","Pouteria sp."
"1754","Pouteria sp."
"1755","Pouteria sp."
"1756","Pouteria sp."
"1757","Pouteria sp."
"1758","Pouteria sp."
"1759","Pouteria sp."
"1760","Pouteria sp."
"1761","Pouteria sp."
"1762","Pouteria sp."
"1763","Pouteria sp."
"1764","Pouteria sp."
"1765","Pouteria sp."
"1766","Pouteria sp."
"1767","Pouteria sp."
"1768","Pouteria sp."
"1769","Pouteria sp."
"1770","Pouteria sp."
"1771","Pouteria sp."
"1772","Pouteria sp."
"1773","Pouteria sp."
"1774","Pouteria sp."
"1775","Pouteria sp."
"1776","Pouteria sp."
"1777","Pouteria sp."
"1778","Pouteria sp."
"1779","Pouteria sp."
"1780","Pouteria sp."
"1781","Pouteria sp."
"1782","Pouteria sp."
"1783","Pouteria sp."
"1784","Pouteria sp."
"1785","Pouteria sp."
"1786","Pouteria sp."
"1787","Pouteria sp."
"1788","Pouteria sp."
"1789","Pouteria sp."
"1790","Pouteria sp."
"1791","Pouteria sp."
"1792","Pouteria sp."
"1793","Pouteria sp."
"1794","Pouteria sp."
"1795","Pouteria sp."
"1796","Pouteria sp."
"1797","Pouteria sp."
"1798","Pouteria sp."
"1799","Pouteria sp."
"1800","Pouteria sp."
"1801","Pouteria sp."
"1802","Pouteria sp."
"1803","Pouteria sp."
"1804","Pouteria sp."
"1805","Pouteria sp."
"1806","Pouteria sp."
"1807","Pouteria sp."
"1808","Pouteria sp."
"1809","Pouteria sp."
"1810","Pouteria sp."
"1811","Pouteria sp."
"1812","Pouteria sp."
"1813","Pouteria sp."
"1814","Pouteria sp."
"1815","Pouteria sp."
"1816","Pouteria sp."
"1817","Pouteria sp."
"1818","Pouteria sp."
"1819","Pouteria sp."
"1820","Pouteria sp."
"1821","Pouteria sp."
"1822","Pouteria sp."
"1823","Pouteria sp."
"1824","Pouteria sp."
"1825","Pouteria sp."
"1826","Pouteria sp."
"1827","Pouteria sp."
"1828","Pouteria sp."
"1829","Pouteria sp."
"1830","Pouteria sp."
"1831","Pouteria sp."
"1832","Pouteria sp."
"1833","Pouteria sp."
"1834","Pouteria sp."
"1835","Pouteria sp."
"1836","Pouteria sp."
"1837","Pouteria sp."
"1838","Pouteria sp."
"1839","Pouteria sp."
"1840","Pouteria sp."
"1841","Pouteria sp."
"1842","Pouteria sp."
"1843","Pouteria sp."
"1844","Pouteria sp."
"1845","Pouteria sp."
"1846","Pouteria sp."
"1847","Pouteria sp."
"1848","Pouteria sp."
"1849","Pouteria sp."
"1850","Pouteria sp."
"1851","Pouteria sp."
"1852","Pouteria sp."
"1853","Pouteria sp."
"1854","Pouteria sp."
"1855","Pouteria sp."
"1856","Pouteria sp."
"1857","Pouteria sp."
"1858","Pouteria sp."
"1859","Pouteria sp."
"1860","Pouteria sp."
"1861","Pouteria sp."
"1862","Pouteria sp."
"1863","Pouteria sp."
"1864","Pouteria sp."
"1865","Euterpe precatoria"
"1866","Euterpe precatoria"
"1867","Euterpe precatoria"
