Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
"690"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"691"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"692"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"693"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"694"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"695"",""Albizia gummifera",Albizia gummifera,,0.9,No opinion,,,,tpl, ,
"696"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"697"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"698"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"699"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"700"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"701"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"702"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"703"",""Dichaetanthera corymbosa",Dichaetanthera corymbosa,,0.9,Accepted,Dichaetanthera corymbosa,Jacq.-F¨¦l.,Melastomataceae,tpl;tropicos, ,
"704"",""unknown sppTEAM2",No suitable matches found.,,0,,,,,, ,
"705"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"706"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"707"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"708"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"709"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"710"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"711"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"712"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"713"",""Margaritaria discoidea",Margaritaria discoidea,,0.9,Accepted,Margaritaria discoidea,(Baill.) G.L.Webster,Phyllanthaceae,tpl, ,
"714"",""Newtonia buchananii",Newtonia buchananii,,0.9,Accepted,Newtonia buchananii,(Baker)G.C.C.Gilbert & Boutique,Fabaceae,ildis, ,
"715"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"716"",""Drypetes sppTEAM3",Drypetes,,0.9,Accepted,Drypetes,,Putranjivaceae,tpl, ,
"717"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"718"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"719"",""Lovoa sppTEAM1",Lovoa,,0.9,Accepted,Lovoa,,Meliaceae,tpl, ,
"720"",""Rytigynia ruwenzoriensis",Rytigynia ruwenzoriensis,,0.9,Accepted,Rytigynia ruwenzoriensis,(De Wild.) Robyns,Rubiaceae,tpl;tropicos, ,
"721"",""Pauridiantha callicarpoides",Pauridiantha callicarpoides,,0.9,Accepted,Pauridiantha callicarpoides,(Hiern) Bremek.,Rubiaceae,tpl;tropicos, ,
"722"",""Albizia gummifera",Albizia gummifera,,0.9,No opinion,,,,tpl, ,
"723"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"724"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"725"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"726"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"727"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"728"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"729"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"730"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"731"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"732"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"733"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"734"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"735"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"736"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"737"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"738"",""Maesa lanceolata",Maesa lanceolata,,0.9,Accepted,Maesa lanceolata,Forssk.,Primulaceae,tpl;tropicos, ,
"739"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"740"",""Macaranga kilimandscharica",Macaranga kilimandscharica,,0.9,Accepted,Macaranga kilimandscharica,Pax,Euphorbiaceae,tpl, ,
"741"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"742"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"743"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"744"",""Ocotea usambarensis",Ocotea usambarensis,,0.9,Accepted,Ocotea usambarensis,Engl.,Lauraceae,tpl;tropicos, ,
"745"",""Polyscias fulva",Polyscias fulva,,0.9,Accepted,Polyscias fulva,(Hiern) Harms,Araliaceae,tpl;tropicos, ,
"746"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"747"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"748"",""Millettia ferruginea",Millettia ferruginea,,0.9,Accepted,Millettia ferruginea,(Hochst.)Baker,Fabaceae,ildis, ,
"749"",""Tabernaemontana holstii",Tabernaemontana holstii,,0.9,Synonym,Tabernaemontana pachysiphon,Stapf,Apocynaceae,tpl, ,
"750"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"751"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"752"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"753"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"754"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"755"",""Tabernaemontana holstii",Tabernaemontana holstii,,0.9,Synonym,Tabernaemontana pachysiphon,Stapf,Apocynaceae,tpl, ,
"756"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"757"",""Newtonia buchananii",Newtonia buchananii,,0.9,Accepted,Newtonia buchananii,(Baker)G.C.C.Gilbert & Boutique,Fabaceae,ildis, ,
"758"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"759"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"760"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"761"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"762"",""Strombosia scheffleri",Strombosia scheffleri,,0.9,Accepted,Strombosia scheffleri,Engl.,Olacaceae,tpl;tropicos, ,
"763"",""Dichaetanthera corymbosa",Dichaetanthera corymbosa,,0.9,Accepted,Dichaetanthera corymbosa,Jacq.-F¨¦l.,Melastomataceae,tpl;tropicos, ,
"764"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"765"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"766"",""Cassipourea sppTEAM1",Cassipourea,,0.9,Accepted,Cassipourea,,Rhizophoraceae,tpl;usda, ,
"767"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"768"",""Chrysophyllum albidum",Chrysophyllum albidum,,0.9,Accepted,Chrysophyllum albidum,G.Don,Sapotaceae,tpl, ,
"769"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"770"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"771"",""Markhamia lutea",Markhamia lutea,,0.9,Accepted,Markhamia lutea,(Benth.) K.Schum.,Bignoniaceae,tpl, ,
"772"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"773"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"774"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"775"",""Rytigynia ruwenzoriensis",Rytigynia ruwenzoriensis,,0.9,Accepted,Rytigynia ruwenzoriensis,(De Wild.) Robyns,Rubiaceae,tpl;tropicos, ,
"776"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"777"",""Macaranga kilimandscharica",Macaranga kilimandscharica,,0.9,Accepted,Macaranga kilimandscharica,Pax,Euphorbiaceae,tpl, ,
"778"",""Maesa lanceolata",Maesa lanceolata,,0.9,Accepted,Maesa lanceolata,Forssk.,Primulaceae,tpl;tropicos, ,
"779"",""Newtonia buchananii",Newtonia buchananii,,0.9,Accepted,Newtonia buchananii,(Baker)G.C.C.Gilbert & Boutique,Fabaceae,ildis, ,
"780"",""Macaranga kilimandscharica",Macaranga kilimandscharica,,0.9,Accepted,Macaranga kilimandscharica,Pax,Euphorbiaceae,tpl, ,
"781"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"782"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"783"",""Entandrophragma excelsum",Entandrophragma excelsum,,0.9,Accepted,Entandrophragma excelsum,(Dawe & Sprague) Sprague,Meliaceae,tpl, ,
"784"",""Sericostachys scandens",Sericostachys scandens,,0.9,Accepted,Sericostachys scandens,Gilg & Lopr.,Amaranthaceae,tpl;tropicos, ,
"785"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"786"",""unknown sppTEAM9",No suitable matches found.,,0,,,,,, ,
"787"",""Chrysophyllum sppTEAM5",Chrysophyllum,,0.9,Accepted,Chrysophyllum,,Sapotaceae,tpl, ,
"788"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"789"",""Albizia gummifera",Albizia gummifera,,0.9,No opinion,,,,tpl, ,
"790"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"791"",""unknown sppTEAM9",No suitable matches found.,,0,,,,,, ,
"792"",""unknown sppTEAM2",No suitable matches found.,,0,,,,,, ,
"793"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"794"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"795"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"796"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"797"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"798"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"799"",""unknown sppTEAM2",No suitable matches found.,,0,,,,,, ,
"800"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"801"",""unknown sppTEAM2",No suitable matches found.,,0,,,,,, ,
"802"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"803"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"804"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"805"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"806"",""Macaranga kilimandscharica",Macaranga kilimandscharica,,0.9,Accepted,Macaranga kilimandscharica,Pax,Euphorbiaceae,tpl, ,
"807"",""Strombosia scheffleri",Strombosia scheffleri,,0.9,Accepted,Strombosia scheffleri,Engl.,Olacaceae,tpl;tropicos, ,
"808"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"809"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"810"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"811"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"812"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"813"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"814"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
"815"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"816"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"817"",""Croton macrostachyus",Croton macrostachyus,,0.9,Accepted,Croton macrostachyus,Hochst. ex Delile,Euphorbiaceae,tpl;tropicos, ,
"818"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"819"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"820"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"821"",""Bridelia micrantha",Bridelia micrantha,,0.9,Accepted,Bridelia micrantha,(Hochst.) Baill.,Phyllanthaceae,tpl;tropicos, ,
"822"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"823"",""Strombosia scheffleri",Strombosia scheffleri,,0.9,Accepted,Strombosia scheffleri,Engl.,Olacaceae,tpl;tropicos, ,
"824"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"825"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"826"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"827"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"828"",""Dichaetanthera corymbosa",Dichaetanthera corymbosa,,0.9,Accepted,Dichaetanthera corymbosa,Jacq.-F¨¦l.,Melastomataceae,tpl;tropicos, ,
"829"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"830"",""Macaranga barteri",No suitable matches found.,,0,,,,,, ,
"831"",""Funtumia africana",Funtumia africana,,0.9,Accepted,Funtumia africana,(Benth.) Stapf,Apocynaceae,tpl;tropicos;usda, ,
"832"",""unknown sppTEAM9",No suitable matches found.,,0,,,,,, ,
"833"",""Polyscias fulva",Polyscias fulva,,0.9,Accepted,Polyscias fulva,(Hiern) Harms,Araliaceae,tpl;tropicos, ,
"834"",""Ficus sur",Ficus sur,,0.9,Accepted,Ficus sur,Forssk.,Moraceae,tpl;tropicos, ,
"835"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"836"",""Polyscias fulva",Polyscias fulva,,0.9,Accepted,Polyscias fulva,(Hiern) Harms,Araliaceae,tpl;tropicos, ,
"837"",""Cassipourea sppTEAM1",Cassipourea,,0.9,Accepted,Cassipourea,,Rhizophoraceae,tpl;usda, ,
"838"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"839"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"840"",""Allophylus abyssinicus",Allophylus abyssinicus,,0.9,Accepted,Allophylus abyssinicus,(Hochst.) Radlk.,Sapindaceae,tpl;tropicos, ,
"841"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"842"",""Millettia dura",No suitable matches found.,,0,,,,,, ,
"843"",""Maesopsis eminii",Maesopsis eminii,,0.9,Accepted,Maesopsis eminii,Engl.,Rhamnaceae,tpl;tropicos;usda, ,
"844"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"845"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"846"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"847"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"848"",""Macaranga kilimandscharica",Macaranga kilimandscharica,,0.9,Accepted,Macaranga kilimandscharica,Pax,Euphorbiaceae,tpl, ,
"849"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"850"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"851"",""Polyscias fulva",Polyscias fulva,,0.9,Accepted,Polyscias fulva,(Hiern) Harms,Araliaceae,tpl;tropicos, ,
"852"",""Dichaetanthera corymbosa",Dichaetanthera corymbosa,,0.9,Accepted,Dichaetanthera corymbosa,Jacq.-F¨¦l.,Melastomataceae,tpl;tropicos, ,
"853"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"854"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"855"",""Polyscias fulva",Polyscias fulva,,0.9,Accepted,Polyscias fulva,(Hiern) Harms,Araliaceae,tpl;tropicos, ,
"856"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"857"",""Millettia ferruginea",Millettia ferruginea,,0.9,Accepted,Millettia ferruginea,(Hochst.)Baker,Fabaceae,ildis, ,
"858"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"859"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"860"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"861"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"862"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"863"",""Sapium ellipticum",Sapium ellipticum,,0.9,Synonym,Shirakiopsis elliptica,(Hochst.) Esser,Euphorbiaceae,tpl, ,
"864"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"865"",""Neoboutonia macrocalyx",Neoboutonia macrocalyx,,0.9,Accepted,Neoboutonia macrocalyx,Pax,Euphorbiaceae,tpl;tropicos, ,
"866"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"867"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"868"",""Macaranga barteri",Macaranga barteri,,0.9,Accepted,Macaranga barteri,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
"869"",""Prunus africana",Prunus africana,,0.9,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,
"870"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"871"",""Dichaetanthera corymbosa",Dichaetanthera corymbosa,,0.9,Accepted,Dichaetanthera corymbosa,Jacq.-F¨¦l.,Melastomataceae,tpl;tropicos, ,
"872"",""Carapa grandiflora",Carapa grandiflora,,0.9,Accepted,Carapa grandiflora,Sprague,Meliaceae,tpl, ,
"873"",""Parinari excelsa",Parinari excelsa,,0.9,Accepted,Parinari excelsa,Sabine,Chrysobalanaceae,tpl;tropicos, ,
"874"",""Millettia dura",Millettia dura,,0.9,Accepted,Millettia dura,Dunn,Fabaceae,ildis;tropicos, ,
"875"",""Cassipourea gummifera",Cassipourea gummifera,,0.9,Invalid,,,,tropicos, ,
"876"",""Syzygium guineense",Syzygium guineense,,0.9,Accepted,Syzygium guineense,(Willd.) DC.,Myrtaceae,tpl;tropicos, ,
"877"",""Cassipourea sppTEAM1",Cassipourea,,0.9,Accepted,Cassipourea,,Rhizophoraceae,tpl;usda, ,
"878"",""Millettia ferruginea",Millettia ferruginea,,0.9,Accepted,Millettia ferruginea,(Hochst.)Baker,Fabaceae,ildis, ,
"879"",""Tabernaemontana holstii",Tabernaemontana holstii,,0.9,Synonym,Tabernaemontana pachysiphon,Stapf,Apocynaceae,tpl, ,
"880"",""Albizia sppTEAM1",Albizia,,0.9,Accepted,Albizia,,Asteraceae,tpl;gcc;usda, ,
"881"",""Alangium chinense",Alangium chinense,,0.9,Accepted,Alangium chinense,(Lour.) Harms,Cornaceae,tpl;tropicos, ,
"882"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"883"",""unknown sppTEAM2",No suitable matches found.,,0,,,,,, ,
"884"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"885"",""Pauridiantha callicarpoides",Pauridiantha callicarpoides,,0.9,Accepted,Pauridiantha callicarpoides,(Hiern) Bremek.,Rubiaceae,tpl;tropicos, ,
"886"",""Leptonychia mildbraedii",Leptonychia mildbraedii,,0.9,Accepted,Leptonychia mildbraedii,Engl.,Malvaceae,tpl;tropicos, ,
"887"",""Xymalos monospora",Xymalos monospora,,0.9,Accepted,Xymalos monospora,(Harv.) Baill.,Monimiaceae,tpl, ,
"888"",""Psychotria mahonii",Psychotria mahonii,,0.9,Accepted,Psychotria mahonii,C.H.Wright,Rubiaceae,tpl, ,
"889"",""Myrianthus holstii",Myrianthus holstii,,0.9,Accepted,Myrianthus holstii,Engl.,Urticaceae,tpl;tropicos, ,
"890"",""Ilex mitis",Ilex mitis,,0.9,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tpl;tropicos, ,
