"","family","genus","species","meanWD","sdWD","levelWD","nInd"
"1",NA,"Aapaca",NA,0.614603918662284,0.137644142710672,"dataset",22967
"20","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"2","Fabaceae","Abarema","acreana",0.685116666666667,0.0941339098036177,"genus",7
"3","Fabaceae","Abarema","adenophora",0.685116666666667,0.0941339098036177,"genus",7
"4","Fabaceae","Abarema","auriculata",0.685116666666667,0.0941339098036177,"genus",7
"5","Fabaceae","Abarema","barbouriana",0.685116666666667,0.0941339098036177,"genus",7
"6","Fabaceae","Abarema","cochleata",0.685116666666667,0.0941339098036177,"genus",7
"7","Fabaceae","Abarema","commutata",0.685116666666667,0.0941339098036177,"genus",7
"8","Fabaceae","Abarema","curvicarpa",0.685116666666667,0.0941339098036177,"genus",7
"9","Fabaceae","Abarema","filamentosa",0.685116666666667,0.0941339098036177,"genus",7
"10","Fabaceae","Abarema","floribunda",0.685116666666667,0.0941339098036177,"genus",7
"11","Fabaceae","Abarema","idiopoda",0.685116666666667,0.0941339098036177,"genus",7
"12","Fabaceae","Abarema","jupunba",0.585142857142857,0.0708232617216773,"species",7
"13","Fabaceae","Abarema","laeta",0.685116666666667,0.0941339098036177,"genus",7
"14","Fabaceae","Abarema","langsdorffii",0.685116666666667,0.0941339098036177,"genus",7
"15","Fabaceae","Abarema","macradenia",0.438,0.0708232617216773,"species",1
"16","Fabaceae","Abarema","mataybifolia",0.685116666666667,0.0941339098036177,"genus",7
"17","Fabaceae","Abarema","microcalyx",0.685116666666667,0.0941339098036177,"genus",7
"18","Fabaceae","Abarema","racemiflora",0.685116666666667,0.0941339098036177,"genus",7
"25","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"24","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"23","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"21","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"22","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"26","Fabaceae","Abarema",NA,0.685116666666667,0.0941339098036177,"genus",7
"19","Fabaceae","Abarema","turbinata",0.685116666666667,0.0941339098036177,"genus",7
"27",NA,"Abatia",NA,0.614603918662284,0.137644142710672,"dataset",22967
"28",NA,"Aberemoa","argentea",0.614603918662284,0.137644142710672,"dataset",22967
"29","Pinaceae","Abies","alba",0.353,0.0708232617216773,"species",1
"30","Pinaceae","Abies","amabilis",0.4,0.0708232617216773,"species",1
"31","Pinaceae","Abies","balsamea",0.33,0.0708232617216773,"species",1
"32","Pinaceae","Abies","cephalonica",0.45,0.0941339098036177,"genus",1
"33","Pinaceae","Abies","concolor",0.37,0.0708232617216773,"species",1
"34","Pinaceae","Abies","durangensis",0.45,0.0941339098036177,"genus",1
"35","Pinaceae","Abies","fabri",0.373,0.0708232617216773,"species",1
"36","Pinaceae","Abies","firma",0.45,0.0941339098036177,"genus",1
"37","Pinaceae","Abies","fraseri",0.45,0.0941339098036177,"genus",1
"38","Pinaceae","Abies","grandis",0.35,0.0708232617216773,"species",1
"39","Pinaceae","Abies","holophylla",0.336,0.0708232617216773,"species",1
"40","Pinaceae","Abies","koreana",0.45,0.0941339098036177,"genus",1
"41","Pinaceae","Abies","lasiocarpa",0.31,0.0708232617216773,"species",1
"42","Pinaceae","Abies","magnifica",0.36,0.0708232617216773,"species",1
"43","Pinaceae","Abies","nephrolepis",0.3235,0.0708232617216773,"species",2
"44","Pinaceae","Abies","nordmanniana",0.45,0.0941339098036177,"genus",1
"45","Pinaceae","Abies","pinsapo",0.41,0.0708232617216773,"species",1
"46","Pinaceae","Abies","procera",0.37,0.0708232617216773,"species",1
"47","Pinaceae","Abies","religiosa",0.38,0.0708232617216773,"species",1
"48","Pinaceae","Abies","shastensis",0.45,0.0941339098036177,"genus",1
"52","Pinaceae","Abies",NA,0.45,0.0941339098036177,"genus",1
"51","Pinaceae","Abies",NA,0.45,0.0941339098036177,"genus",1
"53","Pinaceae","Abies",NA,0.45,0.0941339098036177,"genus",1
"54","Pinaceae","Abies",NA,0.45,0.0941339098036177,"genus",1
"49","Pinaceae","Abies","veitchii",0.45,0.0941339098036177,"genus",1
"50","Pinaceae","Abies","vejarii",0.45,0.0941339098036177,"genus",1
"55",NA,"Abrahamia","ditimena",0.614603918662284,0.137644142710672,"dataset",22967
"56",NA,"Abrahamia","lenticellata",0.614603918662284,0.137644142710672,"dataset",22967
"57",NA,"Abrahamia","thouvenotii",0.614603918662284,0.137644142710672,"dataset",22967
"58",NA,"Abroma","augusta",0.614603918662284,0.137644142710672,"dataset",22967
"59","Menispermaceae","Abuta","grandifolia",0.65,0.0941339098036177,"genus",1
"60","Menispermaceae","Abuta","grisebachii",0.65,0.0941339098036177,"genus",1
"61","Menispermaceae","Abuta","pahnii",0.65,0.0941339098036177,"genus",1
"62","Menispermaceae","Abuta","panamensis",0.65,0.0941339098036177,"genus",1
"63","Menispermaceae","Abuta","panurensis",0.65,0.0941339098036177,"genus",1
"64","Menispermaceae","Abuta","racemosa",0.65,0.0941339098036177,"genus",1
"65","Menispermaceae","Abuta","rufescens",0.45,0.0708232617216773,"species",1
"66","Menispermaceae","Abuta","solimoesensis",0.65,0.0941339098036177,"genus",1
"81","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"78","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"74","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"76","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"80","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"79","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"77","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"72","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"71","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"67","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"70","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"68","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"73","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"75","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"69","Menispermaceae","Abuta",NA,0.65,0.0941339098036177,"genus",1
"82","Fabaceae","Acacia","acanthophylla",0.85,0.0941339098036177,"genus",1
"83","Fabaceae","Acacia","albicorticata",0.49,0.0708232617216773,"species",1
"84","Fabaceae","Acacia","alemquerensis",0.85,0.0941339098036177,"genus",1
"85","Fabaceae","Acacia","altiscandens",0.85,0.0941339098036177,"genus",1
"86","Fabaceae","Acacia","anegadensis",0.85,0.0941339098036177,"genus",1
"87","Fabaceae","Acacia","aneura",0.979888888888889,0.0708232617216773,"species",9
"88","Fabaceae","Acacia","angustissima",0.85,0.0708232617216773,"species",1
"89","Fabaceae","Acacia","arabica",0.86,0.0708232617216773,"species",1
"90","Fabaceae","Acacia","argyrodendron",0.85,0.0941339098036177,"genus",1
"91","Fabaceae","Acacia","articulata",0.85,0.0941339098036177,"genus",1
"92","Fabaceae","Acacia","aulacocarpa",0.655,0.0708232617216773,"species",6
"93","Fabaceae","Acacia","auriculiformis",0.68,0.0708232617216773,"species",1
"94","Fabaceae","Acacia","bonariensis",0.85,0.0941339098036177,"genus",1
"95","Fabaceae","Acacia","borleae",0.85,0.0941339098036177,"genus",1
"96","Fabaceae","Acacia","burkei",0.85,0.0941339098036177,"genus",1
"97","Fabaceae","Acacia","caffra",0.85,0.0941339098036177,"genus",1
"98","Fabaceae","Acacia","cambagei",1.083,0.0708232617216773,"species",5
"99","Fabaceae","Acacia","caven",0.7825,0.0708232617216773,"species",2
"100","Fabaceae","Acacia","concurrens",0.758,0.0708232617216773,"species",1
"101","Fabaceae","Acacia","confusa",0.73225,0.0708232617216773,"species",4
"102","Fabaceae","Acacia","cornigera",0.85,0.0941339098036177,"genus",1
"103","Fabaceae","Acacia","crassicarpa",0.5965,0.0708232617216773,"species",4
"104","Fabaceae","Acacia","dealbata",0.58675,0.0708232617216773,"species",4
"105","Fabaceae","Acacia","disparrima",0.85,0.0941339098036177,"genus",1
"106","Fabaceae","Acacia","dolichostachya",0.85,0.0941339098036177,"genus",1
"107","Fabaceae","Acacia","doratoxylon",0.788,0.0708232617216773,"species",1
"108","Fabaceae","Acacia","drakei",0.85,0.0941339098036177,"genus",1
"109","Fabaceae","Acacia","excelsa",0.9375,0.0708232617216773,"species",2
"110","Fabaceae","Acacia","falcata",0.85,0.0941339098036177,"genus",1
"111","Fabaceae","Acacia","farnesiana",0.85,0.0941339098036177,"genus",1
"112","Fabaceae","Acacia","feddeana",0.85,0.0941339098036177,"genus",1
"113","Fabaceae","Acacia","fimbriata",0.85,0.0941339098036177,"genus",1
"114","Fabaceae","Acacia","flavescens",0.85,0.0941339098036177,"genus",1
"115","Fabaceae","Acacia","flexuosa",0.85,0.0941339098036177,"genus",1
"116","Fabaceae","Acacia","gentlei",0.85,0.0941339098036177,"genus",1
"117","Fabaceae","Acacia","georginae",0.775,0.0708232617216773,"species",1
"118","Fabaceae","Acacia","gerrardii",0.775,0.0708232617216773,"species",1
"119","Fabaceae","Acacia","glomerosa",0.85,0.0941339098036177,"genus",1
"120","Fabaceae","Acacia","grandicornuta",0.85,0.0941339098036177,"genus",1
"121","Fabaceae","Acacia","guadalupensis",0.85,0.0941339098036177,"genus",1
"122","Fabaceae","Acacia","hindsii",0.78,0.0708232617216773,"species",1
"123","Fabaceae","Acacia","huberi",0.85,0.0941339098036177,"genus",1
"196","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"124","Fabaceae","Acacia","hylonoma",0.85,0.0941339098036177,"genus",1
"125","Fabaceae","Acacia","implexa",0.639,0.0708232617216773,"species",2
"126","Fabaceae","Acacia","irrorata",0.551,0.0708232617216773,"species",1
"127","Fabaceae","Acacia","kamerunensis",0.85,0.0941339098036177,"genus",1
"128","Fabaceae","Acacia","karroo",0.689,0.0708232617216773,"species",1
"129","Fabaceae","Acacia","klugii",0.85,0.0941339098036177,"genus",1
"130","Fabaceae","Acacia","koa",0.85,0.0941339098036177,"genus",1
"131","Fabaceae","Acacia","koaia",0.85,0.0941339098036177,"genus",1
"132","Fabaceae","Acacia","kuhlmannii",0.85,0.0941339098036177,"genus",1
"133","Fabaceae","Acacia","leiocalyx",0.85,0.0941339098036177,"genus",1
"134","Fabaceae","Acacia","loretensis",0.85,0.0941339098036177,"genus",1
"135","Fabaceae","Acacia","macbridei",0.85,0.0941339098036177,"genus",1
"137","Fabaceae","Acacia","macracantha",0.73,0.0708232617216773,"species",1
"136","Fabaceae","Acacia","macracantha",0.73,0.0708232617216773,"species",1
"138","Fabaceae","Acacia","maidenii",0.62,0.0708232617216773,"species",1
"139","Fabaceae","Acacia","mangium",0.527125,0.0708232617216773,"species",56
"140","Fabaceae","Acacia","mearnsii",0.659666666666667,0.0708232617216773,"species",3
"141","Fabaceae","Acacia","melanoceras",0.85,0.0941339098036177,"genus",1
"142","Fabaceae","Acacia","melanoxylon",0.530625,0.0708232617216773,"species",8
"143","Fabaceae","Acacia","muricata",0.85,0.0941339098036177,"genus",1
"144","Fabaceae","Acacia","myriophylla",0.85,0.0941339098036177,"genus",1
"145","Fabaceae","Acacia","nigrescens",0.85,0.0941339098036177,"genus",1
"146","Fabaceae","Acacia","nilotica",0.723333333333333,0.0708232617216773,"species",3
"147","Fabaceae","Acacia","oshanesii",0.771,0.0708232617216773,"species",2
"148","Fabaceae","Acacia","pendula",0.994,0.0708232617216773,"species",1
"149","Fabaceae","Acacia","pennata",0.85,0.0941339098036177,"genus",1
"150","Fabaceae","Acacia","pennatula",0.85,0.0941339098036177,"genus",1
"151","Fabaceae","Acacia","penninervis",0.6365,0.0708232617216773,"species",2
"152","Fabaceae","Acacia","pentagona",0.85,0.0941339098036177,"genus",1
"153","Fabaceae","Acacia","platycarpa",0.85,0.0941339098036177,"genus",1
"154","Fabaceae","Acacia","plectocarpa",0.85,0.0941339098036177,"genus",1
"155","Fabaceae","Acacia","podalyriifolia",0.68,0.0708232617216773,"species",1
"156","Fabaceae","Acacia","polyphylla",0.62925,0.0708232617216773,"species",4
"157","Fabaceae","Acacia","praecox",0.765,0.0708232617216773,"species",1
"158","Fabaceae","Acacia","pteridifolia",0.85,0.0941339098036177,"genus",1
"159","Fabaceae","Acacia","rhodoxylon",1.102,0.0708232617216773,"species",1
"160","Fabaceae","Acacia","riparia",0.85,0.0941339098036177,"genus",1
"161","Fabaceae","Acacia","rothii",0.85,0.0941339098036177,"genus",1
"162","Fabaceae","Acacia","senegal",0.85,0.0941339098036177,"genus",1
"163","Fabaceae","Acacia","seyal",0.85,0.0941339098036177,"genus",1
"164","Fabaceae","Acacia","sparsiflora",0.85,0.0941339098036177,"genus",1
"206","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"210","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"208","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"197","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"183","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"205","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"203","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"193","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"180","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"191","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"184","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"182","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"192","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"199","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"187","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"202","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"198","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"174","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"179","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"186","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"173","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"172","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"175","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"176","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"177","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"200","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"188","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"207","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"204","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"209","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"190","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"194","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"181","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"178","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"189","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"195","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"165","Fabaceae","Acacia","stenophylla",0.764,0.0708232617216773,"species",3
"185","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"166","Fabaceae","Acacia","tamarindifolia",0.85,0.0941339098036177,"genus",1
"167","Fabaceae","Acacia","tenuifolia",0.49,0.0708232617216773,"species",1
"168","Fabaceae","Acacia","tenuissima",0.85,0.0941339098036177,"genus",1
"169","Fabaceae","Acacia","tortilis",0.85,0.0941339098036177,"genus",1
"170","Fabaceae","Acacia","torulosa",0.85,0.0941339098036177,"genus",1
"201","Fabaceae","Acacia",NA,0.85,0.0941339098036177,"genus",1
"171","Fabaceae","Acacia","visco",0.688,0.0708232617216773,"species",1
"211","Euphorbiaceae","Acalypha","cuneata",0.42,0.0941339098036177,"genus",1
"212","Euphorbiaceae","Acalypha","diversifolia",0.42,0.0941339098036177,"genus",1
"213","Euphorbiaceae","Acalypha","ferdinandii",0.42,0.0941339098036177,"genus",1
"214","Euphorbiaceae","Acalypha","glabrata",0.42,0.0941339098036177,"genus",1
"215","Euphorbiaceae","Acalypha","macrostachya",0.42,0.0941339098036177,"genus",1
"216","Euphorbiaceae","Acalypha","mapirensis",0.42,0.0941339098036177,"genus",1
"217","Euphorbiaceae","Acalypha","obovata",0.42,0.0941339098036177,"genus",1
"218","Euphorbiaceae","Acalypha","repanda",0.42,0.0941339098036177,"genus",1
"219","Euphorbiaceae","Acalypha","skutchii",0.42,0.0941339098036177,"genus",1
"227","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"223","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"230","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"228","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"225","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"224","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"226","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"229","Euphorbiaceae","Acalypha",NA,0.42,0.0941339098036177,"genus",1
"220","Euphorbiaceae","Acalypha","stenoloba",0.42,0.0941339098036177,"genus",1
"221","Euphorbiaceae","Acalypha","stricta",0.42,0.0941339098036177,"genus",1
"222","Euphorbiaceae","Acalypha","villosa",0.42,0.0941339098036177,"genus",1
"231",NA,"Acanthocereus","pentagonus",0.614603918662284,0.137644142710672,"dataset",22967
"232",NA,"Acanthocereus",NA,0.614603918662284,0.137644142710672,"dataset",22967
"233",NA,"Acanthocladus","pulcherrimus",0.614603918662284,0.137644142710672,"dataset",22967
"234",NA,"Acanthopanax","senticosus",0.614603918662284,0.137644142710672,"dataset",22967
"235","Santalaceae","Acanthosyris","annonagustata",0.396,0.0941339098036177,"genus",1
"236","Myrtaceae","Acca","sellowiana",0.75,0.0708232617216773,"species",1
"237","Sapindaceae","Acer","amplum",0.633,0.0941339098036177,"genus",1
"238","Sapindaceae","Acer","barbatum",0.633,0.0941339098036177,"genus",1
"239","Sapindaceae","Acer","barbinerve",0.633,0.0941339098036177,"genus",1
"240","Sapindaceae","Acer","buergerianum",0.62,0.0708232617216773,"species",1
"241","Sapindaceae","Acer","caesium",0.499,0.0708232617216773,"species",1
"242","Sapindaceae","Acer","campbellii",0.499,0.0708232617216773,"species",1
"243","Sapindaceae","Acer","campestre",0.525,0.0708232617216773,"species",1
"244","Sapindaceae","Acer","cappadocicum",0.633,0.0941339098036177,"genus",1
"245","Sapindaceae","Acer","cordatum",0.633,0.0941339098036177,"genus",1
"246","Sapindaceae","Acer","crataegifolium",0.633,0.0941339098036177,"genus",1
"247","Sapindaceae","Acer","fabri",0.633,0.0941339098036177,"genus",1
"248","Sapindaceae","Acer","ginnala",0.633,0.0941339098036177,"genus",1
"249","Sapindaceae","Acer","glabrum",0.633,0.0941339098036177,"genus",1
"250","Sapindaceae","Acer","grandidentatum",0.633,0.0941339098036177,"genus",1
"251","Sapindaceae","Acer","komarovii",0.633,0.0941339098036177,"genus",1
"252","Sapindaceae","Acer","leucoderme",0.633,0.0941339098036177,"genus",1
"253","Sapindaceae","Acer","lobelii",0.633,0.0941339098036177,"genus",1
"254","Sapindaceae","Acer","macrophyllum",0.44,0.0708232617216773,"species",1
"255","Sapindaceae","Acer","mandshuricum",0.585,0.0708232617216773,"species",1
"256","Sapindaceae","Acer","mono",0.63925,0.0708232617216773,"species",4
"257","Sapindaceae","Acer","monspessulanum",0.633,0.0941339098036177,"genus",1
"258","Sapindaceae","Acer","negundo",0.416,0.0708232617216773,"species",1
"259","Sapindaceae","Acer","nigrum",0.52,0.0708232617216773,"species",1
"260","Sapindaceae","Acer","obtusatum",0.633,0.0941339098036177,"genus",1
"261","Sapindaceae","Acer","obtusifolium",0.633,0.0941339098036177,"genus",1
"262","Sapindaceae","Acer","opalus",0.633,0.0941339098036177,"genus",1
"263","Sapindaceae","Acer","palmatum",0.633,0.0941339098036177,"genus",1
"264","Sapindaceae","Acer","pensylvanicum",0.44,0.0708232617216773,"species",2
"265","Sapindaceae","Acer","pictum",0.629,0.0708232617216773,"species",1
"266","Sapindaceae","Acer","pilosum",0.633,0.0941339098036177,"genus",1
"267","Sapindaceae","Acer","platanoides",0.5165,0.0708232617216773,"species",2
"270","Sapindaceae","Acer","pseudosieboldianum",0.633,0.0941339098036177,"genus",1
"268","Sapindaceae","Acer","pseudoplatanus",0.509,0.0708232617216773,"species",2
"269","Sapindaceae","Acer","pseudosieboldianum",0.633,0.0941339098036177,"genus",1
"271","Sapindaceae","Acer","rubrum",0.528442467583333,0.0708232617216773,"species",12
"272","Sapindaceae","Acer","saccharinum",0.44,0.0708232617216773,"species",1
"16995","Elaeocarpaceae","No","suitable",0.653,0.0708232617216773,"species",1
"18069",NA,"No","suitable",0.461007343625,0.0708232617216773,"species",8
"273","Sapindaceae","Acer","spicatum",0.633,0.0941339098036177,"genus",1
"282","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"281","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"284","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"283","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"278","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"279","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"280","Sapindaceae","Acer",NA,0.633,0.0941339098036177,"genus",1
"274","Sapindaceae","Acer","tataricum",0.633,0.0941339098036177,"genus",1
"17258","Elaeocarpaceae","No","suitable",0.653,0.0708232617216773,"species",1
"18205",NA,"No","suitable",0.461007343625,0.0708232617216773,"species",8
"275","Sapindaceae","Acer","triflorum",0.633,0.0941339098036177,"genus",1
"276","Sapindaceae","Acer","truncatum",0.59,0.0708232617216773,"species",1
"277","Sapindaceae","Acer","ukurunduense",0.633,0.0941339098036177,"genus",1
"285","Elaeocarpaceae","Aceratium","oppositifolium",0.502666666666667,0.0941339098036177,"genus",1
"286","Elaeocarpaceae","Aceratium","parvifolium",0.502666666666667,0.0941339098036177,"genus",1
"288","Elaeocarpaceae","Aceratium",NA,0.502666666666667,0.0941339098036177,"genus",1
"289","Elaeocarpaceae","Aceratium",NA,0.502666666666667,0.0941339098036177,"genus",1
"287","Elaeocarpaceae","Aceratium",NA,0.502666666666667,0.0941339098036177,"genus",1
"290",NA,"Achatocarpus","gracilis",0.614603918662284,0.137644142710672,"dataset",22967
"291",NA,"Achatocarpus","nigricans",0.614603918662284,0.137644142710672,"dataset",22967
"292",NA,"Achatocarpus","praecox",0.614603918662284,0.137644142710672,"dataset",22967
"293",NA,"Achatocarpus",NA,0.614603918662284,0.137644142710672,"dataset",22967
"294",NA,"Achras","zapota",0.614603918662284,0.137644142710672,"dataset",22967
"295",NA,"Acidoton",NA,0.614603918662284,0.137644142710672,"dataset",22967
"296","Chrysobalanaceae","Acioa","scabrifolia",0.745,0.0941339098036177,"genus",1
"297",NA,"Ackama","rosifolia",0.614603918662284,0.137644142710672,"dataset",22967
"298","Myrtaceae","Acmena","acuminatissima",0.63,0.0708232617216773,"species",1
"299","Myrtaceae","Acmena","hemilampra",0.62,0.0708232617216773,"species",1
"300","Myrtaceae","Acmena","smithii",0.638,0.0708232617216773,"species",6
"301",NA,"Acnistus","arborescens",0.614603918662284,0.137644142710672,"dataset",22967
"302","Fabaceae","Acosmium","cardenasii",0.8006,0.0708232617216773,"species",10
"303","Fabaceae","Acosmium","lentiscifolium",0.446333333333333,0.0941339098036177,"genus",3
"304","Fabaceae","Acosmium",NA,0.65,0.0708232617216773,"species",3
"305","Fabaceae","Acrocarpus","fraxinifolius",0.5915,0.0708232617216773,"species",2
"306",NA,"Acrocomia","aculeata",0.614603918662284,0.137644142710672,"dataset",22967
"307",NA,"Acrocomia","media",0.614603918662284,0.137644142710672,"dataset",22967
"308",NA,"Acrocomia","totai",0.614603918662284,0.137644142710672,"dataset",22967
"309","Rutaceae","Acronychia","laevis",0.537,0.0708232617216773,"species",2
"310","Rutaceae","Acronychia","pedunculata",0.458666666666667,0.0708232617216773,"species",3
"311","Rutaceae","Acronychia","porteri",0.52,0.0708232617216773,"species",1
"312","Rutaceae","Acronychia","wilcoxiana",0.551,0.0708232617216773,"species",1
"313",NA,"Acropogon","aoupiniensis",0.614603918662284,0.137644142710672,"dataset",22967
"314",NA,"Acropogon","grandiflorus",0.614603918662284,0.137644142710672,"dataset",22967
"315",NA,"Acropogon","merytifolius",0.614603918662284,0.137644142710672,"dataset",22967
"316",NA,"Acropogon","sageniifolia",0.614603918662284,0.137644142710672,"dataset",22967
"317",NA,"Acropogon","schistophilus",0.614603918662284,0.137644142710672,"dataset",22967
"318",NA,"Acropogon","schumanniana",0.614603918662284,0.137644142710672,"dataset",22967
"319",NA,"Acsmithia",NA,0.614603918662284,0.137644142710672,"dataset",22967
"320",NA,"Actinidia","arguta",0.614603918662284,0.137644142710672,"dataset",22967
"321","Lauraceae","Actinodaphne","borneensis",0.5,0.0708232617216773,"species",1
"322","Lauraceae","Actinodaphne","ferruginea",0.6539375,0.0941339098036177,"genus",4
"323","Lauraceae","Actinodaphne","lancifolia",0.6539375,0.0941339098036177,"genus",4
"324","Lauraceae","Actinodaphne","macrophylla",0.6539375,0.0941339098036177,"genus",4
"325","Lauraceae","Actinodaphne","nitida",0.6539375,0.0941339098036177,"genus",4
"326","Lauraceae","Actinodaphne","obovata",0.6539375,0.0941339098036177,"genus",4
"327","Lauraceae","Actinodaphne","pruinosa",0.6539375,0.0941339098036177,"genus",4
"331","Lauraceae","Actinodaphne",NA,0.6539375,0.0941339098036177,"genus",4
"330","Lauraceae","Actinodaphne",NA,0.6539375,0.0941339098036177,"genus",4
"329","Lauraceae","Actinodaphne",NA,0.6539375,0.0941339098036177,"genus",4
"328","Lauraceae","Actinodaphne",NA,0.6539375,0.0941339098036177,"genus",4
"332",NA,"Actinokentia","divaricata",0.614603918662284,0.137644142710672,"dataset",22967
"333","Euphorbiaceae","Actinostemon","brasiliensis",0.524111111111111,0.0941339098036177,"genus",3
"334","Euphorbiaceae","Actinostemon","concepcionis",0.524111111111111,0.0941339098036177,"genus",3
"335","Euphorbiaceae","Actinostemon","concolor",0.524111111111111,0.0941339098036177,"genus",3
"336","Euphorbiaceae","Actinostemon","klotzschii",0.524111111111111,0.0941339098036177,"genus",3
"338","Euphorbiaceae","Actinostemon",NA,0.524111111111111,0.0941339098036177,"genus",3
"337","Euphorbiaceae","Actinostemon",NA,0.524111111111111,0.0941339098036177,"genus",3
"339","Euphorbiaceae","Actinostemon",NA,0.524111111111111,0.0941339098036177,"genus",3
"2132","Burseraceae","Aucoumea",NA,0.575,0.0941339098036177,"genus",1
"340","Malvaceae","Adansonia","digitata",0.276,0.0708232617216773,"species",1
"341","Euphorbiaceae","Adelia","ricinella",0.41,0.0941339098036177,"genus",1
"343","Euphorbiaceae","Adelia",NA,0.41,0.0941339098036177,"genus",1
"342","Euphorbiaceae","Adelia","triloba",0.543,0.0708232617216773,"species",1
"344",NA,"Adelobotrys","adscendens",0.614603918662284,0.137644142710672,"dataset",22967
