"","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"sud_biomass24",37268,39.2011,-82.6561,"Temperate broadleaf and mixed forests","log10 Biomass=1.3069+1.3593*(log10((DBH)^(2)))",1.61109019210468,2.64473394432801,4.02145794703875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass25",37297,44.8831,-68.6719,"Temperate broadleaf and mixed forests","log Biomass=6.9465+1.7377*(log((DBH)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass26",37340,50.1365,9.574,"Temperate broadleaf and mixed forests","Biomass=-60.55702+5.46558*(DBH)^2",NA,NA,NA,NA,NA,NA,NA,726.4865,863.126,1010.69666,1169.19848,1338.63146,1518.9956,1710.2909,1912.51736,2125.67498,2349.76376,2584.7837,2830.7348,3087.61706,3355.43048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass27",37343,44.8831,-68.6719,"Temperate broadleaf and mixed forests","log Biomass=6.9902+1.3066*(log((DBH)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass28",37366,-0.6892,36.4587,"Tropical and subtropical moist broadleaf forests","Biomass=0.1646*(DBH)^2-0.0822*(DBH)",3.704,5.4324,7.49,9.8768,12.5928,15.638,19.0124,22.716,26.7488,31.1108,35.802,40.8224,46.172,51.8508,57.8588,64.196,70.8624,77.858,85.1828,92.8368,100.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass29",37375,5.4091,-2.6461,"Tropical and subtropical moist broadleaf forests","Biomass=0.16502*(DBH)^(2.3351)",7.07459267206508,10.829229746627,15.5211900260712,21.2003002363708,27.9118271233038,35.6973997623512,44.5956647419204,54.6427704467187,65.8727364053155,78.317742212337,92.0083583256284,106.97373371161,123.241750719362,140.839154578121,159.791662910317,180.124059272679,201.860273765001,225.023453045733,249.636021580028,275.719735563167,303.295730672869,464.261237483921,665.410842444387,908.880673238444,1196.6113660797,1530.38760617202,1911.86621614993,2342.5969178505,2824.0381666581,3357.56953792317,3944.50162149575,4586.08406629254,5283.51221992283,6037.93268039155,6850.44799104606,7722.12065078846,9647.00807150722,11820.414621009,14249.6994600687,16941.8237319026,19903.400488593,23140.7352828423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass30",37424,45.375,127.534,"Temperate broadleaf and mixed forests","2.002+2.456*(Log10(DBH))",3.71867033064926,3.91313947094223,4.07756078627501,4.21998900805221,4.34561960318298,4.458,4.5596604347486,4.65246914029297,4.73784487326559,4.81689045562575,4.89048013224075,4.95931867740295,5.02398255090504,5.08494927253372,5.14261884394015,5.19732966935074,5.24937058786651,5.29899010409934,5.34640356525921,5.3917988096437,5.43534066129852,5.62980980159149,5.79423111692428,5.93665933870147,6.06228993383224,6.17467033064926,6.27633076539786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass31",37445,50.0669,5.3133,"Temperate broadleaf and mixed forests","log10 Biomass=2.85102+2.0666*log10((DBH))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451.56730653108,1851.60771201889,2302.03228941759,2803.19644752119,3355.42374892625,3959.01131367398,4614.23394187294,5321.34733260572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass32",37524,-7.09,107.67,"Tropical and subtropical moist broadleaf forests","0.08483*((DBH)^2.4680)",NA,NA,NA,NA,NA,24.9200819975897,31.5287399144444,39.0812802559659,47.6169594645409,57.1733261931641,67.7864194074369,79.4909311306672,92.3203420654786,106.307036014838,121.482397460944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass33",37526,29.607,119.25,"Temperate broadleaf and mixed forests","0.085*((DBH)^2.459)",NA,NA,10.1745452152029,14.1291879977011,18.8756213382854,24.4578865252532,30.9174408451493,38.2935482631226,46.6235812014887,55.9432593416176,66.2868424017815,77.6872883970079,90.1763854370526,103.784862854021,118.542485918776,134.478137340786,151.619887989541,169.995058727037,189.630274835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass34",37538,40.1934,9.3614,"Temperate broadleaf and mixed forests","Biomass=0.2306*(DBH)^2.2791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.864317523857,264.469037591774,292.666634885978,322.476999269813,353.919406269977,536.248826234126,761.982123770992,1033.03308091288,1351.1262856663,1717.83655378491,2134.61672857628,2602.81809731149,3123.70587272855,3698.47124050035,4328.24093732159,5014.08500416476,5757.02315956003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass35",37558,2.01,99,"Tropical and subtropical moist broadleaf forests","0.36*((DBH)^2.06)",NA,NA,NA,NA,NA,NA,NA,60.1749679485267,70.9619933538235,82.6658725727099,95.2906949885693,108.840283677346,123.318228916266,138.727915686401,155.072546530025,172.355160757858,190.578650747589,209.74577589543,229.859174652709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass36",37570,43.9424,-71.7469,"Temperate broadleaf and mixed forests","log10 Biomass=2.1112+2.462*(log10((DBH)^(1)))",6.79303966818226,10.6416354795616,15.5536160705541,21.6076505684556,28.8765335892802,37.4282912240805,47.3269798298345,58.6332851396582,71.4049851843423,85.697316711241,101.563271058975,119.053837110999,138.218203670004,159.103930127753,181.757091958121,206.222405930606,232.543338782478,260.762202247118,290.920236715335,323.057685340872,357.213860046837,559.593329724036,817.891180626044,1136.24425045742,1518.48046413059,1968.17699236086,2488.70225630492,3083.24743193627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sud_biomass37",37656,30.317,117.667,"Temperate broadleaf and mixed forests","exp(2.1298-0.6015*log((DBH)))",3.19543457460535,2.8635344378251,2.60996039096307,2.40852833759369,2.24379676804074,2.10600979892974,1.98866984055601,1.88726492276163,1.79855391504213,1.72014229359259,1.65021866609355,1.58738480214345,1.53054238647869,1.4788154380799,1.43149586078845,1.38800440742425,1.34786216221123,1.31066935443804,1.27608937952434,1.24383658238512,1.21366680116108,1.08760689666099,0.991296239964004,0.914789777335421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
