"","GFBIRawName","family","genus","species","meanWD","sdWD","levelWD","nInd"
"14514","Magnoliophyta sppIT1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14515","Magnoliophyta sppKR1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14516","Magnoliophyta sppNL1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14517","Magnoliophyta sppNL2",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14518","Magnoliophyta sppNL3",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14519","Magnoliophyta sppNO1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14520","Magnoliophyta sppOC1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14521","Magnoliophyta sppPLii1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14522","Magnoliophyta sppPLii2",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14523","Magnoliophyta sppPLii3",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14524","Magnoliophyta sppSK1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14525","Magnoliophyta sppUS1",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
"14526","Magonia pubescens","Sapindaceae","Magonia","pubescens",0.77,0.0708232617216773,"species",1
"14527","Mahonia leschnaultii","Berberidaceae","Mahonia","leschenaultii",0.611226809845203,0.143078472955927,"dataset",20772
"14528","Mahurea palustris","Calophyllaceae","Mahurea","palustris",0.69,0.0708232617216773,"species",1
"14529","Majidea fosteri","Sapindaceae","Majidea","fosteri",0.611226809845203,0.143078472955927,"dataset",20772
"14530","Majidea sppFPnet1","Sapindaceae","Majidea",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14531","Majidea sppMakokou21","Sapindaceae","Majidea",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14532","Malaisia scandens","Moraceae","Malaisia","scandens",0.611226809845203,0.143078472955927,"dataset",20772
"14533","Malaisia sppBaitete1","Moraceae","Malaisia",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14534","Malanea colombiana","Rubiaceae","Malanea","colombiana",0.611226809845203,0.143078472955927,"dataset",20772
"14535","Malanea martiana","Rubiaceae","Malanea","martiana",0.611226809845203,0.143078472955927,"dataset",20772
"14536","Malanea sppMiazi1","Rubiaceae","Malanea",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14537","Malanea sppSCA1","Rubiaceae","Malanea",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14538","Malcamia rutea","Brassicaceae","Malcolmia",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14539","Malleastrum bernieri","Meliaceae","Malleastrum",NA,0.611226809845203,0.143078472955927,"dataset",20772
"14540","Malleastrum minutifoliolatum","Meliaceae","Malleastrum","minutifoliolatum",0.611226809845203,0.143078472955927,"dataset",20772
"14541","Malleastrum mocquerysii","Meliaceae","Malleastrum","mocquerysi",0.611226809845203,0.143078472955927,"dataset",20772
"14542","Malleastrum rakotozafyi","Meliaceae","Malleastrum","rakotozafyi",0.611226809845203,0.143078472955927,"dataset",20772
"14543","Malleastrum schatzii","Meliaceae","Malleastrum","schatzii",0.611226809845203,0.143078472955927,"dataset",20772
"14544","Malleastrum sppAnkarif1","Meliaceae","Malleastrum",NA,0.611226809845203,0.143078472955927,"dataset",20772
