"","LatRound","Type","mean","lowCI","highCI"
"1",-56,"SD",22.9598765196624,14.9225912706368,30.9971617686879
"2",-55.9,"SD",27.1626691360755,17.5406426187276,36.7846956534234
"3",-55.8,"SD",27.5831255425242,18.5396205527042,36.6266305323441
"4",-55.7,"SD",27.0414691943128,18.018714992814,36.0642233958116
"5",-55.6,"SD",25.8859761459883,16.4401390820293,35.3318132099472
"6",-55.5,"SD",26.3467241980411,14.5466807917616,38.1467676043207
"7",-55.4,"SD",26.8612890712492,13.3600147481364,40.3625633943619
"8",-55.3,"SD",27.85964090356,15.1908592314368,40.5284225756832
"9",-55.2,"SD",28.3749522324837,14.5430755627267,42.2068289022406
"10",-55.1,"SD",26.7609421996746,12.5073505948399,41.0145338045092
"11",-55,"SD",28.0599593466233,11.727478602321,44.3924400909256
"12",-54.9,"SD",31.1257305614682,15.6033628397514,46.648098283185
"13",-54.8,"SD",27.3623459391188,10.6058407374729,44.1188511407646
"14",-54.7,"SD",26.9164312981855,10.1120326916851,43.7208299046859
"15",-54.6,"SD",30.5143511569026,13.8232251422252,47.20547717158
"16",-54.5,"SD",29.712171663802,12.033519895004,47.3908234326
"17",-54.4,"SD",28.8176072910061,11.9634429466181,45.671771635394
"18",-54.3,"SD",30.7391644517667,12.687495067316,48.7908338362174
"19",-54.2,"SD",30.9339784307689,12.3549971436565,49.5129597178812
"20",-54.1,"SD",30.5925501956375,11.7128163737418,49.4722840175332
"21",-54,"SD",27.5266318964583,7.02606868019809,48.0271951127185
"22",-53.9,"SD",24.0141467517814,1.70672732830663,46.3215661752562
"23",-53.8,"SD",24.083726140711,0.274095001206273,47.8933572802157
"24",-53.7,"SD",25.7757873032432,1.96086118848701,49.5907134179995
"25",-53.6,"SD",26.9511534933992,3.31159403089683,50.5907129559016
"26",-53.5,"SD",26.426302465211,4.71298004087033,48.1396248895517
"27",-53.4,"SD",23.6280366454601,2.32208047738716,44.933992813533
"28",-53.3,"SD",22.5006232736632,0.344856577865762,44.6563899694607
"29",-53.2,"SD",22.6424647777002,-0.308183587677949,45.5931131430784
"30",-53.1,"SD",20.9800403761376,-2.44001367075191,44.4000944230271
"31",-53,"SD",16.7154916020943,-3.77735404608078,37.2083372502694
"32",-52.9,"SD",18.885468328831,-4.18015445505074,41.9510911127128
"33",-52.8,"SD",17.3568296967951,-3.97645341578449,38.6901128093748
"34",-52.7,"SD",19.2852395553797,-5.92819054939025,44.4986696601497
"35",-52.6,"SD",21.2575114095165,-4.76461924079439,47.2796420598274
"36",-52.5,"SD",24.3879880778603,-1.77676106063677,50.5527372163574
"37",-52.4,"SD",27.3292546873376,1.55837107977806,53.1001382948972
"38",-52.3,"SD",21.9381287350245,-2.59214545449565,46.4684029245447
"39",-52.2,"SD",19.2284589829242,-4.10451333971498,42.5614313055634
"40",-52.1,"SD",17.8917054989687,-5.5234338446336,41.3068448425709
"41",-52,"SD",15.0135055452748,-5.98984311842745,36.016854208977
"42",-51.9,"SD",12.5241192584686,-7.23786870950095,32.2861072264381
"43",-51.8,"SD",12.686772577634,-7.8591690524636,33.2327142077317
"44",-51.7,"SD",11.6747920533148,-7.68211956410916,31.0317036707388
"45",-51.6,"SD",11.8257865248943,-6.74640140222783,30.3979744520164
"46",-51.5,"SD",12.033727473155,-7.42483253180968,31.4922874781196
"47",-51.4,"SD",15.9279813108607,-6.75666059511108,38.6126232168325
"48",-51.3,"SD",19.5415930020186,-4.34502092726333,43.4282069313005
"49",-51.2,"SD",19.5086792816121,-6.41526400020532,45.4326225634295
"50",-51.1,"SD",20.1122535758719,-6.54134558129882,46.7658527330427
"51",-51,"SD",26.944653742793,-5.35990849450284,59.2492159800888
"52",-50.9,"SD",26.748381100064,-5.2853012574424,58.7820634575705
"53",-50.8,"SD",33.7303186739584,-0.771707075376106,68.2323444232929
"54",-50.7,"SD",34.8236521984285,-1.38430727109769,71.0316116679547
"55",-50.6,"SD",30.6293766776794,-1.38750492215085,62.6462582775096
"56",-50.5,"SD",37.8421603814812,3.30948090831635,72.3748398546461
"57",-50.4,"SD",37.7974920643519,2.59391889192854,73.0010652367753
"58",-50.3,"SD",41.7131553574111,6.56162582266971,76.8646848921526
"59",-50.2,"SD",47.8940102514596,10.9815290395192,84.8064914634
"60",-50.1,"SD",40.4030656760955,3.74021344032283,77.0659179118681
"61",-50,"SD",38.0378610440197,0.305408315901225,75.7703137721382
"62",-49.9,"SD",41.6858365985146,2.17974584205759,81.1919273549717
"63",-49.8,"SD",46.681180494815,8.3335942988889,85.0287666907412
"64",-49.7,"SD",45.8503736130611,11.0351818431871,80.665565382935
"65",-49.6,"SD",43.2394369095763,13.3064782043912,73.1723956147614
"66",-49.5,"SD",40.5070525331198,9.97056555647112,71.0435395097685
"67",-49.4,"SD",38.0576812700866,6.3833408903808,69.7320216497924
"68",-49.3,"SD",35.3067304660167,3.71896355768233,66.8944973743512
"69",-49.2,"SD",38.4615702977512,6.650898018698,70.2722425768044
"70",-49.1,"SD",38.4393168159897,7.44504936059143,69.433584271388
"71",-49,"SD",39.8376839443745,7.66694723503026,72.0084206537188
"72",-48.9,"SD",41.6659379764193,8.74333029189258,74.5885456609461
"73",-48.8,"SD",42.4914801407014,7.7204640603826,77.2624962210202
"74",-48.7,"SD",38.604013980878,3.95461700549549,73.2534109562606
"75",-48.6,"SD",36.3484753042965,1.63448116690307,71.0624694416899
"76",-48.5,"SD",38.1250562055778,6.07640104606304,70.1737113650926
"77",-48.4,"SD",39.103723669688,7.48796654961083,70.7194807897651
