"","V1","PLT","TPH","FID","LAT","LON","SPCD","DBH","Year","WWF_Biome"
"32",43800,"2094",1,119443,-10.1,-65.9,"Lacistema aggregatum",11,2010,1
"33",43801,"2094",1,119046,-10.1,-65.9,"Lecointea sppRAINFOR1",21,2010,1
"34",43802,"2093",1,118738,-10.1,-65.9,"Leonia glycycarpa",10,2010,1
"35",43803,"2093",1,118710,-10.1,-65.9,"Leonia glycycarpa",11,2010,1
"36",43804,"2094",1,119383,-10.1,-65.9,"Leonia glycycarpa",11,2010,1
"37",43805,"2094",1,119279,-10.1,-65.9,"Leonia glycycarpa",15,2010,1
"38",43806,"2093",1,118969,-10.1,-65.9,"Leonia glycycarpa",17,2010,1
"39",43807,"2093",1,119026,-10.1,-65.9,"Leonia glycycarpa",17,2010,1
"40",43808,"2093",1,119027,-10.1,-65.9,"Leonia glycycarpa",17,2010,1
"41",43809,"2094",1,119283,-10.1,-65.9,"Leonia glycycarpa",18,2010,1
"42",43810,"2093",1,118841,-10.1,-65.9,"Leonia glycycarpa",21,2010,1
"43",43811,"2093",1,118692,-10.1,-65.9,"Licania harlingii",10,2010,1
"44",43812,"2094",1,119134,-10.1,-65.9,"Licania sppRAINFOR1",17,2010,1
"45",43813,"2094",1,119125,-10.1,-65.9,"Licaria sppRAINFOR1",23,2010,1
"46",43814,"2093",1,119018,-10.1,-65.9,"Luehea cymulosa",10,2010,1
"47",43815,"2093",1,118637,-10.1,-65.9,"Luehea sppRAINFOR1",51,2010,1
"48",43816,"2093",1,118725,-10.1,-65.9,"Mabea paniculata",12,2010,1
"49",43817,"2093",1,118960,-10.1,-65.9,"Mabea paniculata",22,2010,1
"50",43818,"2094",1,119068,-10.1,-65.9,"Machaerium mutisii",29,2010,1
"51",43819,"2094",1,119334,-10.1,-65.9,"Maquira calophylla",25,2010,1
"52",43820,"2094",1,119419,-10.1,-65.9,"Matisia ochrocalyx",10,2010,1
"53",43821,"2093",1,119037,-10.1,-65.9,"Matisia ochrocalyx",11,2010,1
"54",43822,"2093",1,118792,-10.1,-65.9,"Matisia ochrocalyx",12,2010,1
"55",43823,"2093",1,118918,-10.1,-65.9,"Matisia ochrocalyx",13,2010,1
"56",43824,"2094",1,119171,-10.1,-65.9,"Matisia sppRAINFOR1",13,2010,1
"57",43825,"2093",1,118916,-10.1,-65.9,"Matisia sppRAINFOR1",18,2010,1
"58",43826,"2094",1,119218,-10.1,-65.9,"Matisia sppRAINFOR1",21,2010,1
"59",43827,"2093",1,118908,-10.1,-65.9,"Matisia sppRAINFOR1",23,2010,1
"60",43828,"2094",1,119148,-10.1,-65.9,"Matisia sppRAINFOR1",23,2010,1
"61",43829,"2094",1,119315,-10.1,-65.9,"Matisia sppRAINFOR1",26,2010,1
"62",43830,"2093",1,118866,-10.1,-65.9,"Matisia sppRAINFOR1",27,2010,1
"63",43831,"2094",1,119291,-10.1,-65.9,"Matisia sppRAINFOR1",30,2010,1
"64",43832,"2094",1,119192,-10.1,-65.9,"Matisia sppRAINFOR1",31,2010,1
"65",43833,"2093",1,118970,-10.1,-65.9,"Meliosma herbertii",11,2010,1
"66",43834,"2093",1,118779,-10.1,-65.9,"Meliosma herbertii",12,2010,1
"67",43835,"2094",1,119389,-10.1,-65.9,"Miconia chrysophylla",12,2010,1
"68",43836,"2094",1,119044,-10.1,-65.9,"Miconia multispicata",23,2010,1
"69",43837,"2094",1,119376,-10.1,-65.9,"Miconia punctata",10,2010,1
"70",43838,"2094",1,119136,-10.1,-65.9,"Miconia punctata",17,2010,1
"71",43839,"2094",1,119422,-10.1,-65.9,"Miconia sppRAINFOR1",10,2010,1
"72",43840,"2094",1,119426,-10.1,-65.9,"Miconia sppRAINFOR1",10,2010,1
"73",43841,"2094",1,119432,-10.1,-65.9,"Miconia sppRAINFOR1",12,2010,1
"74",43842,"2093",1,118783,-10.1,-65.9,"Miconia sppRAINFOR1",16,2010,1
"75",43843,"2094",1,119204,-10.1,-65.9,"Miconia sppRAINFOR1",18,2010,1
"76",43844,"2094",1,119363,-10.1,-65.9,"Miconia sppRAINFOR1",19,2010,1
"77",43845,"2094",1,119330,-10.1,-65.9,"Miconia sppRAINFOR1",22,2010,1
"78",43846,"2093",1,118827,-10.1,-65.9,"Micropholis guyanensis",16,2010,1
"79",43847,"2093",1,118648,-10.1,-65.9,"Micropholis guyanensis",19,2010,1
"80",43848,"2093",1,118788,-10.1,-65.9,"Micropholis guyanensis",19,2010,1
"81",43849,"2093",1,118660,-10.1,-65.9,"Micropholis guyanensis",21,2010,1
"82",43850,"2094",1,119321,-10.1,-65.9,"Micropholis guyanensis",24,2010,1
"83",43851,"2093",1,118617,-10.1,-65.9,"Micropholis sppRAINFOR1",21,2010,1
"84",43852,"2094",1,119260,-10.1,-65.9,"Minquartia guianensis",17,2010,1
"85",43853,"2094",1,119110,-10.1,-65.9,"Minquartia guianensis",22,2010,1
"86",43854,"2093",1,118772,-10.1,-65.9,"Minquartia guianensis",50,2010,1
"87",43855,"2093",1,118726,-10.1,-65.9,"Mouriri grandiflora",10,2010,1
"88",43856,"2093",1,118883,-10.1,-65.9,"Naucleopsis glabra",15,2010,1
"89",43857,"2094",1,119094,-10.1,-65.9,"Naucleopsis glabra",16,2010,1
"90",43858,"2094",1,119306,-10.1,-65.9,"Naucleopsis glabra",18,2010,1
"91",43859,"2094",1,119212,-10.1,-65.9,"Naucleopsis krukovii",18,2010,1
"92",43860,"2093",1,118805,-10.1,-65.9,"Naucleopsis krukovii",20,2010,1
"93",43861,"2093",1,118876,-10.1,-65.9,"Naucleopsis krukovii",23,2010,1
"94",43862,"2093",1,118832,-10.1,-65.9,"Naucleopsis krukovii",24,2010,1
"95",43863,"2093",1,118615,-10.1,-65.9,"Naucleopsis macrophylla",13,2010,1
"96",43864,"2094",1,119271,-10.1,-65.9,"Naucleopsis sppRAINFOR1",14,2010,1
"97",43865,"2093",1,118944,-10.1,-65.9,"Naucleopsis sppRAINFOR1",21,2010,1
"98",43866,"2093",1,118826,-10.1,-65.9,"Naucleopsis sppRAINFOR1",27,2010,1
"99",43867,"2094",1,119173,-10.1,-65.9,"Naucleopsis ulei",14,2010,1
"100",43868,"2094",1,119196,-10.1,-65.9,"Naucleopsis ulei",19,2010,1
"101",43869,"2093",1,118882,-10.1,-65.9,"Nealchornea sppRAINFOR1",13,2010,1
"102",43870,"2094",1,119264,-10.1,-65.9,"Nealchornea sppRAINFOR1",13,2010,1
"103",43871,"2093",1,118797,-10.1,-65.9,"Nealchornea sppRAINFOR1",20,2010,1
"104",43872,"2093",1,118890,-10.1,-65.9,"Nealchornea yapurensis",11,2010,1
"105",43873,"2093",1,118670,-10.1,-65.9,"Nealchornea yapurensis",12,2010,1
"106",43874,"2094",1,119176,-10.1,-65.9,"Nealchornea yapurensis",12,2010,1
"107",43875,"2094",1,119234,-10.1,-65.9,"Nealchornea yapurensis",21,2010,1
"108",43876,"2093",1,118784,-10.1,-65.9,"Neea divaricata",13,2010,1
"109",43877,"2094",1,119269,-10.1,-65.9,"Neea divaricata",26,2010,1
"110",43878,"2093",1,118839,-10.1,-65.9,"Neea divaricata",40,2010,1
"111",43879,"2093",1,118629,-10.1,-65.9,"Neea floribunda",13,2010,1
"112",43880,"2093",1,118993,-10.1,-65.9,"Neea sppRAINFOR1",10,2010,1
"113",43881,"2093",1,118951,-10.1,-65.9,"Neea sppRAINFOR1",13,2010,1
"114",43882,"2093",1,118932,-10.1,-65.9,"Neea sppRAINFOR1",23,2010,1
"115",43883,"2093",1,118621,-10.1,-65.9,"Neea sppRAINFOR1",29,2010,1
"116",43884,"2093",1,118609,-10.1,-65.9,"Ocotea sppRAINFOR1",19,2010,1
"117",43885,"2093",1,118820,-10.1,-65.9,"Ocotea sppRAINFOR1",22,2010,1
"118",43886,"2093",1,119033,-10.1,-65.9,"Ocotea sppRAINFOR1",30,2010,1
"119",43887,"2094",1,119147,-10.1,-65.9,"Oenocarpus bataua",20,2010,1
"120",43888,"2094",1,119155,-10.1,-65.9,"Oenocarpus bataua",20,2010,1
"121",43889,"2094",1,119073,-10.1,-65.9,"Oenocarpus bataua",23,2010,1
"122",43890,"2094",1,119366,-10.1,-65.9,"Oenocarpus bataua",24,2010,1
"123",43891,"2094",1,119230,-10.1,-65.9,"Oenocarpus bataua",27,2010,1
"124",43892,"2094",1,119184,-10.1,-65.9,"Ouratea castaneifolia",11,2010,1
"125",43893,"2094",1,119141,-10.1,-65.9,"Ouratea sppRAINFOR1",10,2010,1
"126",43894,"2094",1,119390,-10.1,-65.9,"Ouratea williamsii",10,2010,1
"127",43895,"2093",1,118808,-10.1,-65.9,"Pachira insignis",21,2010,1
"128",43896,"2094",1,119249,-10.1,-65.9,"Parkia nitida",34,2010,1
"129",43897,"2094",1,119107,-10.1,-65.9,"Parkia pendula",63,2010,1
"130",43898,"2094",1,119076,-10.1,-65.9,"Peltogyne heterophylla",13,2010,1
"131",43899,"2094",1,119062,-10.1,-65.9,"Pera nitida",20,2010,1
"132",43900,"2093",1,118665,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"133",43901,"2093",1,118666,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"134",43902,"2093",1,118691,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"135",43903,"2093",1,118743,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"136",43904,"2093",1,118746,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"137",43905,"2094",1,119416,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"138",43906,"2094",1,119437,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"139",43907,"2094",1,119438,-10.1,-65.9,"Phenakospermum guianensis",10,2010,1
"140",43908,"2093",1,118672,-10.1,-65.9,"Phenakospermum guianensis",11,2010,1
"141",43909,"2094",1,119439,-10.1,-65.9,"Phenakospermum guianensis",12,2010,1
"142",43910,"2093",1,118790,-10.1,-65.9,"Pourouma bicolor",18,2010,1
"143",43911,"2093",1,118936,-10.1,-65.9,"Pourouma cecropiifolia",27,2010,1
"144",43912,"2093",1,118976,-10.1,-65.9,"Pourouma cecropiifolia",27,2010,1
"145",43913,"2094",1,119326,-10.1,-65.9,"Pourouma cecropiifolia",38,2010,1
"146",43914,"2093",1,118978,-10.1,-65.9,"Pourouma guianensis",31,2010,1
"147",43915,"2093",1,118962,-10.1,-65.9,"Pourouma minor",13,2010,1
"148",43916,"2094",1,119338,-10.1,-65.9,"Pourouma minor",28,2010,1
"149",43917,"2093",1,118867,-10.1,-65.9,"Pourouma sppRAINFOR1",10,2010,1
"150",43918,"2094",1,119431,-10.1,-65.9,"Pourouma sppRAINFOR1",11,2010,1
"151",43919,"2094",1,119132,-10.1,-65.9,"Pouteria bangii",12,2010,1
"152",43920,"2093",1,118813,-10.1,-65.9,"Pouteria bilocularis",32,2010,1
"153",43921,"2094",1,119055,-10.1,-65.9,"Pouteria cuspidata",14,2010,1
"154",43922,"2094",1,119051,-10.1,-65.9,"Pouteria macrophylla",11,2010,1
"155",43923,"2094",1,119118,-10.1,-65.9,"Pouteria macrophylla",15,2010,1
"156",43924,"2094",1,119302,-10.1,-65.9,"Pouteria macrophylla",17,2010,1
"157",43925,"2094",1,119169,-10.1,-65.9,"Pouteria macrophylla",18,2010,1
"158",43926,"2093",1,118764,-10.1,-65.9,"Pouteria macrophylla",20,2010,1
"159",43927,"2094",1,119266,-10.1,-65.9,"Pouteria macrophylla",26,2010,1
"160",43928,"2094",1,119054,-10.1,-65.9,"Pouteria sppRAINFOR1",14,2010,1
"161",43929,"2094",1,119298,-10.1,-65.9,"Pouteria sppRAINFOR1",15,2010,1
"162",43930,"2093",1,118879,-10.1,-65.9,"Pouteria sppRAINFOR1",17,2010,1
"163",43931,"2093",1,118631,-10.1,-65.9,"Pouteria sppRAINFOR1",20,2010,1
"164",43932,"2094",1,119257,-10.1,-65.9,"Pouteria sppRAINFOR1",30,2010,1
"165",43933,"2094",1,119064,-10.1,-65.9,"Pouteria sppRAINFOR1",64,2010,1
"166",43934,"2094",1,119392,-10.1,-65.9,"Protium amazonicum",10,2010,1
"167",43935,"2093",1,118645,-10.1,-65.9,"Protium amazonicum",24,2010,1
"168",43936,"2093",1,118734,-10.1,-65.9,"Protium calendulinum",10,2010,1
"169",43937,"2094",1,119270,-10.1,-65.9,"Protium carnosum",22,2010,1
"170",43938,"2093",1,118852,-10.1,-65.9,"Protium crassipetalum",18,2010,1
"171",43939,"2093",1,118794,-10.1,-65.9,"Protium crassipetalum",34,2010,1
"172",43940,"2094",1,119359,-10.1,-65.9,"Protium divaricatum",12,2010,1
"173",43941,"2093",1,118732,-10.1,-65.9,"Protium nodulosum",10,2010,1
"174",43942,"2094",1,119238,-10.1,-65.9,"Protium nodulosum",11,2010,1
"175",43943,"2094",1,119065,-10.1,-65.9,"Protium opacum",16,2010,1
"176",43944,"2093",1,118901,-10.1,-65.9,"Protium puncticulatum",17,2010,1
"177",43945,"2093",1,118763,-10.1,-65.9,"Protium sppRAINFOR1",13,2010,1
"178",43946,"2094",1,119352,-10.1,-65.9,"Protium sppRAINFOR1",13,2010,1
"179",43947,"2094",1,119445,-10.1,-65.9,"Protium sppRAINFOR1",14,2010,1
"180",43948,"2094",1,119149,-10.1,-65.9,"Pseudolmedia laevigata",13,2010,1
"181",43949,"2094",1,119350,-10.1,-65.9,"Pseudolmedia laevigata",13,2010,1
"182",43950,"2094",1,119164,-10.1,-65.9,"Pseudolmedia laevigata",24,2010,1
"183",43951,"2094",1,119185,-10.1,-65.9,"Pseudolmedia laevigata",35,2010,1
"184",43952,"2094",1,119190,-10.1,-65.9,"Pseudolmedia laevigata",36,2010,1
"185",43953,"2093",1,118669,-10.1,-65.9,"Pseudolmedia laevis",10,2010,1
"186",43954,"2093",1,118700,-10.1,-65.9,"Pseudolmedia laevis",10,2010,1
"187",43955,"2094",1,119320,-10.1,-65.9,"Pseudolmedia laevis",10,2010,1
"188",43956,"2093",1,118924,-10.1,-65.9,"Pseudolmedia laevis",13,2010,1
"189",43957,"2094",1,119199,-10.1,-65.9,"Pseudolmedia laevis",13,2010,1
"190",43958,"2093",1,118881,-10.1,-65.9,"Pseudolmedia laevis",14,2010,1
"191",43959,"2094",1,119258,-10.1,-65.9,"Pseudolmedia laevis",14,2010,1
"192",43960,"2094",1,119262,-10.1,-65.9,"Pseudolmedia laevis",14,2010,1
"193",43961,"2093",1,118921,-10.1,-65.9,"Pseudolmedia laevis",15,2010,1
"194",43962,"2094",1,119227,-10.1,-65.9,"Pseudolmedia laevis",15,2010,1
"195",43963,"2094",1,119252,-10.1,-65.9,"Pseudolmedia laevis",15,2010,1
"196",43964,"2094",1,119126,-10.1,-65.9,"Pseudolmedia laevis",17,2010,1
"197",43965,"2094",1,119188,-10.1,-65.9,"Pseudolmedia laevis",17,2010,1
"198",43966,"2094",1,119329,-10.1,-65.9,"Pseudolmedia laevis",17,2010,1
"199",43967,"2093",1,118843,-10.1,-65.9,"Pseudolmedia laevis",18,2010,1
"200",43968,"2093",1,118606,-10.1,-65.9,"Pseudolmedia laevis",19,2010,1
"201",43969,"2094",1,119228,-10.1,-65.9,"Pseudolmedia laevis",19,2010,1
"202",43970,"2093",1,118770,-10.1,-65.9,"Pseudolmedia laevis",22,2010,1
"203",43971,"2093",1,118781,-10.1,-65.9,"Pseudolmedia laevis",23,2010,1
"204",43972,"2094",1,119043,-10.1,-65.9,"Pseudolmedia laevis",23,2010,1
"205",43973,"2094",1,119052,-10.1,-65.9,"Pseudolmedia laevis",25,2010,1
"206",43974,"2094",1,119165,-10.1,-65.9,"Pseudolmedia laevis",25,2010,1
"207",43975,"2094",1,119254,-10.1,-65.9,"Pseudolmedia laevis",26,2010,1
"208",43976,"2094",1,119250,-10.1,-65.9,"Pseudolmedia laevis",27,2010,1
"209",43977,"2093",1,118878,-10.1,-65.9,"Pseudolmedia laevis",28,2010,1
"210",43978,"2094",1,119174,-10.1,-65.9,"Pseudolmedia laevis",30,2010,1
"211",43979,"2094",1,119261,-10.1,-65.9,"Pseudolmedia laevis",32,2010,1
"212",43980,"2093",1,119000,-10.1,-65.9,"Pseudolmedia laevis",34,2010,1
"213",43981,"2094",1,119162,-10.1,-65.9,"Pseudolmedia laevis",34,2010,1
"214",43982,"2094",1,119214,-10.1,-65.9,"Pseudolmedia laevis",34,2010,1
"215",43983,"2094",1,119248,-10.1,-65.9,"Pseudolmedia laevis",37,2010,1
"216",43984,"2094",1,119318,-10.1,-65.9,"Pseudolmedia laevis",38,2010,1
"217",43985,"2094",1,119059,-10.1,-65.9,"Pseudolmedia laevis",39,2010,1
"218",43986,"2094",1,119063,-10.1,-65.9,"Pseudolmedia laevis",40,2010,1
"219",43987,"2094",1,119181,-10.1,-65.9,"Pseudolmedia laevis",46,2010,1
"220",43988,"2093",1,118649,-10.1,-65.9,"Pseudolmedia laevis",47,2010,1
"221",43989,"2094",1,119290,-10.1,-65.9,"Pseudolmedia laevis",50,2010,1
"222",43990,"2094",1,119154,-10.1,-65.9,"Pseudolmedia macrophylla",11,2010,1
"223",43991,"2094",1,119179,-10.1,-65.9,"Pseudolmedia macrophylla",27,2010,1
"224",43992,"2093",1,118652,-10.1,-65.9,"Quararibea sppRAINFOR1",10,2010,1
"225",43993,"2093",1,118765,-10.1,-65.9,"Quararibea sppRAINFOR1",11,2010,1
"226",43994,"2093",1,118822,-10.1,-65.9,"Quararibea sppRAINFOR1",11,2010,1
"227",43995,"2093",1,118920,-10.1,-65.9,"Quararibea sppRAINFOR1",11,2010,1
"228",43996,"2093",1,118975,-10.1,-65.9,"Quararibea sppRAINFOR1",11,2010,1
"229",43997,"2093",1,118831,-10.1,-65.9,"Quararibea sppRAINFOR1",13,2010,1
"230",43998,"2093",1,119011,-10.1,-65.9,"Quararibea sppRAINFOR1",13,2010,1
"231",43999,"2094",1,119255,-10.1,-65.9,"Quararibea sppRAINFOR1",13,2010,1
"232",44000,"2093",1,118663,-10.1,-65.9,"Quararibea sppRAINFOR1",14,2010,1
"233",44001,"2094",1,119229,-10.1,-65.9,"Quararibea sppRAINFOR1",15,2010,1
"234",44002,"2094",1,119339,-10.1,-65.9,"Quararibea sppRAINFOR1",15,2010,1
"235",44003,"2094",1,119374,-10.1,-65.9,"Quiina florida",10,2010,1
"236",44004,"2093",1,118870,-10.1,-65.9,"Quiina florida",20,2010,1
"237",44005,"2093",1,118686,-10.1,-65.9,"Sapium marmieri",12,2010,1
"238",44006,"2093",1,118910,-10.1,-65.9,"Sapium marmieri",35,2010,1
"239",44007,"2093",1,118928,-10.1,-65.9,"Sarcaulus brasiliensis",12,2010,1
"240",44008,"2093",1,118620,-10.1,-65.9,"Simarouba amara",19,2010,1
"241",44009,"2094",1,119331,-10.1,-65.9,"Simarouba amara",31,2010,1
"242",44010,"2094",1,119246,-10.1,-65.9,"Simarouba amara",70,2010,1
"243",44011,"2093",1,118639,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"244",44012,"2094",1,119047,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"245",44013,"2094",1,119209,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"246",44014,"2094",1,119253,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"247",44015,"2094",1,119381,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"248",44016,"2094",1,119399,-10.1,-65.9,"Siparuna decipiens",10,2010,1
"249",44017,"2094",1,119182,-10.1,-65.9,"Siparuna decipiens",11,2010,1
"250",44018,"2094",1,119232,-10.1,-65.9,"Siparuna decipiens",11,2010,1
"251",44019,"2094",1,119191,-10.1,-65.9,"Siparuna decipiens",12,2010,1
"252",44020,"2093",1,118828,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"253",44021,"2093",1,118902,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"254",44022,"2093",1,118996,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"255",44023,"2094",1,119111,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"256",44024,"2094",1,119135,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"257",44025,"2094",1,119219,-10.1,-65.9,"Siparuna decipiens",13,2010,1
"258",44026,"2093",1,118616,-10.1,-65.9,"Siparuna decipiens",15,2010,1
"259",44027,"2093",1,118887,-10.1,-65.9,"Siparuna decipiens",15,2010,1
"260",44028,"2094",1,119195,-10.1,-65.9,"Siparuna decipiens",15,2010,1
"261",44029,"2094",1,119280,-10.1,-65.9,"Siparuna decipiens",15,2010,1
"262",44030,"2093",1,118886,-10.1,-65.9,"Siparuna decipiens",27,2010,1
"263",44031,"2093",1,118824,-10.1,-65.9,"Siparuna decipiens",30,2010,1
"264",44032,"2093",1,118899,-10.1,-65.9,"Siparuna decipiens",42,2010,1
"265",44033,"2093",1,118994,-10.1,-65.9,"Siparuna sppRAINFOR1",16,2010,1
"266",44034,"2093",1,118990,-10.1,-65.9,"Sloanea floribunda",10,2010,1
"267",44035,"2093",1,118825,-10.1,-65.9,"Sloanea guianensis",12,2010,1
"268",44036,"2093",1,118752,-10.1,-65.9,"Socratea exorrhiza",15,2010,1
"269",44037,"2093",1,119028,-10.1,-65.9,"Sterculia apetala",15,2010,1
"270",44038,"2093",1,118727,-10.1,-65.9,"Sterculia colombiana",10,2010,1
"271",44039,"2093",1,118829,-10.1,-65.9,"Sterculia pruriens",10,2010,1
"272",44040,"2094",1,119158,-10.1,-65.9,"Sterculia pruriens",17,2010,1
"273",44041,"2093",1,118593,-10.1,-65.9,"Sterculia pruriens",19,2010,1
"274",44042,"2094",1,119102,-10.1,-65.9,"Sterculia sppRAINFOR1",14,2010,1
"275",44043,"2093",1,118927,-10.1,-65.9,"Sterculia sppRAINFOR1",16,2010,1
"276",44044,"2093",1,118804,-10.1,-65.9,"Sterculia sppRAINFOR1",17,2010,1
"277",44045,"2093",1,118600,-10.1,-65.9,"Sterculia sppRAINFOR1",22,2010,1
"278",44046,"2093",1,118949,-10.1,-65.9,"Sterculia sppRAINFOR1",29,2010,1
"279",44047,"2094",1,119105,-10.1,-65.9,"Sterculia sppRAINFOR1",29,2010,1
"280",44048,"2093",1,118955,-10.1,-65.9,"Sterculia sppRAINFOR1",31,2010,1
"281",44049,"2093",1,118986,-10.1,-65.9,"Sterculia tessmannii",10,2010,1
"282",44050,"2093",1,118849,-10.1,-65.9,"Sterculia tessmannii",11,2010,1
"283",44051,"2093",1,118755,-10.1,-65.9,"Sterculia tessmannii",13,2010,1
"284",44052,"2094",1,119222,-10.1,-65.9,"Sterculia tessmannii",14,2010,1
"285",44053,"2093",1,118923,-10.1,-65.9,"Sterculia tessmannii",18,2010,1
"286",44054,"2093",1,119005,-10.1,-65.9,"Swartzia sppRAINFOR1",12,2010,1
"287",44055,"2093",1,118854,-10.1,-65.9,"Swartzia sppRAINFOR1",35,2010,1
"288",44056,"2094",1,119166,-10.1,-65.9,"Sweetia fruticosa",47,2010,1
"289",44057,"2093",1,118933,-10.1,-65.9,"Symphonia globulifera",15,2010,1
"290",44058,"2094",1,119217,-10.1,-65.9,"Symphonia globulifera",24,2010,1
"291",44059,"2093",1,118922,-10.1,-65.9,"Symphonia globulifera",26,2010,1
"292",44060,"2094",1,119071,-10.1,-65.9,"Symphonia globulifera",35,2010,1
"293",44061,"2093",1,118925,-10.1,-65.9,"Tabernaemontana arcuata",37,2010,1
"294",44062,"2094",1,119420,-10.1,-65.9,"Tachigali bracteosa",12,2010,1
"295",44063,"2094",1,119428,-10.1,-65.9,"Tachigali bracteosa",12,2010,1
"296",44064,"2093",1,118668,-10.1,-65.9,"Tachigali formicarum",12,2010,1
"297",44065,"2094",1,119079,-10.1,-65.9,"Tachigali formicarum",19,2010,1
"298",44066,"2094",1,119106,-10.1,-65.9,"Tachigali formicarum",19,2010,1
"299",44067,"2093",1,119041,-10.1,-65.9,"Tachigali guianensis",13,2010,1
"300",44068,"2094",1,119375,-10.1,-65.9,"Tachigali paniculata",10,2010,1
"301",44069,"2093",1,118646,-10.1,-65.9,"Tachigali paniculata",23,2010,1
"302",44070,"2093",1,119017,-10.1,-65.9,"Tachigali paniculata",31,2010,1
"303",44071,"2094",1,119313,-10.1,-65.9,"Tachigali sppRAINFOR1",11,2010,1
"304",44072,"2094",1,119378,-10.1,-65.9,"Tachigali sppRAINFOR1",11,2010,1
"305",44073,"2094",1,119385,-10.1,-65.9,"Tachigali sppRAINFOR1",11,2010,1
"306",44074,"2094",1,119406,-10.1,-65.9,"Tachigali sppRAINFOR1",11,2010,1
"307",44075,"2094",1,119170,-10.1,-65.9,"Tachigali sppRAINFOR1",12,2010,1
"308",44076,"2094",1,119394,-10.1,-65.9,"Tachigali sppRAINFOR1",12,2010,1
"309",44077,"2094",1,119109,-10.1,-65.9,"Tachigali sppRAINFOR1",13,2010,1
"310",44078,"2094",1,119201,-10.1,-65.9,"Tachigali sppRAINFOR1",13,2010,1
"311",44079,"2094",1,119397,-10.1,-65.9,"Tachigali sppRAINFOR1",13,2010,1
