"","FID","PLT","LAT","LON","Year","NewPLT","SPCD","DBH","TPH","WWF_Biome","Biomass"
"1",28604,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.2,1,7,8.79126963914632
"2",28607,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.2,1,7,8.79126963914632
"3",28603,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.3,1,7,9.24504948739069
"4",28766,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.4,1,7,9.71279425879785
"5",28602,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.5,1,7,10.1946475903443
"6",28606,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.5,1,7,10.1946475903443
"7",28764,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.6,1,7,10.69075145131
"8",28636,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5.7,1,7,11.2012461863975
"9",28765,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",5,1,7,7.92502155366556
"10",28605,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",6.1,1,7,13.389886170276
"11",28608,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",6.2,1,7,13.9743863882075
"12",28599,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",6.6,1,7,16.4656913140534
"13",28601,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",6.7,1,7,17.127483883138
"14",28635,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",7.1,1,7,19.9342664697558
"15",28600,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Antidesma vogelianum",8,1,7,27.215921943928
"16",29151,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10.7,1,7,61.3868718811481
"17",28617,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10.9,1,7,64.3860071545979
"18",28665,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10.9,1,7,64.3860071545979
"19",28896,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10.9,1,7,64.3860071545979
"20",28776,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10,1,7,51.5553531815708
"21",28780,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",10,1,7,51.5553531815708
"22",29010,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",11.1,1,7,67.4710484343996
"23",29135,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",11.4,1,7,72.2613202796296
"24",28784,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",11.8,1,7,78.9559317480087
"25",28689,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",12,1,7,82.4366827362505
"26",28699,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",14.5,1,7,133.751320115898
"27",28626,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",5.1,1,7,8.86966175359793
"28",28637,"GABON_LNL-03",-0.2,11.58,2016,"PLT_00000030","Crossopteryx febrifuga",5.1,1,7,8.86966175359793
