"","FID","PLT","LAT","LON","Year","NewPLT","SPCD","DBH","TPH","WWF_Biome","Biomass"
"1",151910,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Abarema mataybifolia",10.82253613,4,1,47.8441188061174
"2",151881,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Allophylus latifolius",10.18591636,4,1,41.3753359410216
"3",151926,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Aspidosperma araracanga",16.87042397,4,1,211.517190810262
"4",151931,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Aspidosperma desmanthum",11.4591559,4,1,65.1666226172724
"5",151916,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Aspidosperma desmanthum",35.33239737,4,1,1110.66152453927
"6",151954,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Astronium lecointei",27.6929601,4,1,770.784555569587
"7",151893,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Bocoa viridiflora",20.6901426,4,1,390.916145597823
"8",151962,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Calycolpus sppSCA1",21.32676237,4,1,405.568563078109
"9",151951,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Calyptranthes sppSCA1",14.32394488,4,1,145.233978419154
"10",151894,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Caraipa sppSCA1",31.83098862,4,1,916.452401227839
"11",151978,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Chimarrhis duckeana",15.59718442,4,1,164.205188773877
"12",151953,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Chrysophyllum pomiferum",15.91549431,4,1,186.025502533563
"13",151988,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Corythophora alta",10.18591636,4,1,55.5903808017453
"14",151993,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Corythophora alta",12.41408556,4,1,92.464253450951
"15",151984,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Corythophora alta",52.52113122,4,1,3386.95681343337
"16",151967,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Cybianthus sppSCA1",14.96056465,4,1,125.486406412169
"17",151907,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Diospyros sppSCA1",16.55211408,4,1,184.983296595049
"18",151923,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Duguetia sppSCA2",14.64225476,4,1,143.742554131913
"19",151934,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Duguetia stelechantha",13.68732511,4,1,139.269943335345
"20",151987,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Duguetia stelechantha",14.32394488,4,1,156.401410995201
"21",151965,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera amazoniciformis",21.64507226,4,1,432.073005730817
"22",151969,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera collina",28.64788976,4,1,827.040889399321
"23",151946,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera coriacea",11.77746579,4,1,95.0974373820007
"24",151927,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera micrantha",36.9239468,4,1,1698.28500638153
"25",151883,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera pedicellata",14.96056465,4,1,185.994189978064
"26",151952,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera pseudodecolorans",12.73239545,4,1,112.773040057154
"27",151994,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera rhododendrifolia",22.91831181,4,1,499.963597899053
"28",151991,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera romeu-cardosoi",13.36901522,4,1,127.765758445171
"29",151960,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera romeu-cardosoi",16.55211408,4,1,220.084199624472
"30",151980,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eschweilera romeu-cardosoi",21.96338215,4,1,449.339779864508
"31",151898,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eugenia cupulata",13.36901522,4,1,113.086469365514
"32",151889,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Eugenia cupulata",16.55211408,4,1,194.798241731936
"33",151950,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ferdinandusa elliptica",12.41408556,4,1,84.8455003976158
"34",151912,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Guarea humaitensis",10.18591636,4,1,59.2240632162463
"35",152001,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Guatteria megalophylla",14.00563499,4,1,103.527790725127
"36",151891,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Hevea guianensis",56.02253997,4,1,3226.29089646183
"37",151986,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Hevea guianensis",58.25070917,4,1,3545.95493217176
"38",151933,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Inga melinonis",18.78028328,4,1,205.060548102022
"39",151925,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Lecythis poiteaui",39.78873577,4,1,1913.84301311787
"40",151902,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania egleri",15.59718442,4,1,188.14181152381
"41",151920,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania egleri",39.78873577,4,1,1953.25341901417
"42",151972,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania heteromorpha",14.64225476,4,1,159.558746080103
"43",151878,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania octandra",24.19155135,4,1,572.276787027507
"44",151900,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania rodriguesii",10.18591636,4,1,64.8688326127389
"45",151924,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania rodriguesii",25.46479089,4,1,664.318600006704
"46",151977,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania rodriguesii",31.83098862,4,1,1157.01074960778
"47",151996,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Licania rodriguesii",33.74084794,4,1,1336.38283915156
"48",151895,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Manilkara bidentata",17.82535363,4,1,279.611962137937
"49",151887,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Manilkara elata",24.50986124,4,1,630.839035172914
"50",151888,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Maquira guianensis",12.41408556,4,1,98.6860568705073
"51",151890,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Miconia argyrophylla",10.50422624,4,1,53.5976731580485
"52",151968,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Micropholis guyanensis",11.14084602,4,1,64.9222378508396
"53",151897,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Nealchornea yapurensis",11.77746579,4,1,70.2704141364934
"54",152003,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Nealchornea yapurensis",15.27887454,4,1,136.670688722976
"55",151992,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Nealchornea yapurensis",19.09859317,4,1,240.545356939543
"56",151879,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Neea floribunda",13.36901522,4,1,98.2020551775619
"57",151990,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ocotea amazonica",27.6929601,4,1,452.459517372481
"58",151970,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ocotea cernua",16.2338042,4,1,120.758093132193
"59",151917,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ocotea cinerea",50.92958179,4,1,2427.69215904025
"60",151914,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ocotea matogrossensis",32.1492985,4,1,785.013441340714
"61",151947,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Oenocarpus bacaba",11.4591559,4,1,69.0889435317727
"62",151913,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Ouratea discophora",16.87042397,4,1,222.135064421884
"63",151941,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Parinari montana",12.73239545,4,1,98.1934642931562
"64",151949,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",11.14084602,4,1,58.7814535743953
"65",151971,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",11.77746579,4,1,67.8065350899209
"66",151979,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",14.00563499,4,1,105.656738487074
"67",151921,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",14.64225476,4,1,118.336979205064
"68",151981,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",15.27887454,4,1,131.878628645301
"69",151985,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Pausandra macropetala",15.59718442,4,1,138.977681291479
"70",151998,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Peltogyne excelsa",18.4619734,4,1,277.302717844843
"71",151885,"7",-0.641087509,-59.93617632,2006,"PLT_00000053","Platymiscium sppSCA1",42.33521486,4,1,2242.50894068361
