"","FID","PLT","LAT","LON","Year","NewPLT","SPCD","DBH","TPH","WWF_Biome","Biomass"
"1",153423,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Abarema floribunda",18.78028328,4,1,195.673282259997
"2",153353,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Allophylus latifolius",13.36901522,4,1,83.4364295952257
"3",153341,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Anacardium parvifolium",17.82535363,4,1,175.737639697739
"4",153355,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Anomalocalyx uleanus",11.4591559,4,1,65.4793399193228
"5",153458,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Bocoa viridiflora",20.37183272,4,1,377.052705568163
"6",153345,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Bocoa viridiflora",27.6929601,4,1,813.145272058435
"7",153375,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Bocoa viridiflora",40.74366543,4,1,2111.3798542075
"8",153414,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Brosimum rubescens",27.37465021,4,1,781.488831789855
"9",153328,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Byrsonima duckeana",41.69859509,4,1,1771.45110816721
"10",153393,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Calliandra surinamensis",16.2338042,4,1,207.942670283173
"11",153366,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Cariniana micrantha",61.75211792,4,1,4198.18573292104
"12",153399,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Chimarrhis duckeana",84.35211984,4,1,10543.3860582961
"13",153450,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Chrysophyllum sparsiflorum",29.9211293,4,1,799.507076360568
"14",153428,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Chrysophyllum sparsiflorum",64.93521678,4,1,5320.64954507318
"15",153403,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",10.82253613,4,1,65.1850578123211
"16",153385,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",12.09577567,4,1,86.7584136975912
"17",153372,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",17.50704374,4,1,222.592463772954
"18",153419,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",20.37183272,4,1,326.324903636302
"19",153360,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",21.64507226,4,1,380.06152908192
"20",153347,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",35.96901714,4,1,1344.91981145726
"21",153429,"17",-0.896974746,-59.69296685,2006,"PLT_00000079","Corythophora alta",42.65352475,4,1,2044.4802196169
