"","V1","PLT","TPH","FID","LAT","LON","SPCD","DBH","WWF_Biome","BiomassEquationBased","BiomassPackageBased"
"1",12380,"21",4,154007,-0.585105454,-59.90455434,"Protium apiculatum",16.87042397,1,95.9023025200943,163.090614478611
"2",12381,"21",4,154013,-0.585105454,-59.90455434,"Protium ferrugineum",10.50422624,1,30.4103613724022,48.5739962418954
"3",12382,"21",4,154044,-0.585105454,-59.90455434,"Protium giganteum",10.50422624,1,30.4103613724022,48.5739962418954
"4",12383,"21",4,153915,-0.585105454,-59.90455434,"Protium grandifolium",13.05070533,1,51.4695570500849,94.3658925676442
"5",12384,"21",4,153926,-0.585105454,-59.90455434,"Protium pallidum",11.4591559,1,37.5516044030235,60.7690667078143
"6",12385,"21",4,154025,-0.585105454,-59.90455434,"Protium pilosum",10.50422624,1,30.4103613724022,48.5739962418954
"7",12386,"21",4,153977,-0.585105454,-59.90455434,"Pseudolmedia laevigata",36.28732702,1,614.02663985093,1214.54053873888
"8",12387,"21",4,153962,-0.585105454,-59.90455434,"Qualea paraensis",26.10141067,1,276.252644115741,583.790283257761
"9",12388,"21",4,154052,-0.585105454,-59.90455434,"Qualea paraensis",82.76057041,1,4531.22668332761,9766.34850191234
"10",12389,"21",4,154059,-0.585105454,-59.90455434,"Rinorea amapensis",12.09577567,1,42.8105984626406,82.4837901757667
"11",12390,"21",4,154039,-0.585105454,-59.90455434,"Rinorea amapensis",13.05070533,1,51.4695570500849,100.209459273559
"12",12391,"21",4,153973,-0.585105454,-59.90455434,"Rinorea amapensis",14.32394488,1,64.4996651889957,127.105411538639
"13",12392,"21",4,153981,-0.585105454,-59.90455434,"Rinorea guianensis",10.82253613,1,32.6927339402657,70.2140404961573
"14",12393,"21",4,154017,-0.585105454,-59.90455434,"Rinorea guianensis",10.82253613,1,32.6927339402657,70.2140404961573
"15",12394,"21",4,154062,-0.585105454,-59.90455434,"Rinorea guianensis",10.82253613,1,32.6927339402657,70.2140404961573
"16",12395,"21",4,153925,-0.585105454,-59.90455434,"Roucheria columbiana",20.37183272,1,151.488867355742,347.351550075176
"17",12396,"21",4,153992,-0.585105454,-59.90455434,"Ruizterania albiflora",11.77746579,1,40.1304988976582,66.0358302279856
"18",12397,"21",4,153983,-0.585105454,-59.90455434,"Simaba cedron",11.14084602,1,35.0727456029658,47.8685298814397
"19",12398,"21",4,154024,-0.585105454,-59.90455434,"Simaba sppSCA1",14.00563499,1,61.0798120069008,75.2882021675806
"20",12399,"21",4,154040,-0.585105454,-59.90455434,"Siparuna decipiens",11.4591559,1,37.5516044030235,67.8489845966897
"21",12400,"21",4,154056,-0.585105454,-59.90455434,"Sloanea floribunda",10.50422624,1,30.4103613724022,51.8095008524203
"22",12401,"21",4,154027,-0.585105454,-59.90455434,"Sloanea laurifolia",22.91831181,1,201.550792410493,492.267555094317
"23",12402,"21",4,153952,-0.585105454,-59.90455434,"Sterculia frondosa",23.55493158,1,215.39249714307,317.52235799599
"24",12403,"21",4,153991,-0.585105454,-59.90455434,"Sterigmapetalum obovatum",30.55774907,1,404.81875051238,956.644943103343
"25",12404,"21",4,153988,-0.585105454,-59.90455434,"Stryphnodendron racemiferum",11.14084602,1,35.0727456029658,73.1510726932645
"26",12405,"21",4,154065,-0.585105454,-59.90455434,"Tachigali chrysophylla",12.73239545,1,48.4790017916293,76.0480403335428
"27",12406,"21",4,154042,-0.585105454,-59.90455434,"Tachigali chrysophylla",58.88732894,1,1985.70873519937,3445.38135022697
"28",12407,"21",4,153996,-0.585105454,-59.90455434,"Tachigali guianensis",14.00563499,1,61.0798120069008,110.904164372384
"29",12408,"21",4,154038,-0.585105454,-59.90455434,"Tachigali setifera",15.59718442,1,79.2889944808015,155.518490164686
"30",12409,"21",4,153916,-0.585105454,-59.90455434,"Tachigali setifera",65.89014644,1,2607.4320977107,5506.69614181191
"31",12410,"21",4,154016,-0.585105454,-59.90455434,"Tapirira guianensis",19.09859317,1,129.548852513384,182.653470280306
"32",12411,"21",4,153966,-0.585105454,-59.90455434,"Thyrsodium spruceanum",21.00845249,1,163.221586137954,316.58203988127
"33",12412,"21",4,153969,-0.585105454,-59.90455434,"Toulicia pulvinata",27.05634033,1,301.395119512549,571.621652130201
"34",12413,"21",4,153985,-0.585105454,-59.90455434,"Touroulia guianensis",10.50422624,1,30.4103613724022,63.479431032246
"35",12414,"21",4,154022,-0.585105454,-59.90455434,"Trattinnickia burserifolia",16.2338042,1,87.3637248460906,121.793129989748
"36",12415,"21",4,154021,-0.585105454,-59.90455434,"Trattinnickia burserifolia",24.82817112,1,244.711682690309,355.116008894736
"37",12416,"21",4,153947,-0.585105454,-59.90455434,"Trattinnickia burserifolia",45.20000384,1,1045.72042686859,1561.08741644888
"38",12417,"21",4,154009,-0.585105454,-59.90455434,"Trichilia micropetala",19.41690306,1,134.845318707319,261.144265598562
