"","V1","PLT","TPH","FID","LAT","LON","SPCD","DBH","WWF_Biome","BiomassEquationBased","BiomassPackageBased"
"1",33096,"GAB-RLE20",1,138590,-1.3987,13.73054,"Dialium pachyphyllum",13.19999981,7,61.6157763970719,127.117396353986
"2",33097,"GAB-RLE20",1,138591,-1.3987,13.73054,"Dialium pachyphyllum",13.19999981,7,61.6157763970719,127.117396353986
"3",33098,"GAB-RLE20",1,138587,-1.3987,13.73054,"Dialium pachyphyllum",13.5,7,65.1232960842433,134.633543935204
"4",33099,"GAB-RLE20",1,138582,-1.3987,13.73054,"Dialium pachyphyllum",14.19999981,7,73.7605033557308,153.179306034397
"5",33100,"GAB-RLE20",1,138577,-1.3987,13.73054,"Dialium pachyphyllum",14.80000019,7,81.677657989282,170.218754898518
"6",33101,"GAB-RLE20",1,138585,-1.3987,13.73054,"Dialium pachyphyllum",14,7,71.2274321921906,147.735226156498
"7",33102,"GAB-RLE20",1,138574,-1.3987,13.73054,"Dialium pachyphyllum",15.06000042,7,85.2582092882285,177.935582073377
"8",33103,"GAB-RLE20",1,138571,-1.3987,13.73054,"Dialium pachyphyllum",15.5,7,91.5267144931165,191.459605883001
"9",33104,"GAB-RLE20",1,138572,-1.3987,13.73054,"Dialium pachyphyllum",15.5,7,91.5267144931165,191.459605883001
"10",33105,"GAB-RLE20",1,138570,-1.3987,13.73054,"Dialium pachyphyllum",15.69999981,7,94.4637381660625,197.801752958757
"11",33106,"GAB-RLE20",1,138565,-1.3987,13.73054,"Dialium pachyphyllum",16.03000069,7,99.43084243823,208.535061834181
"12",33107,"GAB-RLE20",1,138564,-1.3987,13.73054,"Dialium pachyphyllum",16.04000092,7,99.583728455877,208.865570686175
"13",33108,"GAB-RLE20",1,138562,-1.3987,13.73054,"Dialium pachyphyllum",16.39999962,7,105.180740896427,220.970583494977
"14",33109,"GAB-RLE20",1,138559,-1.3987,13.73054,"Dialium pachyphyllum",16.79999924,7,111.614071074661,234.896370285335
"15",33110,"GAB-RLE20",1,138558,-1.3987,13.73054,"Dialium pachyphyllum",17.05999947,7,115.917929437389,244.21911164306
"16",33111,"GAB-RLE20",1,138557,-1.3987,13.73054,"Dialium pachyphyllum",17.10000038,7,116.588675695073,245.672474647534
"17",33112,"GAB-RLE20",1,138555,-1.3987,13.73054,"Dialium pachyphyllum",18.03000069,7,132.836820250498,280.910365191424
"18",33113,"GAB-RLE20",1,138553,-1.3987,13.73054,"Dialium pachyphyllum",19.20000076,7,155.091708554804,329.254236656599
"19",33114,"GAB-RLE20",1,138552,-1.3987,13.73054,"Dialium pachyphyllum",19.39999962,7,159.102131110872,337.973560967398
"20",33115,"GAB-RLE20",1,138548,-1.3987,13.73054,"Dialium pachyphyllum",20.39999962,7,180.074722759856,383.600089359935
"21",33116,"GAB-RLE20",1,138547,-1.3987,13.73054,"Dialium pachyphyllum",20.89999962,7,191.143868120401,407.6970887086
"22",33117,"GAB-RLE20",1,138546,-1.3987,13.73054,"Dialium pachyphyllum",21.04000092,7,194.313757150488,414.59939576775
"23",33118,"GAB-RLE20",1,138543,-1.3987,13.73054,"Dialium pachyphyllum",22.20000076,7,221.780565233228,474.430397260402
"24",33119,"GAB-RLE20",1,138541,-1.3987,13.73054,"Dialium pachyphyllum",23.60000038,7,257.842530554528,553.023791654608
"25",33120,"GAB-RLE20",1,138540,-1.3987,13.73054,"Dialium pachyphyllum",24.5,7,282.747162372789,607.311537685482
"26",33121,"GAB-RLE20",1,138539,-1.3987,13.73054,"Dialium pachyphyllum",25.03000069,7,298.055377100096,640.681066931299
"27",33122,"GAB-RLE20",1,138538,-1.3987,13.73054,"Dialium pachyphyllum",25.70000076,7,318.097438241713,684.367189316472
"28",33123,"GAB-RLE20",1,138537,-1.3987,13.73054,"Dialium pachyphyllum",26,7,327.323576440906,704.476012100947
