"","V1","PLT","TPH","FID","LAT","LON","SPCD","DBH","WWF_Biome","BiomassEquationBased","BiomassPackageBased"
"1",43769,"2093",1,118769,-10.1,-65.9,"Iriartea deltoidea",11,1,34.0075148989115,25.2249424288356
"2",43770,"2093",1,118716,-10.1,-65.9,"Iriartea deltoidea",17,1,97.6977265447464,76.6795209543497
"3",43771,"2093",1,119010,-10.1,-65.9,"Iriartea deltoidea",19,1,127.933569379872,101.585879318847
"4",43772,"2093",1,118803,-10.1,-65.9,"Iriartea deltoidea",20,1,144.872810765918,115.611124514364
"5",43773,"2093",1,118679,-10.1,-65.9,"Iriartea deltoidea",21,1,163.062434296402,130.715559884668
"6",43774,"2093",1,118818,-10.1,-65.9,"Iriartea deltoidea",22,1,182.528594383714,146.921372963698
"7",43775,"2093",1,118930,-10.1,-65.9,"Iriartea deltoidea",22,1,182.528594383714,146.921372963698
"8",43776,"2093",1,118627,-10.1,-65.9,"Iriartea deltoidea",23,1,203.296737292638,164.249900160839
"9",43777,"2093",1,118983,-10.1,-65.9,"Iriartea deltoidea",23,1,203.296737292638,164.249900160839
"10",43778,"2093",1,118613,-10.1,-65.9,"Iriartea deltoidea",24,1,225.391651285048,182.721689241329
"11",43779,"2093",1,118643,-10.1,-65.9,"Iriartea deltoidea",24,1,225.391651285048,182.721689241329
"12",43780,"2093",1,118785,-10.1,-65.9,"Iriartea deltoidea",24,1,225.391651285048,182.721689241329
"13",43781,"2093",1,118926,-10.1,-65.9,"Iriartea deltoidea",24,1,225.391651285048,182.721689241329
"14",43782,"2093",1,118929,-10.1,-65.9,"Iriartea deltoidea",28,1,327.514122719506,268.427775155281
"15",43783,"2093",1,118680,-10.1,-65.9,"Iryanthera juruensis",10,1,26.9917394981525,43.6818876424777
"16",43784,"2093",1,119022,-10.1,-65.9,"Iryanthera juruensis",10,1,26.9917394981525,43.6818876424777
"17",43785,"2094",1,119281,-10.1,-65.9,"Iryanthera juruensis",10,1,26.9917394981525,43.6818876424777
"18",43786,"2093",1,118677,-10.1,-65.9,"Iryanthera juruensis",11,1,34.0075148989115,55.8508717972681
"19",43787,"2093",1,118774,-10.1,-65.9,"Iryanthera juruensis",11,1,34.0075148989115,55.8508717972681
"20",43788,"2094",1,119075,-10.1,-65.9,"Iryanthera juruensis",11,1,34.0075148989115,55.8508717972681
"21",43789,"2094",1,119197,-10.1,-65.9,"Iryanthera juruensis",11,1,34.0075148989115,55.8508717972681
"22",43790,"2094",1,119167,-10.1,-65.9,"Iryanthera juruensis",12,1,41.9934748582628,69.8470612784144
"23",43791,"2094",1,119251,-10.1,-65.9,"Iryanthera juruensis",12,1,41.9934748582628,69.8470612784144
"24",43792,"2094",1,119115,-10.1,-65.9,"Iryanthera juruensis",13,1,50.9861250318206,85.7473506961421
"25",43793,"2093",1,118959,-10.1,-65.9,"Iryanthera juruensis",20,1,144.872810765918,255.976088421455
"26",43794,"2094",1,119086,-10.1,-65.9,"Iryanthera laevis",18,1,112.21779086486,190.97466755465
"27",43795,"2094",1,119282,-10.1,-65.9,"Iryanthera laevis",42,1,875.205289695002,1574.37974831104
"28",43796,"2094",1,119332,-10.1,-65.9,"Jacaranda copaia",38,1,686.658071394295,734.296526871767
"29",43797,"2093",1,118806,-10.1,-65.9,"Jacaranda copaia",49,1,1271.75115413401,1368.28237884445
"30",43798,"2093",1,118945,-10.1,-65.9,"Jacaranda copaia",51,1,1401.26531432678,1508.25343238107
"31",43799,"2094",1,119177,-10.1,-65.9,"Lacistema aggregatum",10,1,26.9917394981525,35.4976856459902
"32",43800,"2094",1,119443,-10.1,-65.9,"Lacistema aggregatum",11,1,34.0075148989115,45.3866990900366
"33",43801,"2094",1,119046,-10.1,-65.9,"Lecointea sppRAINFOR1",21,1,163.062434296402,397.185102395371
"34",43802,"2093",1,118738,-10.1,-65.9,"Leonia glycycarpa",10,1,26.9917394981525,41.5616956104716
"35",43803,"2093",1,118710,-10.1,-65.9,"Leonia glycycarpa",11,1,34.0075148989115,53.140032596949
"36",43804,"2094",1,119383,-10.1,-65.9,"Leonia glycycarpa",11,1,34.0075148989115,53.140032596949
"37",43805,"2094",1,119279,-10.1,-65.9,"Leonia glycycarpa",15,1,72.1291435944712,117.548817442518
"38",43806,"2093",1,118969,-10.1,-65.9,"Leonia glycycarpa",17,1,97.6977265447464,161.536632027139
"39",43807,"2093",1,119026,-10.1,-65.9,"Leonia glycycarpa",17,1,97.6977265447464,161.536632027139
"40",43808,"2093",1,119027,-10.1,-65.9,"Leonia glycycarpa",17,1,97.6977265447464,161.536632027139
"41",43809,"2094",1,119283,-10.1,-65.9,"Leonia glycycarpa",18,1,112.21779086486,186.684078377009
"42",43810,"2093",1,118841,-10.1,-65.9,"Leonia glycycarpa",21,1,163.062434296402,275.371455566107
"43",43811,"2093",1,118692,-10.1,-65.9,"Licania harlingii",10,1,26.9917394981525,55.4008588952629
"44",43812,"2094",1,119134,-10.1,-65.9,"Licania sppRAINFOR1",17,1,97.6977265447464,215.32490496121
"45",43813,"2094",1,119125,-10.1,-65.9,"Licaria sppRAINFOR1",23,1,203.296737292638,444.062372471888
"46",43814,"2093",1,119018,-10.1,-65.9,"Luehea cymulosa",10,1,26.9917394981525,33.84645702263
"47",43815,"2093",1,118637,-10.1,-65.9,"Luehea sppRAINFOR1",51,1,1401.26531432678,2352.09944597296
"48",43816,"2093",1,118725,-10.1,-65.9,"Mabea paniculata",12,1,41.9934748582628,67.294495490942
"49",43817,"2093",1,118960,-10.1,-65.9,"Mabea paniculata",22,1,182.528594383714,313.412384808707
"50",43818,"2094",1,119068,-10.1,-65.9,"Machaerium mutisii",29,1,356.594559658,627.671999386338
"51",43819,"2094",1,119334,-10.1,-65.9,"Maquira calophylla",25,1,248.837511207135,439.352871076578
"52",43820,"2094",1,119419,-10.1,-65.9,"Matisia ochrocalyx",10,1,26.9917394981525,39.6454841773367
"53",43821,"2093",1,119037,-10.1,-65.9,"Matisia ochrocalyx",11,1,34.0075148989115,50.6899993024995
"54",43822,"2093",1,118792,-10.1,-65.9,"Matisia ochrocalyx",12,1,41.9934748582628,63.3928777394241
"55",43823,"2093",1,118918,-10.1,-65.9,"Matisia ochrocalyx",13,1,50.9861250318206,77.8239086894832
"56",43824,"2094",1,119171,-10.1,-65.9,"Matisia sppRAINFOR1",13,1,50.9861250318206,73.4090857630285
"57",43825,"2093",1,118916,-10.1,-65.9,"Matisia sppRAINFOR1",18,1,112.21779086486,167.974951705542
"58",43826,"2094",1,119218,-10.1,-65.9,"Matisia sppRAINFOR1",21,1,163.062434296402,247.774247016334
"59",43827,"2093",1,118908,-10.1,-65.9,"Matisia sppRAINFOR1",23,1,203.296737292638,311.339333823513
"60",43828,"2094",1,119148,-10.1,-65.9,"Matisia sppRAINFOR1",23,1,203.296737292638,311.339333823513
"61",43829,"2094",1,119315,-10.1,-65.9,"Matisia sppRAINFOR1",26,1,273.657918339348,423.030570287264
"62",43830,"2093",1,118866,-10.1,-65.9,"Matisia sppRAINFOR1",27,1,299.875936180396,464.765752008789
"63",43831,"2094",1,119291,-10.1,-65.9,"Matisia sppRAINFOR1",30,1,387.138878966462,603.960974358149
"64",43832,"2094",1,119192,-10.1,-65.9,"Matisia sppRAINFOR1",31,1,419.168287103368,655.128845544698
"65",43833,"2093",1,118970,-10.1,-65.9,"Meliosma herbertii",11,1,34.0075148989115,38.2715031540569
"66",43834,"2093",1,118779,-10.1,-65.9,"Meliosma herbertii",12,1,41.9934748582628,47.8623151259242
"67",43835,"2094",1,119389,-10.1,-65.9,"Miconia chrysophylla",12,1,41.9934748582628,68.4927426960977
"68",43836,"2094",1,119044,-10.1,-65.9,"Miconia multispicata",23,1,203.296737292638,361.494913027085
"69",43837,"2094",1,119376,-10.1,-65.9,"Miconia punctata",10,1,26.9917394981525,43.4208879639448
"70",43838,"2094",1,119136,-10.1,-65.9,"Miconia punctata",17,1,97.6977265447464,168.762700806561
"71",43839,"2094",1,119422,-10.1,-65.9,"Miconia sppRAINFOR1",10,1,26.9917394981525,43.4208879639448
"72",43840,"2094",1,119426,-10.1,-65.9,"Miconia sppRAINFOR1",10,1,26.9917394981525,43.4208879639448
"73",43841,"2094",1,119432,-10.1,-65.9,"Miconia sppRAINFOR1",12,1,41.9934748582628,69.4297244478877
"74",43842,"2093",1,118783,-10.1,-65.9,"Miconia sppRAINFOR1",16,1,84.3447243842051,144.706100442774
"75",43843,"2094",1,119204,-10.1,-65.9,"Miconia sppRAINFOR1",18,1,112.21779086486,195.035075754177
"76",43844,"2094",1,119363,-10.1,-65.9,"Miconia sppRAINFOR1",19,1,127.933569379872,223.578696688317
"77",43845,"2094",1,119330,-10.1,-65.9,"Miconia sppRAINFOR1",22,1,182.528594383714,323.356841552558
"78",43846,"2093",1,118827,-10.1,-65.9,"Micropholis guyanensis",16,1,84.3447243842051,150.632102466424
"79",43847,"2093",1,118648,-10.1,-65.9,"Micropholis guyanensis",19,1,127.933569379872,232.73468807338
"80",43848,"2093",1,118788,-10.1,-65.9,"Micropholis guyanensis",19,1,127.933569379872,232.73468807338
"81",43849,"2093",1,118660,-10.1,-65.9,"Micropholis guyanensis",21,1,163.062434296402,299.471198754011
"82",43850,"2094",1,119321,-10.1,-65.9,"Micropholis guyanensis",24,1,225.391651285048,418.617977567008
"83",43851,"2093",1,118617,-10.1,-65.9,"Micropholis sppRAINFOR1",21,1,163.062434296402,299.263456255168
"84",43852,"2094",1,119260,-10.1,-65.9,"Minquartia guianensis",17,1,97.6977265447464,207.277073282687
"85",43853,"2094",1,119110,-10.1,-65.9,"Minquartia guianensis",22,1,182.528594383714,397.15209239139
"86",43854,"2093",1,118772,-10.1,-65.9,"Minquartia guianensis",50,1,1335.58601049187,3023.26321304198
"87",43855,"2093",1,118726,-10.1,-65.9,"Mouriri grandiflora",10,1,26.9917394981525,60.3585365038587
"88",43856,"2093",1,118883,-10.1,-65.9,"Naucleopsis glabra",15,1,72.1291435944712,126.62367070544
"89",43857,"2094",1,119094,-10.1,-65.9,"Naucleopsis glabra",16,1,84.3447243842051,149.203163616166
"90",43858,"2094",1,119306,-10.1,-65.9,"Naucleopsis glabra",18,1,112.21779086486,201.096223515123
"91",43859,"2094",1,119212,-10.1,-65.9,"Naucleopsis krukovii",18,1,112.21779086486,201.096223515123
"92",43860,"2093",1,118805,-10.1,-65.9,"Naucleopsis krukovii",20,1,144.872810765918,262.354122560353
"93",43861,"2093",1,118876,-10.1,-65.9,"Naucleopsis krukovii",23,1,203.296737292638,372.729169604857
"94",43862,"2093",1,118832,-10.1,-65.9,"Naucleopsis krukovii",24,1,225.391651285048,414.646848692303
"95",43863,"2093",1,118615,-10.1,-65.9,"Naucleopsis macrophylla",13,1,50.9861250318206,87.8838765467895
"96",43864,"2094",1,119271,-10.1,-65.9,"Naucleopsis sppRAINFOR1",14,1,61.0202551857341,106.205985799157
"97",43865,"2093",1,118944,-10.1,-65.9,"Naucleopsis sppRAINFOR1",21,1,163.062434296402,296.630330018687
"98",43866,"2093",1,118826,-10.1,-65.9,"Naucleopsis sppRAINFOR1",27,1,299.875936180396,556.408182286442
"99",43867,"2094",1,119173,-10.1,-65.9,"Naucleopsis ulei",14,1,61.0202551857341,109.132302483234
"100",43868,"2094",1,119196,-10.1,-65.9,"Naucleopsis ulei",19,1,127.933569379872,236.878658770428
"101",43869,"2093",1,118882,-10.1,-65.9,"Nealchornea sppRAINFOR1",13,1,50.9861250318206,83.2523520091437
