"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","30","5.0","9","100","0.632","RF_Grid_model_11","0.10558329000156486",12
"2","70","1.0","3","100","0.632","RF_Grid_model_21","0.10536067167822427",12
"3","30","1.0","3","100","0.632","RF_Grid_model_37","0.10530238012033788",12
"4","80","3.0","3","100","0.632","RF_Grid_model_39","0.10454629453031439",12
"5","70","3.0","3","100","0.632","RF_Grid_model_48","0.10454629453031439",12
"6","40","5.0","6","100","0.632","RF_Grid_model_16","0.10405620120461301",12
"7","70","5.0","6","100","0.632","RF_Grid_model_41","0.10405620120461301",12
"8","60","3.0","9","100","0.632","RF_Grid_model_20","0.10372088884287345",12
"9","40","3.0","9","100","0.632","RF_Grid_model_32","0.10372088884287345",12
"10","80","3.0","9","100","0.632","RF_Grid_model_8","0.10372088884287345",12
"11","60","5.0","13","100","0.632","RF_Grid_model_19","0.10243876474621272",12
"12","50","5.0","13","100","0.632","RF_Grid_model_2","0.10243876474621272",12
"13","40","1.0","9","100","0.632","RF_Grid_model_17","0.10184787950941265",12
"14","70","1.0","9","100","0.632","RF_Grid_model_34","0.10184624054873315",12
"15","100","1.0","9","100","0.632","RF_Grid_model_7","0.10184624054873315",12
"16","60","10.0","13","100","0.632","RF_Grid_model_18","0.10169690273537324",12
"17","100","10.0","13","100","0.632","RF_Grid_model_46","0.10169690273537324",12
"18","20","10.0","13","100","0.632","RF_Grid_model_15","0.10167728737082138",12
"19","80","3.0","6","100","0.632","RF_Grid_model_9","0.09992550531778821",12
"20","60","1.0","6","100","0.632","RF_Grid_model_42","0.0992441965965799",12
"21","70","5.0","3","100","0.632","RF_Grid_model_29","0.09906152920325839",12
"22","30","5.0","3","100","0.632","RF_Grid_model_10","0.09905401952937465",12
"23","30","10.0","6","100","0.632","RF_Grid_model_22","0.09884931598526947",12
"24","10","10.0","13","100","0.632","RF_Grid_model_6","0.09835134796052392",12
"25","60","15.0","13","100","0.632","RF_Grid_model_44","0.09773109832473437",12
"26","100","10.0","3","100","0.632","RF_Grid_model_36","0.0974148490699892",12
"27","20","10.0","3","100","0.632","RF_Grid_model_3","0.0973844156295035",12
"28","100","10.0","9","100","0.632","RF_Grid_model_14","0.0971724630023405",12
"29","70","10.0","9","100","0.632","RF_Grid_model_26","0.0971724630023405",12
"30","50","10.0","9","100","0.632","RF_Grid_model_45","0.0971724630023405",12
"31","50","15.0","6","100","0.632","RF_Grid_model_27","0.09658322775236361",12
"32","60","15.0","6","100","0.632","RF_Grid_model_28","0.09658322775236361",12
"33","10","3.0","13","100","0.632","RF_Grid_model_24","0.09657584716316814",12
"34","10","3.0","6","100","0.632","RF_Grid_model_40","0.09507164056496009",12
"35","80","15.0","9","100","0.632","RF_Grid_model_30","0.09495672789639364",12
"36","100","15.0","9","100","0.632","RF_Grid_model_4","0.09495672789639364",12
"37","10","5.0","3","100","0.632","RF_Grid_model_1","0.0934198076179723",12
"38","10","15.0","9","100","0.632","RF_Grid_model_33","0.09307824594326541",12
"39","30","1.0","13","100","0.632","RF_Grid_model_43","0.09274603393758052",12
"40","70","20.0","9","100","0.632","RF_Grid_model_38","0.09269993169802726",12
"41","20","20.0","9","100","0.632","RF_Grid_model_13","0.09269905481986229",12
"42","50","20.0","6","100","0.632","RF_Grid_model_23","0.09191000601910726",12
"43","60","20.0","6","100","0.632","RF_Grid_model_31","0.09191000601910726",12
"44","20","20.0","6","100","0.632","RF_Grid_model_35","0.09190815766663796",12
"45","10","15.0","3","100","0.632","RF_Grid_model_25","0.08870636156929224",12
"46","60","20.0","3","100","0.632","RF_Grid_model_47","0.0885839329030389",12
"47","50","20.0","3","100","0.632","RF_Grid_model_5","0.0885839329030389",12
"48","10","20.0","3","100","0.632","RF_Grid_model_12","0.08700480846449343",12
