"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","60","5.0","6","100","0.632","RF_Grid_model_10","0.21401567457917592",6
"2","80","5.0","6","100","0.632","RF_Grid_model_15","0.21401567457917592",6
"3","40","5.0","6","100","0.632","RF_Grid_model_25","0.21401567457917592",6
"4","50","5.0","9","100","0.632","RF_Grid_model_18","0.2129195696133046",6
"5","50","5.0","3","100","0.632","RF_Grid_model_17","0.21225700657791668",6
"6","80","10.0","9","100","0.632","RF_Grid_model_34","0.21224895951823664",6
"7","10","5.0","6","100","0.632","RF_Grid_model_20","0.2119799514471442",6
"8","40","10.0","13","100","0.632","RF_Grid_model_24","0.21059618720622808",6
"9","100","10.0","13","100","0.632","RF_Grid_model_32","0.21059618720622808",6
"10","50","10.0","6","100","0.632","RF_Grid_model_12","0.21044433169198495",6
"11","70","10.0","6","100","0.632","RF_Grid_model_37","0.21044433169198495",6
"12","60","10.0","6","100","0.632","RF_Grid_model_46","0.21044433169198495",6
"13","10","1.0","9","100","0.632","RF_Grid_model_28","0.2098824052123095",6
"14","40","15.0","9","100","0.632","RF_Grid_model_27","0.20967237832681562",6
"15","100","15.0","9","100","0.632","RF_Grid_model_9","0.20967237832681562",6
"16","20","5.0","13","100","0.632","RF_Grid_model_23","0.209370229539676",6
"17","30","5.0","13","100","0.632","RF_Grid_model_16","0.2090612501256066",6
"18","30","3.0","9","100","0.632","RF_Grid_model_19","0.20711409444400064",6
"19","80","15.0","13","100","0.632","RF_Grid_model_11","0.206871483913725",6
"20","40","15.0","13","100","0.632","RF_Grid_model_36","0.206871483913725",6
"21","100","15.0","13","100","0.632","RF_Grid_model_41","0.206871483913725",6
"22","60","15.0","6","100","0.632","RF_Grid_model_44","0.20577267029470203",6
"23","100","15.0","6","100","0.632","RF_Grid_model_8","0.20577267029470203",6
"24","10","20.0","13","100","0.632","RF_Grid_model_13","0.20568248777737086",6
"25","70","20.0","9","100","0.632","RF_Grid_model_26","0.2053688594296681",6
"26","40","20.0","9","100","0.632","RF_Grid_model_3","0.2053688594296681",6
"27","30","20.0","9","100","0.632","RF_Grid_model_38","0.2053688594296681",6
"28","70","3.0","13","100","0.632","RF_Grid_model_35","0.20449348537714063",6
"29","80","3.0","13","100","0.632","RF_Grid_model_6","0.20449348537714063",6
"30","10","20.0","9","100","0.632","RF_Grid_model_22","0.2044354960540845",6
"31","20","10.0","3","100","0.632","RF_Grid_model_4","0.20431025196167762",6
"32","30","10.0","3","100","0.632","RF_Grid_model_29","0.2042751047975393",6
"33","80","10.0","3","100","0.632","RF_Grid_model_48","0.2042751047975393",6
"34","20","1.0","9","100","0.632","RF_Grid_model_39","0.20419714685354917",6
"35","100","1.0","9","100","0.632","RF_Grid_model_21","0.20302627029796683",6
"36","40","20.0","6","100","0.632","RF_Grid_model_42","0.2028141338446139",6
"37","60","20.0","6","100","0.632","RF_Grid_model_5","0.2028141338446139",6
"38","50","1.0","6","100","0.632","RF_Grid_model_47","0.2027124999939941",6
"39","40","1.0","6","100","0.632","RF_Grid_model_14","0.20271220284807578",6
"40","10","20.0","6","100","0.632","RF_Grid_model_30","0.20189882406829684",6
"41","60","1.0","3","100","0.632","RF_Grid_model_40","0.20133922825266426",6
"42","70","15.0","3","100","0.632","RF_Grid_model_2","0.20003067626168425",6
"43","80","15.0","3","100","0.632","RF_Grid_model_7","0.20003067626168425",6
"44","80","1.0","13","100","0.632","RF_Grid_model_1","0.19863841830075402",6
"45","100","1.0","13","100","0.632","RF_Grid_model_45","0.19863841830075402",6
"46","20","20.0","3","100","0.632","RF_Grid_model_33","0.19376483446849313",6
"47","70","20.0","3","100","0.632","RF_Grid_model_31","0.19374137926761525",6
"48","30","20.0","3","100","0.632","RF_Grid_model_43","0.19374137926761525",6
