"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","30","10.0","3","100","0.632","RF_Grid_model_8","0.19850777912038753",8
"2","60","10.0","3","100","0.632","RF_Grid_model_27","0.1985055527892402",8
"3","80","15.0","6","100","0.632","RF_Grid_model_44","0.19796353241047815",8
"4","10","5.0","13","100","0.632","RF_Grid_model_46","0.19759383595824087",8
"5","100","15.0","13","100","0.632","RF_Grid_model_31","0.19758015703502596",8
"6","30","15.0","3","100","0.632","RF_Grid_model_23","0.19745651841357414",8
"7","20","15.0","9","100","0.632","RF_Grid_model_28","0.1973948779026523",8
"8","20","10.0","9","100","0.632","RF_Grid_model_37","0.19737171022894273",8
"9","60","10.0","6","100","0.632","RF_Grid_model_13","0.19719233247563295",8
"10","30","15.0","9","100","0.632","RF_Grid_model_41","0.19717442049656986",8
"11","60","20.0","6","100","0.632","RF_Grid_model_16","0.19717150101145298",8
"12","60","15.0","9","100","0.632","RF_Grid_model_22","0.19716523765817917",8
"13","80","15.0","9","100","0.632","RF_Grid_model_32","0.19716523765817917",8
"14","100","10.0","9","100","0.632","RF_Grid_model_20","0.1969158962392723",8
"15","10","1.0","9","100","0.632","RF_Grid_model_9","0.19642630964709162",8
"16","10","20.0","9","100","0.632","RF_Grid_model_19","0.1962272826489414",8
"17","20","10.0","13","100","0.632","RF_Grid_model_17","0.19617724717279894",8
"18","40","20.0","3","100","0.632","RF_Grid_model_26","0.1961745854760879",8
"19","50","20.0","3","100","0.632","RF_Grid_model_36","0.1961745854760879",8
"20","70","20.0","3","100","0.632","RF_Grid_model_45","0.1961745854760879",8
"21","10","15.0","6","100","0.632","RF_Grid_model_7","0.1961513001982813",8
"22","10","20.0","6","100","0.632","RF_Grid_model_14","0.19596976601458194",8
"23","10","1.0","6","100","0.632","RF_Grid_model_30","0.1956722133308344",8
"24","50","10.0","13","100","0.632","RF_Grid_model_11","0.19557890666938593",8
"25","50","5.0","3","100","0.632","RF_Grid_model_10","0.19485609552037342",8
"26","10","15.0","3","100","0.632","RF_Grid_model_34","0.19446355245201163",8
"27","80","5.0","6","100","0.632","RF_Grid_model_35","0.1943846660032157",8
"28","100","3.0","3","100","0.632","RF_Grid_model_3","0.1938945258273005",8
"29","50","3.0","3","100","0.632","RF_Grid_model_43","0.19389373686588474",8
"30","30","5.0","13","100","0.632","RF_Grid_model_6","0.19221342983737277",8
"31","50","5.0","13","100","0.632","RF_Grid_model_12","0.1920468674001491",8
"32","20","3.0","9","100","0.632","RF_Grid_model_47","0.19188352363009598",8
"33","40","5.0","9","100","0.632","RF_Grid_model_4","0.19164702364154085",8
"34","60","5.0","9","100","0.632","RF_Grid_model_2","0.19162737661514484",8
"35","50","3.0","6","100","0.632","RF_Grid_model_21","0.19146180983110372",8
"36","70","3.0","6","100","0.632","RF_Grid_model_18","0.1914578382264921",8
"37","30","3.0","9","100","0.632","RF_Grid_model_29","0.1899448220636717",8
"38","60","3.0","9","100","0.632","RF_Grid_model_1","0.18979952776399878",8
"39","100","3.0","9","100","0.632","RF_Grid_model_15","0.18979952776399878",8
"40","30","3.0","13","100","0.632","RF_Grid_model_42","0.18788452110077347",8
"41","100","3.0","13","100","0.632","RF_Grid_model_39","0.18761626154656064",8
"42","60","3.0","13","100","0.632","RF_Grid_model_5","0.18761626154656064",8
"43","40","1.0","3","100","0.632","RF_Grid_model_33","0.18613169291388",8
"44","70","1.0","3","100","0.632","RF_Grid_model_24","0.18609138532193792",8
"45","80","1.0","6","100","0.632","RF_Grid_model_25","0.18502976331457088",8
"46","60","1.0","6","100","0.632","RF_Grid_model_38","0.18502975708583114",8
"47","70","1.0","13","100","0.632","RF_Grid_model_40","0.18364736323653053",8
"48","40","1.0","9","100","0.632","RF_Grid_model_48","0.1828474596536116",8
