"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","20","5.0","9","100","0.632","RF_Grid_model_2","0.2195439889666323",4
"2","20","3.0","13","100","0.632","RF_Grid_model_27","0.21911515583213037",4
"3","20","1.0","9","100","0.632","RF_Grid_model_15","0.21822427490510277",4
"4","20","1.0","13","100","0.632","RF_Grid_model_10","0.21771391152978126",4
"5","40","10.0","13","100","0.632","RF_Grid_model_33","0.21770332669321424",4
"6","100","10.0","13","100","0.632","RF_Grid_model_39","0.2177009297591327",4
"7","70","5.0","13","100","0.632","RF_Grid_model_18","0.21729681135909773",4
"8","60","5.0","13","100","0.632","RF_Grid_model_34","0.21729681135909773",4
"9","30","5.0","9","100","0.632","RF_Grid_model_16","0.21722292776337393",4
"10","50","5.0","9","100","0.632","RF_Grid_model_36","0.21716148154475956",4
"11","40","5.0","9","100","0.632","RF_Grid_model_24","0.2171586965126462",4
"12","20","15.0","13","100","0.632","RF_Grid_model_32","0.21681825321087767",4
"13","50","15.0","13","100","0.632","RF_Grid_model_44","0.2166493125202532",4
"14","20","3.0","3","100","0.632","RF_Grid_model_20","0.21601378820632988",4
"15","60","10.0","6","100","0.632","RF_Grid_model_14","0.21590142775293553",4
"16","40","10.0","6","100","0.632","RF_Grid_model_43","0.21590142775293553",4
"17","100","3.0","6","100","0.632","RF_Grid_model_9","0.2158940730316088",4
"18","10","1.0","9","100","0.632","RF_Grid_model_30","0.2155672986026168",4
"19","20","1.0","3","100","0.632","RF_Grid_model_26","0.21510530128945615",4
"20","60","20.0","13","100","0.632","RF_Grid_model_48","0.2146693459643928",4
"21","60","15.0","9","100","0.632","RF_Grid_model_25","0.2146075749911447",4
"22","100","3.0","13","100","0.632","RF_Grid_model_13","0.2144043239475063",4
"23","40","3.0","13","100","0.632","RF_Grid_model_41","0.2143466523747919",4
"24","70","3.0","9","100","0.632","RF_Grid_model_28","0.21431624172999952",4
"25","80","3.0","9","100","0.632","RF_Grid_model_46","0.21431624172999952",4
"26","10","3.0","6","100","0.632","RF_Grid_model_4","0.21394337502751237",4
"27","10","10.0","9","100","0.632","RF_Grid_model_37","0.21371671004227621",4
"28","50","20.0","9","100","0.632","RF_Grid_model_45","0.2128704716201807",4
"29","30","20.0","9","100","0.632","RF_Grid_model_47","0.21286755656418133",4
"30","60","5.0","3","100","0.632","RF_Grid_model_1","0.21248488837545898",4
"31","50","5.0","3","100","0.632","RF_Grid_model_29","0.21248488837545898",4
"32","70","1.0","13","100","0.632","RF_Grid_model_23","0.21099427636420698",4
"33","100","1.0","13","100","0.632","RF_Grid_model_8","0.21099427636420698",4
"34","50","1.0","13","100","0.632","RF_Grid_model_12","0.2109913063526888",4
"35","50","1.0","6","100","0.632","RF_Grid_model_7","0.21097019427753405",4
"36","80","1.0","6","100","0.632","RF_Grid_model_40","0.21096952620106202",4
"37","100","1.0","6","100","0.632","RF_Grid_model_42","0.21096952620106202",4
"38","80","20.0","6","100","0.632","RF_Grid_model_3","0.21040650792115312",4
"39","30","20.0","6","100","0.632","RF_Grid_model_31","0.2104065039629267",4
"40","40","10.0","3","100","0.632","RF_Grid_model_21","0.20932851260267815",4
"41","80","1.0","3","100","0.632","RF_Grid_model_22","0.20885651336102484",4
"42","70","1.0","3","100","0.632","RF_Grid_model_38","0.20885651336102484",4
"43","10","20.0","6","100","0.632","RF_Grid_model_35","0.20666301535850906",4
"44","70","15.0","3","100","0.632","RF_Grid_model_6","0.2047001388361429",4
"45","60","20.0","3","100","0.632","RF_Grid_model_11","0.20049651201366114",4
"46","50","20.0","3","100","0.632","RF_Grid_model_17","0.20049651201366114",4
"47","80","20.0","3","100","0.632","RF_Grid_model_5","0.20049651201366114",4
"48","10","15.0","3","100","0.632","RF_Grid_model_19","0.19767728132851026",4
