"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","40","10.0","13","100","0.632","RF_Grid_model_33","0.12491824222930314",12
"2","100","10.0","13","100","0.632","RF_Grid_model_39","0.12491824222930314",12
"3","20","3.0","3","100","0.632","RF_Grid_model_20","0.1246770649641229",12
"4","60","5.0","3","100","0.632","RF_Grid_model_1","0.1243161617042099",12
"5","50","5.0","3","100","0.632","RF_Grid_model_29","0.1243161617042099",12
"6","70","3.0","9","100","0.632","RF_Grid_model_28","0.12403021085485122",12
"7","80","3.0","9","100","0.632","RF_Grid_model_46","0.12403021085485122",12
"8","100","3.0","6","100","0.632","RF_Grid_model_9","0.12381736346497185",12
"9","20","15.0","13","100","0.632","RF_Grid_model_32","0.12379439083492594",12
"10","50","15.0","13","100","0.632","RF_Grid_model_44","0.12379015591595399",12
"11","20","5.0","9","100","0.632","RF_Grid_model_2","0.12355291022446102",12
"12","40","5.0","9","100","0.632","RF_Grid_model_24","0.12343052546458122",12
"13","50","5.0","9","100","0.632","RF_Grid_model_36","0.12343052546458122",12
"14","30","5.0","9","100","0.632","RF_Grid_model_16","0.12342379837493678",12
"15","80","1.0","3","100","0.632","RF_Grid_model_22","0.12313524196251924",12
"16","70","1.0","3","100","0.632","RF_Grid_model_38","0.12313524196251924",12
"17","20","1.0","3","100","0.632","RF_Grid_model_26","0.12266886362464269",12
"18","20","3.0","13","100","0.632","RF_Grid_model_27","0.12239343083087206",12
"19","100","3.0","13","100","0.632","RF_Grid_model_13","0.12237174878927204",12
"20","40","3.0","13","100","0.632","RF_Grid_model_41","0.12237174878927204",12
"21","80","1.0","6","100","0.632","RF_Grid_model_40","0.12195490192193459",12
"22","100","1.0","6","100","0.632","RF_Grid_model_42","0.12195490192193459",12
"23","50","1.0","6","100","0.632","RF_Grid_model_7","0.12195490192193459",12
"24","60","10.0","6","100","0.632","RF_Grid_model_14","0.12177355050585248",12
"25","40","10.0","6","100","0.632","RF_Grid_model_43","0.12177355050585248",12
"26","20","1.0","9","100","0.632","RF_Grid_model_15","0.1211528020862841",12
"27","70","5.0","13","100","0.632","RF_Grid_model_18","0.12106739189915017",12
"28","60","5.0","13","100","0.632","RF_Grid_model_34","0.12106739189915017",12
"29","10","3.0","6","100","0.632","RF_Grid_model_4","0.1202833415307002",12
"30","60","20.0","13","100","0.632","RF_Grid_model_48","0.11972719080864447",12
"31","20","1.0","13","100","0.632","RF_Grid_model_10","0.11941378247828771",12
"32","10","10.0","9","100","0.632","RF_Grid_model_37","0.11930910932626693",12
"33","50","1.0","13","100","0.632","RF_Grid_model_12","0.11908811750312698",12
"34","70","1.0","13","100","0.632","RF_Grid_model_23","0.11908811750312698",12
"35","100","1.0","13","100","0.632","RF_Grid_model_8","0.11908811750312698",12
"36","10","1.0","9","100","0.632","RF_Grid_model_30","0.11774476755998087",12
"37","60","15.0","9","100","0.632","RF_Grid_model_25","0.11773661207439445",12
"38","40","10.0","3","100","0.632","RF_Grid_model_21","0.11764468487681246",12
"39","50","20.0","9","100","0.632","RF_Grid_model_45","0.1172621935726823",12
"40","30","20.0","9","100","0.632","RF_Grid_model_47","0.1172621935726823",12
"41","80","20.0","6","100","0.632","RF_Grid_model_3","0.11491242740681651",12
"42","30","20.0","6","100","0.632","RF_Grid_model_31","0.11491242740681651",12
"43","70","15.0","3","100","0.632","RF_Grid_model_6","0.11411033203051402",12
"44","10","20.0","6","100","0.632","RF_Grid_model_35","0.11357535037253497",12
"45","10","15.0","3","100","0.632","RF_Grid_model_19","0.11168951810023897",12
"46","60","20.0","3","100","0.632","RF_Grid_model_11","0.10901873808092799",12
"47","50","20.0","3","100","0.632","RF_Grid_model_17","0.10901873808092799",12
"48","80","20.0","3","100","0.632","RF_Grid_model_5","0.10901873808092799",12
