"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","30","3.0","6","100","0.632","RF_Grid_model_11","0.1298389217585162",12
"2","70","3.0","6","100","0.632","RF_Grid_model_5","0.12983051026858616",12
"3","60","3.0","9","100","0.632","RF_Grid_model_15","0.12965533689330422",12
"4","70","3.0","9","100","0.632","RF_Grid_model_44","0.12965533689330422",12
"5","50","5.0","6","100","0.632","RF_Grid_model_29","0.12874287853639943",12
"6","40","3.0","3","100","0.632","RF_Grid_model_26","0.12852950832025556",12
"7","50","5.0","9","100","0.632","RF_Grid_model_16","0.1281373098506403",12
"8","100","5.0","9","100","0.632","RF_Grid_model_27","0.1281373098506403",12
"9","70","5.0","9","100","0.632","RF_Grid_model_33","0.1281373098506403",12
"10","20","1.0","6","100","0.632","RF_Grid_model_31","0.12637001543528792",12
"11","60","1.0","6","100","0.632","RF_Grid_model_1","0.12596666273424684",12
"12","70","1.0","6","100","0.632","RF_Grid_model_22","0.12596666273424684",12
"13","50","1.0","6","100","0.632","RF_Grid_model_37","0.12596666273424684",12
"14","30","3.0","13","100","0.632","RF_Grid_model_20","0.12560015178343853",12
"15","60","3.0","13","100","0.632","RF_Grid_model_12","0.12559881218628188",12
"16","100","3.0","13","100","0.632","RF_Grid_model_7","0.12559881218628188",12
"17","100","5.0","3","100","0.632","RF_Grid_model_40","0.12539492219446646",12
"18","20","3.0","13","100","0.632","RF_Grid_model_38","0.1251739629413383",12
"19","70","5.0","13","100","0.632","RF_Grid_model_18","0.1250192671165482",12
"20","60","5.0","13","100","0.632","RF_Grid_model_21","0.1250192671165482",12
"21","40","5.0","13","100","0.632","RF_Grid_model_36","0.1250192671165482",12
"22","20","5.0","13","100","0.632","RF_Grid_model_2","0.1250149675422022",12
"23","60","1.0","9","100","0.632","RF_Grid_model_3","0.12498022816261001",12
"24","70","1.0","3","100","0.632","RF_Grid_model_23","0.12488776677034097",12
"25","80","1.0","13","100","0.632","RF_Grid_model_17","0.12357133693331857",12
"26","40","1.0","13","100","0.632","RF_Grid_model_47","0.12357114376376377",12
"27","10","10.0","9","100","0.632","RF_Grid_model_48","0.12348746344591521",12
"28","60","10.0","6","100","0.632","RF_Grid_model_24","0.12316777841805981",12
"29","50","10.0","3","100","0.632","RF_Grid_model_35","0.12133584043375034",12
"30","50","10.0","13","100","0.632","RF_Grid_model_32","0.11956257047952634",12
"31","30","10.0","13","100","0.632","RF_Grid_model_34","0.11956257047952634",12
"32","10","3.0","13","100","0.632","RF_Grid_model_46","0.11937420774282625",12
"33","10","10.0","6","100","0.632","RF_Grid_model_45","0.11912744794613495",12
"34","10","1.0","3","100","0.632","RF_Grid_model_43","0.11807702937414644",12
"35","20","20.0","13","100","0.632","RF_Grid_model_30","0.117618386334163",12
"36","40","20.0","9","100","0.632","RF_Grid_model_10","0.11661703296680148",12
"37","60","20.0","9","100","0.632","RF_Grid_model_25","0.11661703296680148",12
"38","80","20.0","9","100","0.632","RF_Grid_model_41","0.11661703296680148",12
"39","20","20.0","9","100","0.632","RF_Grid_model_6","0.11661703296680148",12
"40","10","15.0","6","100","0.632","RF_Grid_model_13","0.11548244926510809",12
"41","60","20.0","6","100","0.632","RF_Grid_model_28","0.11524125735181234",12
"42","20","20.0","6","100","0.632","RF_Grid_model_4","0.11524125735181234",12
"43","30","20.0","6","100","0.632","RF_Grid_model_42","0.11524125735181234",12
"44","40","15.0","3","100","0.632","RF_Grid_model_39","0.11339942201840014",12
"45","20","15.0","3","100","0.632","RF_Grid_model_9","0.11338689611242248",12
"46","40","20.0","3","100","0.632","RF_Grid_model_14","0.10753441492265237",12
"47","50","20.0","3","100","0.632","RF_Grid_model_19","0.10753441492265237",12
"48","70","20.0","3","100","0.632","RF_Grid_model_8","0.10753441492265237",12
