"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","20","10.0","13","100","0.632","RF_Grid_model_15","0.2216682504791615",4
"2","60","15.0","13","100","0.632","RF_Grid_model_44","0.22121026847206193",4
"3","60","10.0","13","100","0.632","RF_Grid_model_18","0.22113783774397577",4
"4","100","10.0","13","100","0.632","RF_Grid_model_46","0.22113783774397577",4
"5","60","5.0","13","100","0.632","RF_Grid_model_19","0.22104928230838172",4
"6","50","5.0","13","100","0.632","RF_Grid_model_2","0.22104928230838172",4
"7","10","3.0","13","100","0.632","RF_Grid_model_24","0.22058051131961287",4
"8","30","5.0","9","100","0.632","RF_Grid_model_11","0.21989068136966028",4
"9","100","10.0","9","100","0.632","RF_Grid_model_14","0.21957265942386217",4
"10","70","10.0","9","100","0.632","RF_Grid_model_26","0.21957265942386217",4
"11","50","10.0","9","100","0.632","RF_Grid_model_45","0.21957265942386217",4
"12","80","15.0","9","100","0.632","RF_Grid_model_30","0.219281260052959",4
"13","100","15.0","9","100","0.632","RF_Grid_model_4","0.219281260052959",4
"14","70","5.0","6","100","0.632","RF_Grid_model_41","0.21915932092095702",4
"15","40","5.0","6","100","0.632","RF_Grid_model_16","0.21915747041078437",4
"16","10","10.0","13","100","0.632","RF_Grid_model_6","0.2188984451102266",4
"17","40","3.0","9","100","0.632","RF_Grid_model_32","0.21805808043129382",4
"18","60","3.0","9","100","0.632","RF_Grid_model_20","0.2180551489450374",4
"19","80","3.0","9","100","0.632","RF_Grid_model_8","0.2180551489450374",4
"20","30","10.0","6","100","0.632","RF_Grid_model_22","0.2174940864169722",4
"21","20","20.0","9","100","0.632","RF_Grid_model_13","0.21678586343050765",4
"22","70","20.0","9","100","0.632","RF_Grid_model_38","0.21675509611650823",4
"23","80","3.0","6","100","0.632","RF_Grid_model_9","0.21654256220803125",4
"24","10","3.0","6","100","0.632","RF_Grid_model_40","0.2163371884873887",4
"25","50","15.0","6","100","0.632","RF_Grid_model_27","0.2160253577659509",4
"26","60","15.0","6","100","0.632","RF_Grid_model_28","0.2160253577659509",4
"27","10","15.0","9","100","0.632","RF_Grid_model_33","0.21504486883651486",4
"28","80","3.0","3","100","0.632","RF_Grid_model_39","0.21475771455692283",4
"29","70","3.0","3","100","0.632","RF_Grid_model_48","0.21475771455692283",4
"30","30","5.0","3","100","0.632","RF_Grid_model_10","0.21452089859104184",4
"31","70","5.0","3","100","0.632","RF_Grid_model_29","0.2144852984825384",4
"32","50","20.0","6","100","0.632","RF_Grid_model_23","0.21325710495097883",4
"33","60","20.0","6","100","0.632","RF_Grid_model_31","0.21325710495097883",4
"34","20","20.0","6","100","0.632","RF_Grid_model_35","0.21317534067610544",4
"35","30","1.0","13","100","0.632","RF_Grid_model_43","0.2127390128227702",4
"36","20","10.0","3","100","0.632","RF_Grid_model_3","0.2125090790611801",4
"37","100","10.0","3","100","0.632","RF_Grid_model_36","0.21236000232754704",4
"38","60","1.0","6","100","0.632","RF_Grid_model_42","0.21119488530812636",4
"39","40","1.0","9","100","0.632","RF_Grid_model_17","0.21076695641675203",4
"40","70","1.0","9","100","0.632","RF_Grid_model_34","0.2107603811807809",4
"41","100","1.0","9","100","0.632","RF_Grid_model_7","0.2107603811807809",4
"42","30","1.0","3","100","0.632","RF_Grid_model_37","0.20924122516586063",4
"43","70","1.0","3","100","0.632","RF_Grid_model_21","0.20855735357489202",4
"44","10","5.0","3","100","0.632","RF_Grid_model_1","0.2060324766587064",4
"45","60","20.0","3","100","0.632","RF_Grid_model_47","0.20427276382500037",4
"46","50","20.0","3","100","0.632","RF_Grid_model_5","0.20427276382500037",4
"47","10","15.0","3","100","0.632","RF_Grid_model_25","0.201054121221251",4
"48","10","20.0","3","100","0.632","RF_Grid_model_12","0.1984882411568406",4
