"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","30","3.0","13","100","0.632","RF_Grid_model_42","0.48601651799487156",1
"2","100","3.0","13","100","0.632","RF_Grid_model_39","0.48601471132850094",1
"3","60","3.0","13","100","0.632","RF_Grid_model_5","0.48601471132850094",1
"4","50","5.0","13","100","0.632","RF_Grid_model_12","0.4842248880002329",1
"5","30","5.0","13","100","0.632","RF_Grid_model_6","0.4842248880002329",1
"6","70","1.0","13","100","0.632","RF_Grid_model_40","0.4839450628633769",1
"7","80","1.0","6","100","0.632","RF_Grid_model_25","0.4837463038150911",1
"8","60","1.0","6","100","0.632","RF_Grid_model_38","0.4837463038150911",1
"9","10","5.0","13","100","0.632","RF_Grid_model_46","0.48293240408492166",1
"10","40","1.0","9","100","0.632","RF_Grid_model_48","0.4799755340690183",1
"11","10","1.0","9","100","0.632","RF_Grid_model_9","0.47989500508203775",1
"12","30","3.0","9","100","0.632","RF_Grid_model_29","0.4792221011520107",1
"13","60","3.0","9","100","0.632","RF_Grid_model_1","0.47921641830854067",1
"14","100","3.0","9","100","0.632","RF_Grid_model_15","0.47921641830854067",1
"15","20","3.0","9","100","0.632","RF_Grid_model_47","0.4790390191795455",1
"16","60","5.0","9","100","0.632","RF_Grid_model_2","0.4777083282460879",1
"17","40","5.0","9","100","0.632","RF_Grid_model_4","0.4777083282460879",1
"18","40","1.0","3","100","0.632","RF_Grid_model_33","0.47734506666605514",1
"19","70","1.0","3","100","0.632","RF_Grid_model_24","0.4773436503222801",1
"20","10","1.0","6","100","0.632","RF_Grid_model_30","0.47674761059671333",1
"21","70","3.0","6","100","0.632","RF_Grid_model_18","0.4757471318194474",1
"22","50","3.0","6","100","0.632","RF_Grid_model_21","0.4757471318194474",1
"23","100","3.0","3","100","0.632","RF_Grid_model_3","0.47390565635619064",1
"24","50","3.0","3","100","0.632","RF_Grid_model_43","0.47390565635619064",1
"25","80","5.0","6","100","0.632","RF_Grid_model_35","0.47083155278227096",1
"26","20","10.0","13","100","0.632","RF_Grid_model_17","0.47006049865927313",1
"27","50","10.0","13","100","0.632","RF_Grid_model_11","0.47005094430934513",1
"28","50","5.0","3","100","0.632","RF_Grid_model_10","0.4675459564950222",1
"29","100","10.0","9","100","0.632","RF_Grid_model_20","0.46274202007927",1
"30","20","10.0","9","100","0.632","RF_Grid_model_37","0.4627403006704961",1
"31","60","10.0","6","100","0.632","RF_Grid_model_13","0.4566946087256428",1
"32","100","15.0","13","100","0.632","RF_Grid_model_31","0.45298566805177864",1
"33","60","15.0","9","100","0.632","RF_Grid_model_22","0.448988855932815",1
"34","20","15.0","9","100","0.632","RF_Grid_model_28","0.448988855932815",1
"35","80","15.0","9","100","0.632","RF_Grid_model_32","0.448988855932815",1
"36","30","15.0","9","100","0.632","RF_Grid_model_41","0.448988855932815",1
"37","60","10.0","3","100","0.632","RF_Grid_model_27","0.4440507199265554",1
"38","30","10.0","3","100","0.632","RF_Grid_model_8","0.4440507199265554",1
"39","80","15.0","6","100","0.632","RF_Grid_model_44","0.4437368718264688",1
"40","10","15.0","6","100","0.632","RF_Grid_model_7","0.44362112285086686",1
"41","10","20.0","9","100","0.632","RF_Grid_model_19","0.4406304207102638",1
"42","10","20.0","6","100","0.632","RF_Grid_model_14","0.43396873706161243",1
"43","60","20.0","6","100","0.632","RF_Grid_model_16","0.43396294242526157",1
"44","30","15.0","3","100","0.632","RF_Grid_model_23","0.4278189043594498",1
"45","10","15.0","3","100","0.632","RF_Grid_model_34","0.42758978907650724",1
"46","40","20.0","3","100","0.632","RF_Grid_model_26","0.41529291979518534",1
"47","50","20.0","3","100","0.632","RF_Grid_model_36","0.41529291979518534",1
"48","70","20.0","3","100","0.632","RF_Grid_model_45","0.41529291979518534",1
