"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","70","1.0","3","100","0.632","RF_Grid_model_24","0.403435835853447",2
"2","40","1.0","3","100","0.632","RF_Grid_model_33","0.403435835853447",2
"3","80","1.0","6","100","0.632","RF_Grid_model_25","0.39949286171269005",2
"4","60","1.0","6","100","0.632","RF_Grid_model_38","0.39949286171269005",2
"5","40","1.0","9","100","0.632","RF_Grid_model_48","0.39700597662630965",2
"6","100","3.0","3","100","0.632","RF_Grid_model_3","0.3928726055978463",2
"7","50","3.0","3","100","0.632","RF_Grid_model_43","0.3928726055978463",2
"8","10","1.0","6","100","0.632","RF_Grid_model_30","0.38989975364397944",2
"9","10","1.0","9","100","0.632","RF_Grid_model_9","0.38917769609332076",2
"10","100","3.0","13","100","0.632","RF_Grid_model_39","0.3890383290125208",2
"11","30","3.0","13","100","0.632","RF_Grid_model_42","0.3890383290125208",2
"12","60","3.0","13","100","0.632","RF_Grid_model_5","0.3890383290125208",2
"13","70","1.0","13","100","0.632","RF_Grid_model_40","0.3887266796820129",2
"14","70","3.0","6","100","0.632","RF_Grid_model_18","0.3851992264814518",2
"15","50","3.0","6","100","0.632","RF_Grid_model_21","0.3851992264814518",2
"16","20","3.0","9","100","0.632","RF_Grid_model_47","0.379848277881236",2
"17","60","3.0","9","100","0.632","RF_Grid_model_1","0.3798467180938596",2
"18","100","3.0","9","100","0.632","RF_Grid_model_15","0.3798467180938596",2
"19","30","3.0","9","100","0.632","RF_Grid_model_29","0.3798467180938596",2
"20","80","5.0","6","100","0.632","RF_Grid_model_35","0.3688012699376827",2
"21","50","5.0","13","100","0.632","RF_Grid_model_12","0.36813765738816095",2
"22","30","5.0","13","100","0.632","RF_Grid_model_6","0.36813765738816095",2
"23","10","5.0","13","100","0.632","RF_Grid_model_46","0.36763458523344794",2
"24","60","5.0","9","100","0.632","RF_Grid_model_2","0.36346193166029017",2
"25","40","5.0","9","100","0.632","RF_Grid_model_4","0.36346193166029017",2
"26","50","5.0","3","100","0.632","RF_Grid_model_10","0.36266338016912725",2
"27","50","10.0","13","100","0.632","RF_Grid_model_11","0.35167214370533173",2
"28","20","10.0","13","100","0.632","RF_Grid_model_17","0.35167214370533173",2
"29","100","10.0","9","100","0.632","RF_Grid_model_20","0.33821021522053807",2
"30","20","10.0","9","100","0.632","RF_Grid_model_37","0.33821021522053807",2
"31","60","10.0","6","100","0.632","RF_Grid_model_13","0.3351423161340852",2
"32","60","15.0","9","100","0.632","RF_Grid_model_22","0.32833819901941563",2
"33","20","15.0","9","100","0.632","RF_Grid_model_28","0.32833819901941563",2
"34","80","15.0","9","100","0.632","RF_Grid_model_32","0.32833819901941563",2
"35","30","15.0","9","100","0.632","RF_Grid_model_41","0.32833819901941563",2
"36","60","10.0","3","100","0.632","RF_Grid_model_27","0.3245988285735829",2
"37","30","10.0","3","100","0.632","RF_Grid_model_8","0.3245988285735829",2
"38","100","15.0","13","100","0.632","RF_Grid_model_31","0.321650902416424",2
"39","80","15.0","6","100","0.632","RF_Grid_model_44","0.3168101242659396",2
"40","10","15.0","6","100","0.632","RF_Grid_model_7","0.3168101242659396",2
"41","10","20.0","9","100","0.632","RF_Grid_model_19","0.295387888542891",2
"42","30","15.0","3","100","0.632","RF_Grid_model_23","0.292403060147977",2
"43","10","15.0","3","100","0.632","RF_Grid_model_34","0.292403060147977",2
"44","10","20.0","6","100","0.632","RF_Grid_model_14","0.2908162368455237",2
"45","60","20.0","6","100","0.632","RF_Grid_model_16","0.2908162368455237",2
"46","40","20.0","3","100","0.632","RF_Grid_model_26","0.2647960247010328",2
"47","50","20.0","3","100","0.632","RF_Grid_model_36","0.2647960247010328",2
"48","70","20.0","3","100","0.632","RF_Grid_model_45","0.2647960247010328",2
