"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","70","5.0","6","100","0.632","RF_Grid_model_47","0.19679785142634654",6
"2","40","10.0","6","100","0.632","RF_Grid_model_10","0.19531539531508912",6
"3","70","10.0","6","100","0.632","RF_Grid_model_15","0.19531539531508912",6
"4","50","10.0","6","100","0.632","RF_Grid_model_35","0.19531539531508912",6
"5","50","10.0","13","100","0.632","RF_Grid_model_20","0.19517144448615764",6
"6","70","10.0","13","100","0.632","RF_Grid_model_34","0.19517144448615764",6
"7","60","10.0","13","100","0.632","RF_Grid_model_37","0.19517144448615764",6
"8","40","10.0","13","100","0.632","RF_Grid_model_43","0.19517144448615764",6
"9","10","5.0","6","100","0.632","RF_Grid_model_8","0.19443198694249475",6
"10","10","10.0","13","100","0.632","RF_Grid_model_48","0.19418869007104866",6
"11","10","3.0","9","100","0.632","RF_Grid_model_2","0.19383000986805188",6
"12","30","10.0","9","100","0.632","RF_Grid_model_16","0.19381512318392424",6
"13","50","10.0","9","100","0.632","RF_Grid_model_45","0.19381512318392424",6
"14","20","10.0","9","100","0.632","RF_Grid_model_17","0.1938108585866104",6
"15","10","5.0","13","100","0.632","RF_Grid_model_3","0.19271268353514215",6
"16","40","15.0","13","100","0.632","RF_Grid_model_27","0.19243844840428748",6
"17","50","5.0","13","100","0.632","RF_Grid_model_33","0.19132311224313536",6
"18","100","5.0","13","100","0.632","RF_Grid_model_40","0.19132311224313536",6
"19","30","5.0","13","100","0.632","RF_Grid_model_21","0.19132160355390504",6
"20","40","5.0","9","100","0.632","RF_Grid_model_7","0.19119533339859685",6
"21","80","3.0","9","100","0.632","RF_Grid_model_46","0.19117925520959544",6
"22","40","15.0","9","100","0.632","RF_Grid_model_24","0.19114957291753787",6
"23","30","15.0","9","100","0.632","RF_Grid_model_31","0.19114957291753787",6
"24","80","3.0","6","100","0.632","RF_Grid_model_29","0.19092525900677337",6
"25","60","3.0","6","100","0.632","RF_Grid_model_38","0.19092525900677337",6
"26","30","3.0","13","100","0.632","RF_Grid_model_32","0.19086282046355574",6
"27","80","3.0","13","100","0.632","RF_Grid_model_18","0.1908575848899181",6
"28","70","20.0","13","100","0.632","RF_Grid_model_12","0.19024716211496484",6
"29","30","20.0","13","100","0.632","RF_Grid_model_41","0.19024716211496484",6
"30","100","15.0","6","100","0.632","RF_Grid_model_44","0.190029682330503",6
"31","70","20.0","6","100","0.632","RF_Grid_model_13","0.187845404324664",6
"32","60","20.0","6","100","0.632","RF_Grid_model_23","0.187845404324664",6
"33","60","10.0","3","100","0.632","RF_Grid_model_26","0.18777369138775957",6
"34","20","10.0","3","100","0.632","RF_Grid_model_30","0.18775710850355964",6
"35","80","20.0","9","100","0.632","RF_Grid_model_14","0.18773509501304098",6
"36","40","1.0","9","100","0.632","RF_Grid_model_42","0.18313155723508912",6
"37","30","1.0","3","100","0.632","RF_Grid_model_4","0.18298736324542153",6
"38","40","1.0","3","100","0.632","RF_Grid_model_5","0.18289785153382",6
"39","50","1.0","3","100","0.632","RF_Grid_model_11","0.18289664355721802",6
"40","60","1.0","3","100","0.632","RF_Grid_model_22","0.18289664355721802",6
"41","40","1.0","6","100","0.632","RF_Grid_model_25","0.18126910505722071",6
"42","70","1.0","6","100","0.632","RF_Grid_model_9","0.18126551376813405",6
"43","30","15.0","3","100","0.632","RF_Grid_model_28","0.18019908918925143",6
"44","50","1.0","13","100","0.632","RF_Grid_model_39","0.17952067425220353",6
"45","50","20.0","3","100","0.632","RF_Grid_model_1","0.1769007128513299",6
"46","40","20.0","3","100","0.632","RF_Grid_model_19","0.1769007128513299",6
"47","70","20.0","3","100","0.632","RF_Grid_model_36","0.1769007128513299",6
"48","80","20.0","3","100","0.632","RF_Grid_model_6","0.1769007128513299",6
