"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","80","5.0","13","100","0.632","RF_Grid_model_23","0.20868053799355202",6
"2","70","5.0","13","100","0.632","RF_Grid_model_4","0.20868053799355202",6
"3","20","5.0","13","100","0.632","RF_Grid_model_41","0.20816579661512657",6
"4","70","3.0","6","100","0.632","RF_Grid_model_12","0.208019078635428",6
"5","80","3.0","6","100","0.632","RF_Grid_model_40","0.208019078635428",6
"6","50","5.0","6","100","0.632","RF_Grid_model_25","0.20795006570240604",6
"7","10","3.0","6","100","0.632","RF_Grid_model_44","0.20681578763024844",6
"8","100","10.0","6","100","0.632","RF_Grid_model_16","0.20658334039210746",6
"9","60","10.0","6","100","0.632","RF_Grid_model_48","0.20658334039210746",6
"10","20","10.0","9","100","0.632","RF_Grid_model_21","0.2060642718711797",6
"11","20","3.0","9","100","0.632","RF_Grid_model_33","0.2058063570316988",6
"12","80","5.0","9","100","0.632","RF_Grid_model_34","0.20527995942844668",6
"13","70","5.0","9","100","0.632","RF_Grid_model_6","0.20527995942844668",6
"14","20","1.0","3","100","0.632","RF_Grid_model_5","0.20477093363485455",6
"15","50","15.0","13","100","0.632","RF_Grid_model_9","0.20436978231547231",6
"16","100","3.0","3","100","0.632","RF_Grid_model_14","0.204153488875514",6
"17","80","3.0","3","100","0.632","RF_Grid_model_42","0.204153488875514",6
"18","100","5.0","3","100","0.632","RF_Grid_model_43","0.20413824493498156",6
"19","30","5.0","3","100","0.632","RF_Grid_model_11","0.20412694557065858",6
"20","80","3.0","13","100","0.632","RF_Grid_model_10","0.20393744613926812",6
"21","100","3.0","13","100","0.632","RF_Grid_model_13","0.20393744613926812",6
"22","30","3.0","13","100","0.632","RF_Grid_model_31","0.20390655847286399",6
"23","70","1.0","3","100","0.632","RF_Grid_model_15","0.20366698663050742",6
"24","10","15.0","13","100","0.632","RF_Grid_model_24","0.20300727009499386",6
"25","20","1.0","9","100","0.632","RF_Grid_model_35","0.2029463352033355",6
"26","20","15.0","9","100","0.632","RF_Grid_model_3","0.20257128947520509",6
"27","100","15.0","9","100","0.632","RF_Grid_model_7","0.202557141523234",6
"28","60","1.0","6","100","0.632","RF_Grid_model_22","0.2018449466544835",6
"29","100","1.0","6","100","0.632","RF_Grid_model_27","0.2018449466544835",6
"30","80","1.0","6","100","0.632","RF_Grid_model_29","0.2018449466544835",6
"31","40","1.0","6","100","0.632","RF_Grid_model_32","0.2018405387282649",6
"32","30","1.0","9","100","0.632","RF_Grid_model_2","0.2016143237458704",6
"33","20","15.0","6","100","0.632","RF_Grid_model_17","0.20150211108043026",6
"34","70","15.0","6","100","0.632","RF_Grid_model_26","0.20149226518246388",6
"35","60","1.0","9","100","0.632","RF_Grid_model_38","0.20147048017910474",6
"36","60","20.0","13","100","0.632","RF_Grid_model_47","0.20086411925302805",6
"37","10","20.0","13","100","0.632","RF_Grid_model_46","0.2003212594590148",6
"38","30","20.0","9","100","0.632","RF_Grid_model_19","0.2001449982506912",6
"39","60","20.0","9","100","0.632","RF_Grid_model_37","0.2001449982506912",6
"40","30","1.0","13","100","0.632","RF_Grid_model_20","0.19907428260014504",6
"41","70","1.0","13","100","0.632","RF_Grid_model_30","0.19907009213849913",6
"42","100","1.0","13","100","0.632","RF_Grid_model_36","0.19907009213849913",6
"43","60","20.0","6","100","0.632","RF_Grid_model_18","0.19725219671571037",6
"44","100","10.0","3","100","0.632","RF_Grid_model_39","0.19622393925427906",6
"45","50","10.0","3","100","0.632","RF_Grid_model_45","0.19622393925427906",6
"46","70","10.0","3","100","0.632","RF_Grid_model_8","0.19622393925427906",6
"47","40","20.0","3","100","0.632","RF_Grid_model_1","0.18788456934656184",6
"48","50","20.0","3","100","0.632","RF_Grid_model_28","0.18788456934656184",6
