"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","50","5.0","9","100","0.632","RF_Grid_model_33","0.20937651712132865",6
"2","10","3.0","9","100","0.632","RF_Grid_model_22","0.2093116669896513",6
"3","20","10.0","13","100","0.632","RF_Grid_model_6","0.20883401117572742",6
"4","70","10.0","13","100","0.632","RF_Grid_model_43","0.2087898232455372",6
"5","40","3.0","9","100","0.632","RF_Grid_model_19","0.20832360921804505",6
"6","60","3.0","9","100","0.632","RF_Grid_model_20","0.20832337085535924",6
"7","50","3.0","9","100","0.632","RF_Grid_model_41","0.20832337085535924",6
"8","10","3.0","6","100","0.632","RF_Grid_model_12","0.20827396719946978",6
"9","100","5.0","6","100","0.632","RF_Grid_model_5","0.20794553799179039",6
"10","100","3.0","6","100","0.632","RF_Grid_model_13","0.206905239908449",6
"11","60","3.0","6","100","0.632","RF_Grid_model_23","0.206905239908449",6
"12","80","3.0","6","100","0.632","RF_Grid_model_32","0.206905239908449",6
"13","30","10.0","6","100","0.632","RF_Grid_model_30","0.20687933529790914",6
"14","80","5.0","3","100","0.632","RF_Grid_model_2","0.20686087889841553",6
"15","60","5.0","3","100","0.632","RF_Grid_model_7","0.20686087889841553",6
"16","60","3.0","3","100","0.632","RF_Grid_model_35","0.20665470931176877",6
"17","10","15.0","13","100","0.632","RF_Grid_model_25","0.20633697443447518",6
"18","30","5.0","13","100","0.632","RF_Grid_model_16","0.20631195821456405",6
"19","100","5.0","13","100","0.632","RF_Grid_model_1","0.20630956899938202",6
"20","20","15.0","13","100","0.632","RF_Grid_model_18","0.20624497313274825",6
"21","20","20.0","13","100","0.632","RF_Grid_model_27","0.20479919721590978",6
"22","20","3.0","13","100","0.632","RF_Grid_model_29","0.20474657529099083",6
"23","80","1.0","9","100","0.632","RF_Grid_model_45","0.2046412459371244",6
"24","70","3.0","13","100","0.632","RF_Grid_model_10","0.2043680766149053",6
"25","10","20.0","13","100","0.632","RF_Grid_model_34","0.20410528803678119",6
"26","70","15.0","6","100","0.632","RF_Grid_model_21","0.203527298682035",6
"27","50","15.0","6","100","0.632","RF_Grid_model_24","0.203527298682035",6
"28","100","15.0","6","100","0.632","RF_Grid_model_8","0.203527298682035",6
"29","10","1.0","3","100","0.632","RF_Grid_model_47","0.20177119902350238",6
"30","30","1.0","13","100","0.632","RF_Grid_model_26","0.20170003770981249",6
"31","100","1.0","13","100","0.632","RF_Grid_model_3","0.20170002804464482",6
"32","80","1.0","13","100","0.632","RF_Grid_model_37","0.20170002804464482",6
"33","60","1.0","13","100","0.632","RF_Grid_model_38","0.20170002804464482",6
"34","40","20.0","9","100","0.632","RF_Grid_model_17","0.20063232956368537",6
"35","30","20.0","9","100","0.632","RF_Grid_model_36","0.20063232956368537",6
"36","100","1.0","3","100","0.632","RF_Grid_model_11","0.20061910361029156",6
"37","80","1.0","3","100","0.632","RF_Grid_model_31","0.20061910361029156",6
"38","70","1.0","3","100","0.632","RF_Grid_model_48","0.20061910361029156",6
"39","100","20.0","6","100","0.632","RF_Grid_model_14","0.19977529313365538",6
"40","40","20.0","6","100","0.632","RF_Grid_model_39","0.19977529313365538",6
"41","80","10.0","3","100","0.632","RF_Grid_model_40","0.1993323646570634",6
"42","70","1.0","6","100","0.632","RF_Grid_model_42","0.1979153325647952",6
"43","60","1.0","6","100","0.632","RF_Grid_model_44","0.1979153325647952",6
"44","30","1.0","6","100","0.632","RF_Grid_model_9","0.1978620255740191",6
"45","40","15.0","3","100","0.632","RF_Grid_model_28","0.19589444833674785",6
"46","50","15.0","3","100","0.632","RF_Grid_model_4","0.19589444833674785",6
"47","20","20.0","3","100","0.632","RF_Grid_model_15","0.19082569186522902",6
"48","10","20.0","3","100","0.632","RF_Grid_model_46","0.18900036852417657",6
