"","max_depth","min_rows","mtries","ntrees","sample_rate","model_ids","r2","Biome"
"1","10","1.0","9","100","0.632","RF_Grid_model_30","0.13853986380246885",5
"2","10","3.0","6","100","0.632","RF_Grid_model_4","0.1380512607611072",5
"3","60","5.0","3","100","0.632","RF_Grid_model_1","0.1369863783109483",5
"4","50","5.0","3","100","0.632","RF_Grid_model_29","0.1369863783109483",5
"5","20","5.0","9","100","0.632","RF_Grid_model_2","0.13677681675811182",5
"6","10","10.0","9","100","0.632","RF_Grid_model_37","0.13669977592891192",5
"7","20","3.0","3","100","0.632","RF_Grid_model_20","0.1364102302173279",5
"8","70","5.0","13","100","0.632","RF_Grid_model_18","0.13601965372920577",5
"9","60","5.0","13","100","0.632","RF_Grid_model_34","0.13601965372920577",5
"10","40","10.0","13","100","0.632","RF_Grid_model_33","0.1360050122549582",5
"11","100","10.0","13","100","0.632","RF_Grid_model_39","0.1360050122549582",5
"12","60","10.0","6","100","0.632","RF_Grid_model_14","0.13579421508976652",5
"13","40","10.0","6","100","0.632","RF_Grid_model_43","0.13579421508976652",5
"14","60","15.0","9","100","0.632","RF_Grid_model_25","0.13565300879932274",5
"15","40","5.0","9","100","0.632","RF_Grid_model_24","0.13544628042782902",5
"16","50","5.0","9","100","0.632","RF_Grid_model_36","0.13544628042782902",5
"17","30","5.0","9","100","0.632","RF_Grid_model_16","0.13538711976711482",5
"18","40","10.0","3","100","0.632","RF_Grid_model_21","0.13535786599001487",5
"19","20","15.0","13","100","0.632","RF_Grid_model_32","0.13480952880479946",5
"20","50","15.0","13","100","0.632","RF_Grid_model_44","0.13476072255127536",5
"21","100","3.0","6","100","0.632","RF_Grid_model_9","0.13466436922407943",5
"22","60","20.0","13","100","0.632","RF_Grid_model_48","0.1344007330591075",5
"23","50","20.0","9","100","0.632","RF_Grid_model_45","0.13364984039097516",5
"24","30","20.0","9","100","0.632","RF_Grid_model_47","0.13364984039097516",5
"25","20","3.0","13","100","0.632","RF_Grid_model_27","0.13259729422040234",5
"26","70","15.0","3","100","0.632","RF_Grid_model_6","0.13257583823454122",5
"27","20","1.0","3","100","0.632","RF_Grid_model_26","0.13230635331952967",5
"28","70","3.0","9","100","0.632","RF_Grid_model_28","0.13186697878945608",5
"29","80","3.0","9","100","0.632","RF_Grid_model_46","0.13186697878945608",5
"30","100","3.0","13","100","0.632","RF_Grid_model_13","0.13097140889846437",5
"31","40","3.0","13","100","0.632","RF_Grid_model_41","0.1309706975839443",5
"32","80","20.0","6","100","0.632","RF_Grid_model_3","0.1304251650598265",5
"33","30","20.0","6","100","0.632","RF_Grid_model_31","0.1304251650598265",5
"34","20","1.0","9","100","0.632","RF_Grid_model_15","0.12986873706281754",5
"35","60","20.0","3","100","0.632","RF_Grid_model_11","0.1295408743034595",5
"36","50","20.0","3","100","0.632","RF_Grid_model_17","0.1295408743034595",5
"37","80","20.0","3","100","0.632","RF_Grid_model_5","0.1295408743034595",5
"38","10","20.0","6","100","0.632","RF_Grid_model_35","0.12935605186419274",5
"39","20","1.0","13","100","0.632","RF_Grid_model_10","0.1290546705083414",5
"40","80","1.0","3","100","0.632","RF_Grid_model_22","0.12867188529913887",5
"41","70","1.0","3","100","0.632","RF_Grid_model_38","0.12867188529913887",5
"42","10","15.0","3","100","0.632","RF_Grid_model_19","0.12848695965356804",5
"43","50","1.0","6","100","0.632","RF_Grid_model_7","0.125973484290547",5
"44","80","1.0","6","100","0.632","RF_Grid_model_40","0.12597346415568866",5
"45","100","1.0","6","100","0.632","RF_Grid_model_42","0.12597346415568866",5
"46","50","1.0","13","100","0.632","RF_Grid_model_12","0.12527607205930513",5
"47","70","1.0","13","100","0.632","RF_Grid_model_23","0.12527472107517168",5
"48","100","1.0","13","100","0.632","RF_Grid_model_8","0.12527472107517168",5
