"","Present","PresentPotential","AbsolutePotential","FreelandPotential","RangelandPotential","PasturePotential","CroplandPotential","UrbanPotential","FreeToConservation","ConservationPotential"
"1",206.511792500835,239.81465266774,262.633427949636,4.34813366795909,0.0727877814936936,8.00713418730262,10.1127514793439,0.277968165808918,7.03597232070024,33.3028601669049
"2",7.33259930826895,10.2552839974325,17.433060658208,1.77708908916746,0.0176379331333387,1.79430734416013,3.54559977069514,0.0431425236254235,0.764212582960781,2.92268468916356
"3",2.70618712477857,4.14402916342199,5.15270257598441,0.356444222888597,0.021336060583633,0.367625310409265,0.259873608358801,0.00339421031749897,0.419350369416714,1.43784203864343
"4",42.2756099663727,51.8583342386994,69.1187017620588,3.99567785387056,0.0223740945396994,5.09667002801543,7.7029881470728,0.44265739986927,3.22047033792467,9.58272427232673
"5",20.5200906432046,24.2089899496497,26.8420896880649,1.19230063312494,0.0352674995058377,0.805881341868386,0.555887793224077,0.0437624706903524,1.59930967223129,3.68889930644514
"6",39.9064079326783,46.8945425139875,49.7104427036193,2.45953213958303,0.000861405143549467,0.180134629028898,0.164304199768606,0.0110678161091694,3.2690850045219,6.98813458130916
"7",43.474968472271,63.6232284491479,94.6697327062858,6.26384092380298,10.5598963305329,8.3148676951185,5.84504362649881,0.0628556812041039,4.68923336647721,20.148259976877
"8",4.24877697541542,5.36497459885721,20.6186126721665,2.78641905961784,4.84699741194306,2.01958339335627,5.51980541796444,0.0808327904276074,0.220519329753498,1.1161976234418
"9",1.7549794485423,2.54306675953439,3.57041197112508,0.290423056365678,0.368658870713664,0.209973844651403,0.149708598363375,0.00858084149784252,0.137048437852563,0.788087310992088
"10",3.35617616136795,4.82660574630902,8.89610225829999,1.08369478563763,1.67285972555071,0.651695263719827,0.65372238494083,0.00752435214809974,0.245688507269073,1.47042958494107
"11",3.97998158867137,5.57835571414228,8.50981013727221,2.9244103327904,0.00126620923748413,0.000469630090014976,0.00501770450278467,0.000290546506935093,0.313091206484327,1.59837412547091
"12",3.10215269948757,4.27037909265319,8.69423373997261,1.20053118696456,0.0146762089430001,1.47322929940467,1.67354788469095,0.0618700673232982,0.325432019024172,1.16822639316562
"13",2.12022755999138,3.25856928576932,21.0992562122984,8.15452021527243,6.96272837083658,0.781105086686306,1.89703755436244,0.0452956993687471,0.281268654578743,1.13834172577794
"14",1.83072607884909,2.44944889823672,2.87303498136978,0.150727225763992,0.0010519702089855,0.0798225980733459,0.180365818143559,0.011618470944616,0.143297023139545,0.618722819387626
"15",383.120676460734,469.090461075581,599.821620016362,36.9837443928092,24.5983998723662,29.7824996518851,38.2656539879305,1.10086103584188,22.6639788323347,85.9697846148469
